??,??(V),??(A),??(W),??(Hz),????,??,??
103,219.45,0.455,93.10,49.97,0.932,8:21:33 PM:150,1
104,219.40,0.445,90.09,49.96,0.923,8:21:33 PM:527,1
105,219.45,0.385,77.04,49.97,0.912,8:21:33 PM:891,1
106,219.31,0.432,88.18,49.98,0.931,8:21:34 PM:282,1
107,219.40,0.401,80.83,50.00,0.919,8:21:34 PM:668,1
108,219.45,0.419,85.07,49.96,0.925,8:21:35 PM:046,1
109,219.50,0.393,78.65,49.96,0.912,8:21:35 PM:434,1
110,219.54,0.384,76.76,49.97,0.911,8:21:35 PM:798,1
111,219.61,0.392,77.07,50.01,0.895,8:21:36 PM:184,1
112,219.36,0.342,64.88,49.97,0.865,8:21:36 PM:552,1
113,219.45,0.297,55.08,49.96,0.845,8:21:36 PM:937,1
114,219.51,0.462,91.27,49.97,0.900,8:21:37 PM:319,1
115,219.58,0.438,88.95,49.97,0.925,8:21:37 PM:700,1
116,219.66,0.252,46.62,49.98,0.842,8:21:38 PM:071,1
117,219.52,0.270,50.07,49.98,0.845,8:21:38 PM:444,1
118,219.49,0.361,68.49,49.99,0.864,8:21:38 PM:814,1
119,219.48,0.594,59.55,49.99,0.457,8:21:39 PM:206,1
120,219.61,0.329,61.73,49.97,0.854,8:21:39 PM:588,1
121,219.57,0.359,65.98,49.97,0.837,8:21:39 PM:957,1
122,219.49,0.363,65.62,49.96,0.824,8:21:40 PM:329,1
123,219.53,0.418,84.42,49.99,0.920,8:21:40 PM:722,1
124,219.65,0.442,57.93,49.97,0.597,8:21:41 PM:103,1
125,219.53,0.344,66.30,49.96,0.878,8:21:41 PM:472,1
126,219.56,0.344,63.80,49.97,0.845,8:21:41 PM:858,1
127,219.50,0.463,94.90,49.98,0.934,8:21:42 PM:244,1
128,219.49,0.432,87.84,49.99,0.926,8:21:42 PM:621,1
129,219.42,0.306,56.76,49.96,0.845,8:21:42 PM:991,1
130,219.33,0.361,71.06,49.99,0.898,8:21:43 PM:359,1
131,219.45,0.415,84.43,49.98,0.927,8:21:43 PM:739,1
132,219.51,0.363,68.53,49.98,0.860,8:21:44 PM:122,1
133,219.41,0.339,66.30,49.98,0.891,8:21:44 PM:486,1
134,219.40,0.421,82.30,49.98,0.891,8:21:44 PM:867,1
135,219.25,0.364,66.08,49.99,0.828,8:21:45 PM:239,1
136,219.32,0.410,77.87,49.95,0.866,8:21:45 PM:607,1
137,219.51,0.433,88.15,49.97,0.927,8:21:45 PM:994,1
138,219.48,0.418,84.59,49.98,0.922,8:21:46 PM:361,1
139,219.31,0.412,72.81,49.97,0.806,8:21:46 PM:736,1
140,219.29,0.473,97.41,49.99,0.939,8:21:47 PM:128,1
141,219.30,0.391,72.57,49.96,0.846,8:21:47 PM:512,1
142,219.48,0.385,75.43,49.98,0.893,8:21:47 PM:879,1
143,219.51,0.337,61.52,49.96,0.832,8:21:48 PM:261,1
144,219.51,0.420,84.11,49.98,0.912,8:21:48 PM:632,1
145,219.67,0.330,61.32,49.99,0.846,8:21:49 PM:015,1
146,219.53,0.366,66.82,49.97,0.832,8:21:49 PM:399,1
147,219.53,0.290,53.38,49.99,0.838,8:21:49 PM:763,1
148,219.57,0.599,75.80,49.99,0.576,8:21:50 PM:129,1
149,219.62,0.268,48.77,49.98,0.829,8:21:50 PM:515,1
150,219.73,0.327,63.35,49.99,0.882,8:21:50 PM:894,1
151,219.61,0.368,72.88,49.98,0.902,8:21:51 PM:283,1
152,219.51,0.394,77.35,49.98,0.894,8:21:51 PM:673,1
153,219.63,0.395,63.48,49.98,0.732,8:21:52 PM:048,1
154,219.65,0.423,84.59,50.00,0.910,8:21:52 PM:435,1
155,219.73,0.423,85.74,49.99,0.922,8:21:52 PM:800,1
156,219.80,0.363,52.73,49.99,0.661,8:21:53 PM:205,1
157,219.54,0.435,88.51,50.00,0.927,8:21:53 PM:581,1
158,219.59,0.409,82.90,50.01,0.923,8:21:53 PM:958,1
159,219.57,0.354,69.39,50.00,0.893,8:21:54 PM:337,1
160,219.44,0.394,79.40,49.98,0.918,8:21:54 PM:714,1
161,219.64,0.387,77.90,49.98,0.917,8:21:55 PM:082,1
162,219.60,0.350,68.95,49.99,0.897,8:21:55 PM:453,1
163,219.58,0.409,80.42,49.99,0.895,8:21:55 PM:842,1
164,219.74,0.356,65.18,49.99,0.833,8:21:56 PM:222,1
165,219.76,0.343,67.42,49.99,0.894,8:21:56 PM:606,1
166,219.72,0.363,71.40,50.02,0.895,8:21:56 PM:971,1
167,219.66,0.387,73.81,49.99,0.868,8:21:57 PM:357,1
168,219.50,0.351,69.67,49.99,0.904,8:21:57 PM:736,1
169,219.61,0.362,71.89,49.99,0.904,8:21:58 PM:110,1
170,219.63,0.385,77.34,50.01,0.915,8:21:58 PM:492,1
171,219.63,0.401,74.69,50.01,0.848,8:21:58 PM:873,1
172,219.76,0.379,69.39,49.97,0.833,8:21:59 PM:247,1
173,219.74,0.287,48.08,50.00,0.762,8:21:59 PM:621,1
174,219.75,0.263,47.25,50.00,0.818,8:21:59 PM:987,1
175,219.65,0.306,55.63,50.02,0.828,8:22:00 PM:373,1
176,219.80,0.347,65.84,50.01,0.863,8:22:00 PM:750,1
177,219.82,0.396,79.32,49.99,0.911,8:22:01 PM:142,1
178,219.66,0.403,81.42,49.99,0.920,8:22:01 PM:522,1
179,219.60,0.415,83.72,50.01,0.919,8:22:01 PM:890,1
180,219.68,0.304,57.07,50.01,0.855,8:22:02 PM:274,1
181,219.58,0.337,65.17,50.02,0.881,8:22:02 PM:643,1
182,219.54,0.361,71.37,50.01,0.901,8:22:03 PM:025,1
183,219.59,0.410,81.16,50.02,0.901,8:22:03 PM:394,1
184,219.62,0.252,45.23,50.00,0.817,8:22:03 PM:777,1
185,219.57,0.400,73.75,49.99,0.840,8:22:04 PM:145,1
186,219.44,0.346,61.75,49.99,0.813,8:22:04 PM:523,1
187,219.40,0.343,65.67,50.00,0.873,8:22:04 PM:894,1
188,219.62,0.358,70.63,49.99,0.898,8:22:05 PM:279,1
189,219.41,0.368,72.66,49.99,0.900,8:22:05 PM:646,1
190,219.68,0.283,51.53,50.00,0.829,8:22:06 PM:019,1
191,219.65,0.300,55.22,49.99,0.838,8:22:06 PM:395,1
192,219.33,0.285,53.76,50.00,0.860,8:22:06 PM:763,1
193,219.43,0.289,54.86,50.01,0.865,8:22:07 PM:133,1
194,219.47,0.271,49.94,50.03,0.840,8:22:07 PM:511,1
195,219.50,0.279,49.94,50.00,0.816,8:22:07 PM:889,1
196,219.56,0.260,46.89,50.01,0.821,8:22:08 PM:280,1
197,219.48,0.288,54.45,50.01,0.861,8:22:08 PM:663,1
198,219.59,0.283,50.88,50.01,0.819,8:22:09 PM:035,1
199,219.65,0.310,58.31,50.01,0.856,8:22:09 PM:414,1
200,219.59,0.242,43.78,49.99,0.824,8:22:09 PM:781,1
201,219.68,0.286,54.34,50.04,0.865,8:22:10 PM:166,1
202,219.58,0.290,53.31,50.01,0.837,8:22:10 PM:543,1
203,219.49,0.298,55.95,50.00,0.855,8:22:10 PM:914,1
204,219.65,0.284,53.52,50.01,0.858,8:22:11 PM:284,1
205,219.66,0.348,68.58,50.03,0.897,8:22:11 PM:666,1
206,219.64,0.378,75.72,50.01,0.912,8:22:12 PM:033,1
207,219.65,0.351,69.70,50.02,0.904,8:22:12 PM:416,1
208,219.51,0.310,57.66,50.04,0.847,8:22:12 PM:785,1
209,219.60,0.316,61.36,50.03,0.884,8:22:13 PM:165,1
210,219.52,0.421,85.77,50.00,0.928,8:22:13 PM:539,1
211,219.59,0.371,74.09,50.03,0.909,8:22:13 PM:914,1
212,219.73,0.402,81.47,50.02,0.922,8:22:14 PM:288,1
213,219.70,0.386,77.24,50.03,0.911,8:22:14 PM:669,1
214,219.74,0.311,59.55,50.03,0.871,8:22:15 PM:034,1
215,219.74,0.369,70.68,50.03,0.872,8:22:15 PM:408,1
216,219.57,0.316,59.95,50.03,0.864,8:22:15 PM:790,1
217,219.72,0.338,64.74,50.02,0.872,8:22:16 PM:159,1
218,219.70,0.313,60.42,50.04,0.879,8:22:16 PM:542,1
219,219.56,0.345,68.06,50.03,0.898,8:22:16 PM:918,1
220,219.51,0.351,69.14,50.03,0.897,8:22:17 PM:293,1
221,219.49,0.384,76.46,50.03,0.907,8:22:17 PM:672,1
222,219.68,0.329,64.28,50.03,0.889,8:22:18 PM:061,1
223,219.71,0.354,69.92,50.04,0.899,8:22:18 PM:443,1
224,219.47,0.361,71.46,50.04,0.902,8:22:18 PM:827,1
225,219.59,0.336,65.22,50.04,0.884,8:22:19 PM:212,1
226,219.56,0.318,60.63,50.04,0.868,8:22:19 PM:590,1
227,219.56,0.319,61.30,50.04,0.875,8:22:19 PM:960,1
228,219.65,0.309,57.76,50.05,0.851,8:22:20 PM:330,1
229,219.66,0.340,66.41,50.05,0.889,8:22:20 PM:712,1
230,219.53,0.296,55.76,50.03,0.858,8:22:21 PM:079,1
231,219.63,0.287,53.35,50.04,0.846,8:22:21 PM:463,1
232,219.50,0.320,58.54,50.03,0.833,8:22:21 PM:828,1
233,219.57,0.323,61.95,50.06,0.874,8:22:22 PM:213,1
234,219.65,0.331,63.69,50.04,0.876,8:22:22 PM:581,1
235,219.57,0.359,71.27,50.03,0.904,8:22:22 PM:963,1
236,219.55,0.279,50.99,50.04,0.832,8:22:23 PM:327,1
237,219.38,0.323,61.67,50.06,0.870,8:22:23 PM:709,1
238,219.50,0.297,56.62,50.06,0.869,8:22:24 PM:081,1
239,219.43,0.286,52.12,50.04,0.831,8:22:24 PM:462,1
240,219.45,0.301,57.13,50.04,0.865,8:22:24 PM:827,1
241,219.55,0.322,62.64,50.04,0.886,8:22:25 PM:215,1
242,219.48,0.299,57.22,50.04,0.872,8:22:25 PM:581,1
243,219.45,0.316,60.79,50.04,0.877,8:22:25 PM:951,1
244,219.58,0.318,60.60,50.02,0.868,8:22:26 PM:317,1
245,219.45,0.341,64.90,50.01,0.867,8:22:26 PM:701,1
246,219.65,0.253,46.48,50.03,0.836,8:22:27 PM:066,1
247,219.61,0.310,59.29,50.05,0.871,8:22:27 PM:436,1
248,219.51,0.297,56.13,50.04,0.861,8:22:27 PM:814,1
249,219.60,0.292,53.62,50.07,0.836,8:22:28 PM:199,1
250,219.57,0.282,52.31,50.03,0.845,8:22:28 PM:564,1
251,219.56,0.306,59.10,50.04,0.880,8:22:28 PM:949,1
252,219.72,0.279,52.57,50.03,0.857,8:22:29 PM:318,1
253,219.70,0.300,56.96,50.05,0.864,8:22:29 PM:701,1
254,219.73,0.264,47.55,50.03,0.820,8:22:30 PM:072,1
255,219.75,0.292,55.53,50.02,0.865,8:22:30 PM:437,1
256,219.60,0.336,64.54,50.04,0.875,8:22:30 PM:813,1
257,219.58,0.325,62.85,50.04,0.881,8:22:31 PM:190,1
258,219.71,0.315,58.33,50.05,0.843,8:22:31 PM:572,1
259,219.68,0.288,53.49,50.03,0.845,8:22:31 PM:948,1
260,219.62,0.331,64.29,50.06,0.884,8:22:32 PM:319,1
261,219.57,0.356,70.05,50.01,0.896,8:22:32 PM:695,1
262,219.53,0.315,58.61,50.04,0.847,8:22:33 PM:064,1
263,219.55,0.359,70.60,50.04,0.896,8:22:33 PM:443,1
264,219.48,0.353,67.39,50.02,0.870,8:22:33 PM:811,1
265,219.55,0.375,74.75,50.04,0.908,8:22:34 PM:190,1
266,219.45,0.303,57.71,50.05,0.868,8:22:34 PM:577,1
267,219.46,0.341,66.43,50.05,0.888,8:22:34 PM:959,1
268,219.71,0.294,55.57,50.03,0.860,8:22:35 PM:344,1
269,219.68,0.278,52.35,50.05,0.857,8:22:35 PM:722,1
270,219.62,0.319,60.95,50.04,0.870,8:22:36 PM:092,1
271,219.53,0.251,45.58,50.04,0.827,8:22:36 PM:474,1
272,219.37,0.307,57.79,50.03,0.858,8:22:36 PM:845,1
273,219.51,0.281,52.93,50.04,0.858,8:22:37 PM:223,1
274,219.58,0.301,56.67,50.04,0.857,8:22:37 PM:596,1
275,219.47,0.252,45.67,50.02,0.826,8:22:37 PM:981,1
276,219.40,0.321,62.02,50.03,0.881,8:22:38 PM:346,1
277,219.28,0.321,61.38,50.02,0.872,8:22:38 PM:723,1
278,219.37,0.347,67.38,50.03,0.885,8:22:39 PM:096,1
279,219.43,0.298,56.69,50.03,0.867,8:22:39 PM:477,1
280,219.36,0.316,59.43,50.04,0.857,8:22:39 PM:846,1
281,219.63,0.289,55.24,50.04,0.870,8:22:40 PM:232,1
282,219.61,0.305,58.80,50.05,0.878,8:22:40 PM:598,1
283,219.48,0.286,53.75,50.03,0.856,8:22:40 PM:976,1
284,219.34,0.315,59.61,50.03,0.863,8:22:41 PM:361,1
285,219.41,0.269,50.34,50.03,0.853,8:22:41 PM:750,1
286,219.41,0.295,56.47,50.03,0.872,8:22:42 PM:127,1
287,219.54,0.571,62.17,50.05,0.496,8:22:42 PM:501,1
288,219.51,0.311,59.16,50.02,0.867,8:22:42 PM:881,1
289,219.49,0.337,65.14,50.03,0.881,8:22:43 PM:264,1
290,219.52,0.311,59.79,50.03,0.876,8:22:43 PM:649,1
291,219.62,0.355,69.26,50.02,0.888,8:22:44 PM:029,1
292,219.64,0.343,62.69,50.03,0.832,8:22:44 PM:398,1
293,219.59,0.338,65.82,50.03,0.887,8:22:44 PM:765,1
294,219.58,0.341,64.90,50.03,0.867,8:22:45 PM:149,1
295,219.64,0.339,66.24,50.02,0.890,8:22:45 PM:519,1
296,219.64,0.377,73.46,50.02,0.887,8:22:45 PM:896,1
297,219.48,0.299,56.78,50.03,0.865,8:22:46 PM:267,1
298,219.48,0.316,58.15,50.04,0.838,8:22:46 PM:651,1
299,219.42,0.303,56.60,50.03,0.851,8:22:47 PM:017,1
300,219.43,0.331,63.43,50.02,0.873,8:22:47 PM:402,1
301,219.33,0.330,64.46,50.00,0.891,8:22:47 PM:770,1
302,219.33,0.325,62.14,50.03,0.872,8:22:48 PM:139,1
303,219.35,0.309,58.52,50.02,0.863,8:22:48 PM:518,1
304,219.52,0.312,60.22,50.02,0.879,8:22:48 PM:970,1
305,219.50,0.374,73.67,50.02,0.897,8:22:49 PM:403,1
306,219.49,0.274,51.76,50.05,0.861,8:22:49 PM:796,1
307,219.62,0.292,54.52,50.03,0.850,8:22:50 PM:819,1
308,219.56,0.321,61.75,50.02,0.876,8:22:51 PM:193,1
309,219.42,0.318,61.68,50.02,0.884,8:22:51 PM:583,1
310,219.48,0.343,67.44,50.03,0.896,8:22:51 PM:964,1
311,219.62,0.350,69.43,50.01,0.903,8:22:52 PM:327,1
312,219.65,0.308,59.64,50.00,0.882,8:22:52 PM:727,1
313,219.70,0.293,56.10,50.03,0.872,8:22:53 PM:093,1
314,219.64,0.308,57.36,50.03,0.848,8:22:53 PM:476,1
315,219.58,0.362,70.73,50.02,0.890,8:22:53 PM:850,1
316,219.72,0.286,42.71,50.01,0.680,8:22:54 PM:223,1
317,219.50,0.336,64.22,50.01,0.871,8:22:54 PM:599,1
318,219.54,0.326,62.00,50.01,0.866,8:22:54 PM:976,1
319,219.65,0.576,67.61,50.01,0.534,8:22:55 PM:347,1
320,219.59,0.271,50.50,50.03,0.849,8:22:55 PM:726,1
321,219.55,0.371,73.02,50.01,0.896,8:22:56 PM:108,1
322,219.52,0.348,68.60,50.02,0.898,8:22:56 PM:485,1
323,219.52,0.310,59.44,50.00,0.874,8:22:56 PM:861,1
324,219.53,0.307,59.24,50.03,0.879,8:22:57 PM:234,1
325,219.48,0.322,61.93,50.04,0.876,8:22:57 PM:623,1
326,219.36,0.310,56.81,50.02,0.835,8:22:57 PM:999,1
327,219.57,0.308,59.26,50.04,0.876,8:22:58 PM:381,1
328,219.43,0.337,66.25,50.01,0.896,8:22:58 PM:750,1
329,219.45,0.398,80.25,50.03,0.919,8:22:59 PM:132,1
330,219.49,0.334,63.03,50.02,0.860,8:22:59 PM:501,1
331,219.34,0.397,80.07,50.02,0.920,8:22:59 PM:882,1
332,219.67,0.305,58.63,50.03,0.875,8:23:00 PM:250,1
333,219.65,0.358,70.38,50.04,0.895,8:23:00 PM:634,1
334,219.73,0.338,66.11,50.02,0.890,8:23:00 PM:999,1
335,219.72,0.352,68.20,50.02,0.882,8:23:01 PM:377,1
336,219.56,0.371,73.31,50.02,0.900,8:23:01 PM:751,1
337,219.75,0.380,76.19,50.02,0.912,8:23:02 PM:136,1
338,219.67,0.348,63.48,50.01,0.830,8:23:02 PM:516,1
339,219.65,0.339,65.82,50.02,0.884,8:23:02 PM:904,1
340,219.75,0.294,54.47,49.99,0.843,8:23:03 PM:285,1
341,219.64,0.336,65.92,50.02,0.893,8:23:03 PM:661,1
342,219.66,0.381,76.11,50.03,0.909,8:23:04 PM:031,1
343,219.69,0.379,75.15,50.02,0.903,8:23:04 PM:417,1
344,219.69,0.315,59.40,50.01,0.858,8:23:04 PM:786,1
345,219.78,0.310,59.84,50.04,0.878,8:23:05 PM:156,1
346,219.76,0.287,54.26,50.01,0.860,8:23:05 PM:540,1
347,219.74,0.318,60.08,50.02,0.860,8:23:05 PM:920,1
348,219.67,0.291,53.81,50.02,0.842,8:23:06 PM:287,1
349,219.55,0.326,63.40,50.02,0.886,8:23:06 PM:658,1
350,219.51,0.316,60.94,50.03,0.879,8:23:07 PM:039,1
351,219.77,0.307,57.41,50.04,0.851,8:23:07 PM:405,1
352,219.64,0.288,53.84,50.02,0.851,8:23:07 PM:784,1
353,219.69,0.310,59.15,50.03,0.869,8:23:08 PM:157,1
354,219.66,0.291,55.55,50.02,0.869,8:23:08 PM:542,1
355,219.58,0.347,66.67,50.04,0.875,8:23:08 PM:906,1
356,219.73,0.263,46.61,49.99,0.807,8:23:09 PM:292,1
357,219.67,0.318,60.55,50.01,0.867,8:23:09 PM:659,1
358,219.74,0.294,55.80,50.04,0.864,8:23:10 PM:043,1
359,219.93,0.323,60.93,50.02,0.858,8:23:10 PM:409,1
360,219.62,0.274,47.02,50.01,0.781,8:23:10 PM:790,1
361,219.63,0.317,59.99,50.03,0.862,8:23:11 PM:159,1
362,219.75,0.313,59.73,50.03,0.868,8:23:11 PM:530,1
363,219.60,0.328,59.71,50.03,0.829,8:23:11 PM:911,1
364,219.84,0.302,57.14,50.04,0.861,8:23:12 PM:293,1
365,219.69,0.317,59.72,50.02,0.858,8:23:12 PM:662,1
366,219.69,0.280,51.08,50.02,0.830,8:23:13 PM:030,1
367,219.73,0.299,56.70,50.03,0.863,8:23:13 PM:420,1
368,219.67,0.328,63.49,50.02,0.881,8:23:13 PM:811,1
369,219.78,0.328,62.48,50.00,0.867,8:23:14 PM:199,1
370,219.59,0.382,75.85,50.03,0.904,8:23:14 PM:582,1
371,219.66,0.298,56.22,50.01,0.859,8:23:14 PM:963,1
372,219.71,0.312,59.95,50.03,0.875,8:23:15 PM:332,1
373,219.72,0.324,62.99,50.01,0.885,8:23:15 PM:720,1
374,219.62,0.308,58.18,50.00,0.860,8:23:16 PM:097,1
375,219.40,0.326,62.81,50.00,0.878,8:23:16 PM:479,1
376,219.28,0.333,64.67,50.02,0.886,8:23:16 PM:851,1
377,219.47,0.293,55.35,50.01,0.861,8:23:17 PM:230,1
378,219.40,0.344,67.05,50.02,0.888,8:23:17 PM:596,1
379,219.54,0.338,65.60,50.02,0.884,8:23:17 PM:974,1
380,219.62,0.317,61.31,50.02,0.881,8:23:18 PM:352,1
381,219.66,0.305,58.60,50.02,0.875,8:23:18 PM:734,1
382,219.68,0.296,53.22,50.02,0.818,8:23:19 PM:114,1
383,219.51,0.378,74.93,50.01,0.903,8:23:19 PM:490,1
384,219.53,0.355,65.47,50.02,0.840,8:23:19 PM:864,1
385,219.66,0.286,52.96,50.04,0.843,8:23:20 PM:243,1
386,219.51,0.311,57.81,50.02,0.847,8:23:20 PM:621,1
387,219.50,0.319,58.80,50.02,0.840,8:23:20 PM:991,1
388,219.56,0.288,54.30,50.02,0.859,8:23:21 PM:371,1
389,219.54,0.247,44.89,50.03,0.828,8:23:21 PM:739,1
390,219.47,0.364,72.51,50.03,0.908,8:23:22 PM:124,1
391,219.67,0.376,75.09,50.03,0.909,8:23:22 PM:520,1
392,219.61,0.403,79.42,50.04,0.897,8:23:22 PM:923,1
393,219.65,0.368,72.79,50.01,0.901,8:23:23 PM:307,1
394,219.54,0.344,67.57,50.03,0.895,8:23:23 PM:678,1
395,219.60,0.323,61.35,50.03,0.865,8:23:24 PM:058,1
396,219.65,0.301,55.91,50.04,0.846,8:23:24 PM:426,1
397,219.61,0.265,47.31,50.03,0.813,8:23:24 PM:816,1
398,219.62,0.323,62.63,50.05,0.883,8:23:25 PM:193,1
