??,??(V),??(A),??(W),??(Hz),????,??,??
122,219.56,0.232,39.33,50.01,0.772,9:28:22 PM:182,1
123,219.58,0.247,44.84,49.99,0.827,9:28:22 PM:549,1
124,219.54,0.214,34.76,50.01,0.740,9:28:22 PM:940,1
125,219.29,0.444,83.65,50.01,0.859,9:28:23 PM:313,1
126,219.32,0.329,62.69,49.99,0.869,9:28:23 PM:689,1
127,219.38,0.407,59.10,50.01,0.662,9:28:24 PM:068,1
128,219.42,0.395,69.01,49.99,0.796,9:28:24 PM:452,1
129,219.50,0.338,65.75,50.00,0.886,9:28:24 PM:829,1
130,219.54,0.373,73.27,50.03,0.895,9:28:25 PM:202,1
131,219.65,0.311,57.53,50.01,0.842,9:28:25 PM:585,1
132,219.66,0.405,70.48,50.02,0.792,9:28:25 PM:951,1
133,219.69,0.361,69.87,50.00,0.881,9:28:26 PM:336,1
134,219.83,0.310,59.53,50.01,0.874,9:28:26 PM:720,1
135,219.73,0.264,49.35,50.01,0.851,9:28:27 PM:102,1
136,219.69,0.270,49.11,50.00,0.828,9:28:27 PM:481,1
137,219.81,0.276,52.14,49.99,0.859,9:28:27 PM:861,1
138,219.63,0.306,58.08,49.99,0.864,9:28:28 PM:237,1
139,219.55,0.254,45.49,50.00,0.816,9:28:28 PM:620,1
140,219.60,0.425,78.73,50.00,0.844,9:28:28 PM:988,1
141,219.74,0.226,39.46,50.01,0.795,9:28:29 PM:365,1
142,219.83,0.213,37.30,49.97,0.797,9:28:29 PM:740,1
143,219.77,0.212,36.43,50.01,0.782,9:28:30 PM:116,1
144,219.81,0.274,49.45,49.99,0.821,9:28:30 PM:490,1
145,219.90,0.209,36.18,50.00,0.787,9:28:30 PM:878,1
146,219.86,0.264,48.75,50.01,0.840,9:28:31 PM:258,1
147,219.90,0.210,33.42,49.99,0.724,9:28:31 PM:643,1
148,219.84,0.268,44.42,50.01,0.754,9:28:32 PM:025,1
149,219.69,0.366,56.53,50.01,0.703,9:28:32 PM:409,1
150,219.87,0.235,39.93,50.01,0.773,9:28:32 PM:794,1
151,219.78,0.219,36.21,50.00,0.752,9:28:33 PM:158,1
152,219.82,0.239,40.15,50.02,0.764,9:28:33 PM:541,1
153,219.72,0.195,31.19,50.00,0.728,9:28:33 PM:910,1
154,219.73,0.239,43.21,50.03,0.823,9:28:34 PM:299,1
155,219.89,0.239,40.24,49.99,0.766,9:28:34 PM:685,1
156,219.88,0.232,40.10,50.02,0.786,9:28:35 PM:060,1
157,219.94,0.210,34.72,49.99,0.752,9:28:35 PM:423,1
158,220.00,0.300,53.50,49.99,0.811,9:28:35 PM:795,1
159,219.88,0.203,33.26,50.01,0.745,9:28:36 PM:179,1
160,219.89,0.210,35.90,50.00,0.777,9:28:36 PM:562,1
161,219.89,0.238,42.72,50.00,0.816,9:28:36 PM:948,1
162,219.87,0.256,40.52,49.99,0.720,9:28:37 PM:313,1
163,220.05,0.232,40.23,49.99,0.788,9:28:37 PM:695,1
164,220.14,0.238,42.94,50.00,0.820,9:28:38 PM:079,1
165,219.92,0.251,46.28,50.01,0.838,9:28:38 PM:462,1
166,219.84,0.277,49.98,49.98,0.821,9:28:38 PM:831,1
167,219.95,0.225,38.40,50.01,0.776,9:28:39 PM:215,1
168,220.05,0.238,40.03,50.02,0.764,9:28:39 PM:582,1
169,220.09,0.242,42.91,50.00,0.806,9:28:39 PM:966,1
170,220.08,0.268,41.56,50.02,0.705,9:28:40 PM:332,1
171,220.17,0.219,36.50,49.99,0.757,9:28:40 PM:720,1
172,220.07,0.202,33.16,50.01,0.746,9:28:41 PM:095,1
173,220.09,0.219,36.16,50.01,0.750,9:28:41 PM:470,1
174,220.20,0.166,24.57,50.02,0.672,9:28:41 PM:850,1
175,220.03,0.234,38.86,50.00,0.755,9:28:42 PM:234,1
176,220.09,0.269,49.94,50.01,0.844,9:28:42 PM:618,1
177,220.13,0.234,40.17,50.02,0.780,9:28:43 PM:000,1
178,220.12,0.189,30.40,50.01,0.731,9:28:43 PM:386,1
179,220.13,0.208,35.34,50.00,0.772,9:28:43 PM:751,1
180,220.04,0.222,38.76,50.01,0.793,9:28:44 PM:137,1
181,220.08,0.279,49.80,50.00,0.811,9:28:44 PM:502,1
182,219.91,0.296,41.57,50.01,0.639,9:28:44 PM:882,1
183,219.90,0.240,39.63,50.02,0.751,9:28:45 PM:258,1
184,220.01,0.203,34.85,50.01,0.780,9:28:45 PM:625,1
185,219.96,0.264,42.03,50.02,0.724,9:28:46 PM:005,1
186,219.93,0.176,27.15,50.01,0.701,9:28:46 PM:387,1
187,219.95,0.235,38.88,50.03,0.752,9:28:46 PM:773,1
188,219.78,0.273,51.12,50.01,0.852,9:28:47 PM:157,1
189,219.78,0.236,41.88,50.01,0.808,9:28:47 PM:539,1
190,220.10,0.228,38.38,50.01,0.765,9:28:47 PM:921,1
191,219.92,0.254,46.78,49.99,0.838,9:28:48 PM:321,1
192,219.84,0.221,38.00,49.99,0.782,9:28:48 PM:691,1
193,219.71,0.257,42.74,50.01,0.757,9:28:49 PM:074,1
194,219.75,0.215,35.57,50.01,0.753,9:28:49 PM:439,1
195,219.77,0.235,42.18,50.00,0.817,9:28:49 PM:827,1
196,219.67,0.227,37.86,50.01,0.759,9:28:50 PM:209,1
197,219.85,0.244,41.89,50.00,0.781,9:28:50 PM:593,1
198,219.83,0.263,49.12,50.00,0.850,9:28:50 PM:977,1
199,219.80,0.205,34.52,50.01,0.766,9:28:51 PM:360,1
200,219.73,0.331,58.40,50.01,0.803,9:28:51 PM:745,1
201,219.67,0.433,62.16,50.02,0.654,9:28:52 PM:110,1
202,219.60,0.340,66.81,50.01,0.895,9:28:52 PM:491,1
203,219.75,0.351,67.39,50.01,0.874,9:28:52 PM:860,1
204,219.65,0.308,57.85,50.02,0.855,9:28:53 PM:244,1
205,219.63,0.263,48.31,50.01,0.836,9:28:53 PM:617,1
206,219.65,0.282,53.05,50.02,0.856,9:28:53 PM:986,1
207,219.51,0.272,50.05,50.03,0.838,9:28:54 PM:367,1
208,219.57,0.310,53.73,50.00,0.789,9:28:54 PM:741,1
209,219.53,0.312,60.39,50.00,0.882,9:28:55 PM:109,1
210,219.58,0.312,57.83,49.99,0.844,9:28:55 PM:488,1
211,219.66,0.254,46.78,50.02,0.838,9:28:55 PM:871,1
212,219.60,0.276,51.58,50.00,0.851,9:28:56 PM:244,1
213,219.78,0.262,48.10,50.01,0.835,9:28:56 PM:625,1
214,219.73,0.295,53.84,50.03,0.831,9:28:56 PM:999,1
215,219.60,0.316,58.34,49.99,0.841,9:28:57 PM:376,1
216,219.73,0.293,54.86,50.00,0.852,9:28:57 PM:761,1
217,219.54,0.257,47.29,50.01,0.838,9:28:58 PM:132,1
218,219.59,0.269,45.36,49.99,0.768,9:28:58 PM:502,1
219,219.69,0.185,28.88,50.00,0.711,9:28:58 PM:881,1
220,219.61,0.200,34.02,50.00,0.775,9:28:59 PM:255,1
221,219.65,0.204,34.05,49.99,0.760,9:28:59 PM:635,1
222,219.63,0.218,36.22,50.01,0.757,9:29:00 PM:006,1
223,219.55,0.380,28.26,49.99,0.339,9:29:00 PM:377,1
224,219.56,0.309,59.18,49.99,0.872,9:29:00 PM:753,1
225,219.37,0.208,34.73,49.99,0.761,9:29:01 PM:129,1
226,219.42,0.248,42.05,49.99,0.773,9:29:01 PM:512,1
227,219.38,0.228,29.60,50.00,0.592,9:29:01 PM:887,1
228,219.30,0.266,45.77,49.99,0.785,9:29:02 PM:277,1
229,219.43,0.227,39.75,49.98,0.798,9:29:02 PM:656,1
230,219.51,0.237,39.66,49.99,0.762,9:29:03 PM:032,1
231,219.30,0.252,41.81,49.99,0.756,9:29:03 PM:407,1
232,219.35,0.259,44.83,49.98,0.789,9:29:03 PM:782,1
233,219.29,0.337,60.42,49.98,0.818,9:29:04 PM:166,1
234,219.16,0.398,54.32,49.99,0.623,9:29:04 PM:538,1
235,219.38,0.388,69.74,49.98,0.819,9:29:04 PM:919,1
236,219.36,0.290,54.85,49.99,0.862,9:29:05 PM:292,1
237,219.45,0.272,50.50,49.99,0.846,9:29:05 PM:657,1
238,219.49,0.309,58.74,49.97,0.866,9:29:06 PM:031,1
239,219.41,0.259,45.66,49.98,0.803,9:29:06 PM:410,1
240,219.38,0.280,52.14,49.98,0.849,9:29:06 PM:790,1
241,219.22,0.283,52.68,49.98,0.849,9:29:07 PM:161,1
242,219.23,0.388,77.04,49.98,0.906,9:29:07 PM:533,1
243,219.39,0.311,60.16,49.99,0.882,9:29:07 PM:911,1
244,219.30,0.284,52.55,49.97,0.844,9:29:08 PM:295,1
245,219.22,0.282,53.05,49.99,0.858,9:29:08 PM:662,1
246,219.12,0.342,67.17,49.97,0.896,9:29:09 PM:045,1
247,219.09,0.287,54.03,49.97,0.859,9:29:09 PM:412,1
248,219.20,0.311,58.52,49.98,0.858,9:29:09 PM:795,1
249,219.35,0.284,53.31,49.98,0.856,9:29:10 PM:162,1
250,219.30,0.274,51.13,49.95,0.851,9:29:10 PM:547,1
251,219.24,0.257,47.38,49.97,0.841,9:29:10 PM:929,1
252,219.33,0.250,42.92,49.96,0.783,9:29:11 PM:314,1
253,219.33,0.231,38.29,49.96,0.756,9:29:11 PM:698,1
254,219.39,0.261,48.43,49.96,0.846,9:29:12 PM:064,1
255,219.39,0.228,39.98,49.96,0.799,9:29:12 PM:448,1
256,219.41,0.306,58.70,49.95,0.874,9:29:12 PM:815,1
257,219.41,0.225,38.64,49.97,0.783,9:29:13 PM:198,1
258,219.34,0.243,44.22,49.95,0.830,9:29:13 PM:577,1
259,219.56,0.232,40.70,49.98,0.799,9:29:13 PM:953,1
260,219.49,0.240,40.53,49.96,0.769,9:29:14 PM:328,1
261,219.36,0.221,35.32,49.98,0.729,9:29:14 PM:704,1
262,219.49,0.244,44.24,49.97,0.826,9:29:15 PM:079,1
263,219.59,0.232,40.03,49.98,0.786,9:29:15 PM:454,1
264,219.72,0.279,40.08,49.97,0.654,9:29:15 PM:840,1
265,219.58,0.243,40.73,49.95,0.763,9:29:16 PM:204,1
266,219.60,0.267,49.25,49.96,0.840,9:29:16 PM:587,1
267,219.59,0.243,44.33,49.96,0.831,9:29:16 PM:971,1
268,219.58,0.194,32.39,49.98,0.760,9:29:17 PM:355,1
269,219.48,0.333,64.74,49.97,0.886,9:29:17 PM:721,1
270,219.59,0.213,36.42,49.99,0.779,9:29:18 PM:105,1
271,219.48,0.240,42.60,49.97,0.809,9:29:18 PM:487,1
272,219.45,0.226,38.84,49.97,0.783,9:29:18 PM:873,1
273,219.42,0.241,41.55,49.97,0.786,9:29:19 PM:238,1
274,219.28,0.249,44.56,49.99,0.816,9:29:19 PM:624,1
275,219.31,0.264,46.45,49.97,0.802,9:29:19 PM:990,1
276,219.40,0.200,32.90,49.97,0.750,9:29:20 PM:379,1
277,219.32,0.238,41.41,49.98,0.793,9:29:20 PM:753,1
278,219.48,0.216,36.50,49.96,0.770,9:29:21 PM:128,1
279,219.40,0.311,53.85,49.97,0.789,9:29:21 PM:507,1
280,219.48,0.285,44.49,49.98,0.711,9:29:21 PM:875,1
281,219.48,0.229,40.38,49.98,0.803,9:29:22 PM:259,1
282,219.51,0.280,43.72,49.97,0.711,9:29:22 PM:629,1
283,219.55,0.367,70.25,49.97,0.872,9:29:23 PM:002,1
284,219.38,0.379,52.96,49.97,0.637,9:29:23 PM:377,1
285,219.39,0.345,62.14,49.96,0.821,9:29:23 PM:760,1
286,219.50,0.325,61.84,49.96,0.867,9:29:24 PM:127,1
287,219.45,0.290,54.26,49.98,0.853,9:29:24 PM:512,1
288,219.37,0.267,48.43,49.96,0.827,9:29:24 PM:888,1
289,219.48,0.311,58.48,49.96,0.857,9:29:25 PM:266,1
290,219.55,0.376,71.12,49.98,0.862,9:29:25 PM:660,1
291,219.55,0.337,59.30,49.98,0.801,9:29:26 PM:045,1
292,219.57,0.275,50.27,49.98,0.833,9:29:26 PM:409,1
293,219.67,0.306,57.09,49.97,0.849,9:29:26 PM:784,1
294,219.79,0.273,50.70,49.97,0.845,9:29:27 PM:172,1
295,219.67,0.325,63.06,49.97,0.883,9:29:27 PM:546,1
296,219.65,0.313,59.27,49.97,0.862,9:29:27 PM:911,1
297,219.56,0.313,58.26,49.97,0.848,9:29:28 PM:286,1
298,219.49,0.273,49.95,49.96,0.834,9:29:28 PM:669,1
299,219.29,0.261,46.69,49.97,0.816,9:29:29 PM:041,1
300,219.41,0.224,37.60,49.98,0.765,9:29:29 PM:421,1
301,219.41,0.235,40.74,49.98,0.790,9:29:29 PM:783,1
302,219.44,0.218,34.85,49.97,0.729,9:29:30 PM:169,1
303,219.43,0.295,56.30,49.96,0.870,9:29:30 PM:534,1
304,219.64,0.272,49.40,49.96,0.827,9:29:30 PM:918,1
305,219.52,0.255,45.42,49.96,0.811,9:29:31 PM:289,1
306,219.44,0.194,30.51,49.97,0.717,9:29:31 PM:665,1
307,219.37,0.251,44.67,49.98,0.811,9:29:32 PM:039,1
308,219.27,0.237,42.86,49.95,0.825,9:29:32 PM:412,1
309,219.38,0.208,34.21,49.97,0.750,9:29:32 PM:788,1
310,219.43,0.223,38.01,49.98,0.777,9:29:33 PM:161,1
311,219.24,0.222,37.23,49.97,0.765,9:29:33 PM:544,1
312,219.34,0.289,54.70,49.96,0.863,9:29:33 PM:914,1
313,219.32,0.226,38.10,49.97,0.769,9:29:34 PM:288,1
314,219.46,0.223,37.80,49.97,0.772,9:29:34 PM:662,1
315,219.37,0.240,42.58,49.96,0.809,9:29:35 PM:034,1
316,219.48,0.227,36.38,49.95,0.730,9:29:35 PM:414,1
317,219.55,0.238,42.22,49.96,0.808,9:29:35 PM:795,1
318,219.58,0.266,49.14,49.97,0.841,9:29:36 PM:158,1
319,219.48,0.234,41.56,49.95,0.809,9:29:36 PM:535,1
320,219.60,0.250,44.12,49.97,0.804,9:29:36 PM:923,1
321,219.63,0.269,47.98,49.96,0.812,9:29:37 PM:302,1
322,219.57,0.216,35.09,49.97,0.740,9:29:37 PM:678,1
323,219.62,0.246,43.69,49.95,0.809,9:29:38 PM:063,1
324,219.54,0.266,46.80,49.97,0.801,9:29:38 PM:433,1
325,219.54,0.256,46.53,49.96,0.828,9:29:38 PM:810,1
326,219.61,0.234,42.01,49.98,0.817,9:29:39 PM:179,1
327,219.59,0.239,40.62,49.96,0.774,9:29:39 PM:564,1
328,219.62,0.259,47.76,49.97,0.840,9:29:39 PM:947,1
329,219.46,0.272,49.79,49.97,0.834,9:29:40 PM:323,1
330,219.66,0.257,44.01,49.96,0.780,9:29:40 PM:690,1
331,219.68,0.380,74.48,49.95,0.892,9:29:41 PM:069,1
332,219.42,0.249,42.67,49.99,0.781,9:29:41 PM:445,1
333,219.58,0.233,37.99,49.99,0.742,9:29:41 PM:828,1
334,219.57,0.313,39.28,49.96,0.572,9:29:42 PM:198,1
335,219.43,0.218,37.15,49.96,0.777,9:29:42 PM:565,1
336,219.43,0.337,65.98,49.97,0.892,9:29:42 PM:945,1
337,219.42,0.325,61.87,49.98,0.868,9:29:43 PM:330,1
338,219.35,0.289,54.96,49.97,0.867,9:29:43 PM:714,1
339,219.27,0.282,51.92,49.98,0.840,9:29:44 PM:097,1
340,219.31,0.320,49.34,49.98,0.703,9:29:44 PM:484,1
341,219.37,0.198,32.96,49.97,0.759,9:29:44 PM:851,1
342,219.17,0.238,38.46,49.97,0.737,9:29:45 PM:232,1
343,219.32,0.180,27.59,49.97,0.699,9:29:45 PM:599,1
344,219.31,0.240,39.42,49.98,0.749,9:29:45 PM:976,1
345,219.19,0.222,37.38,49.97,0.768,9:29:46 PM:361,1
346,219.24,0.238,41.32,49.98,0.792,9:29:46 PM:743,1
347,219.29,0.169,25.19,49.99,0.680,9:29:47 PM:130,1
348,219.24,0.224,37.27,49.96,0.759,9:29:47 PM:518,1
349,219.32,0.241,40.42,49.97,0.765,9:29:47 PM:905,1
350,219.44,0.209,35.60,49.96,0.776,9:29:48 PM:279,1
351,219.37,0.217,34.13,49.97,0.717,9:29:48 PM:654,1
352,219.36,0.255,45.48,49.98,0.813,9:29:49 PM:028,1
353,219.37,0.209,35.30,49.97,0.770,9:29:49 PM:393,1
354,219.46,0.252,44.45,49.98,0.804,9:29:49 PM:768,1
355,219.30,0.203,31.01,49.98,0.697,9:29:50 PM:155,1
356,219.24,0.236,40.37,49.98,0.780,9:29:50 PM:519,1
357,219.60,0.233,41.77,49.97,0.816,9:29:50 PM:893,1
358,219.60,0.242,43.72,49.97,0.823,9:29:51 PM:272,1
359,219.53,0.301,37.81,49.96,0.572,9:29:51 PM:648,1
360,219.48,0.314,47.78,49.98,0.693,9:29:52 PM:023,1
361,219.43,0.232,39.97,49.98,0.785,9:29:52 PM:396,1
362,219.47,0.242,43.99,49.98,0.828,9:29:52 PM:779,1
363,219.54,0.234,39.66,49.97,0.772,9:29:53 PM:155,1
364,219.49,0.245,43.23,49.95,0.804,9:29:53 PM:529,1
365,219.53,0.237,39.01,49.97,0.750,9:29:53 PM:895,1
366,219.53,0.241,43.17,49.99,0.816,9:29:54 PM:271,1
367,219.43,0.359,65.68,49.97,0.834,9:29:54 PM:648,1
368,219.47,0.509,48.28,49.98,0.432,9:29:55 PM:031,1
369,219.36,0.220,37.29,49.97,0.773,9:29:55 PM:393,1
370,219.51,0.240,43.12,49.98,0.819,9:29:55 PM:782,1
371,219.51,0.238,41.86,49.99,0.801,9:29:56 PM:152,1
372,219.49,0.255,44.28,49.97,0.791,9:29:56 PM:527,1
373,219.60,0.288,54.02,49.97,0.854,9:29:56 PM:900,1
374,219.58,0.332,63.43,49.99,0.870,9:29:57 PM:277,1
375,219.60,0.207,34.15,49.99,0.751,9:29:57 PM:652,1
376,219.53,0.263,46.22,49.99,0.801,9:29:58 PM:025,1
377,219.29,0.361,71.15,49.97,0.899,9:29:58 PM:395,1
378,219.36,0.272,46.62,49.98,0.781,9:29:58 PM:779,1
379,219.24,0.239,41.13,49.98,0.785,9:29:59 PM:146,1
380,219.26,0.304,58.48,49.98,0.877,9:29:59 PM:528,1
381,219.33,0.237,40.13,49.99,0.772,9:29:59 PM:895,1
382,219.30,0.276,50.25,50.00,0.830,9:30:00 PM:281,1
383,219.26,0.224,38.42,50.00,0.782,9:30:00 PM:648,1
384,219.44,0.348,64.38,49.98,0.843,9:30:01 PM:041,1
385,219.21,0.319,59.93,49.99,0.857,9:30:01 PM:415,1
386,219.26,0.334,62.99,49.99,0.860,9:30:01 PM:800,1
387,219.29,0.267,47.91,49.98,0.818,9:30:02 PM:183,1
388,219.18,0.331,54.91,50.00,0.757,9:30:02 PM:565,1
389,219.23,0.356,66.02,50.00,0.846,9:30:02 PM:948,1
390,219.34,0.259,48.08,50.00,0.846,9:30:03 PM:324,1
391,219.29,0.247,44.74,49.99,0.826,9:30:03 PM:697,1
392,219.37,0.339,47.60,49.98,0.640,9:30:04 PM:082,1
393,219.43,0.234,39.47,49.99,0.769,9:30:04 PM:465,1
394,219.45,0.232,41.53,50.00,0.816,9:30:04 PM:835,1
395,219.56,0.262,48.09,49.99,0.836,9:30:05 PM:217,1
396,219.51,0.176,27.83,49.99,0.720,9:30:05 PM:586,1
397,219.50,0.432,84.30,49.99,0.889,9:30:05 PM:979,1
398,219.60,0.389,58.40,50.00,0.684,9:30:06 PM:353,1
