??,??(V),??(A),??(W),??(Hz),????,??,??
41,221.15,0.253,43.04,50.03,0.769,8:57:22 PM:423,1
42,221.19,0.231,25.80,50.04,0.505,8:57:22 PM:796,1
43,221.25,0.234,41.81,50.04,0.808,8:57:23 PM:184,1
44,221.08,0.231,41.62,50.03,0.815,8:57:23 PM:545,1
45,220.94,0.426,49.30,50.03,0.524,8:57:23 PM:934,1
46,220.94,0.239,41.53,50.02,0.787,8:57:24 PM:299,1
47,220.98,0.217,37.27,50.04,0.777,8:57:24 PM:670,1
48,221.06,0.188,30.42,50.03,0.732,8:57:25 PM:048,1
49,221.02,0.249,42.92,50.03,0.780,8:57:25 PM:421,1
50,220.92,0.374,66.72,50.06,0.808,8:57:25 PM:801,1
51,220.91,0.332,62.68,50.02,0.855,8:57:26 PM:187,1
52,221.04,0.260,32.48,50.03,0.565,8:57:26 PM:566,1
53,220.79,0.409,78.06,50.04,0.864,8:57:26 PM:949,1
54,221.05,0.287,48.25,50.02,0.761,8:57:27 PM:316,1
55,221.09,0.295,49.82,50.02,0.764,8:57:27 PM:703,1
56,220.85,0.267,49.53,50.02,0.840,8:57:28 PM:092,1
57,220.90,0.217,35.61,50.03,0.743,8:57:28 PM:469,1
58,220.82,0.240,40.31,50.02,0.761,8:57:28 PM:851,1
59,220.97,0.196,32.27,50.01,0.745,8:57:29 PM:237,1
60,221.00,0.223,38.75,50.02,0.786,8:57:29 PM:620,1
61,220.99,0.242,36.85,50.04,0.689,8:57:30 PM:003,1
62,220.90,0.267,39.91,50.01,0.677,8:57:30 PM:388,1
63,220.93,0.210,36.48,50.01,0.786,8:57:30 PM:753,1
64,221.10,0.237,42.18,50.02,0.805,8:57:31 PM:138,1
65,221.09,0.194,32.04,50.02,0.747,8:57:31 PM:504,1
66,220.84,0.274,48.53,50.03,0.802,8:57:31 PM:887,1
67,220.98,0.315,58.07,50.02,0.834,8:57:32 PM:262,1
68,221.11,0.254,41.73,50.03,0.743,8:57:32 PM:640,1
69,221.07,0.310,58.71,50.02,0.857,8:57:33 PM:022,1
70,221.02,0.284,53.08,50.00,0.846,8:57:33 PM:407,1
71,221.00,0.221,39.33,276.93,0.805,8:57:33 PM:789,1
72,220.98,0.236,42.16,50.02,0.808,8:57:34 PM:174,1
73,221.02,0.327,52.93,50.02,0.732,8:57:34 PM:558,1
74,220.90,0.391,77.62,50.02,0.899,8:57:34 PM:942,1
75,221.09,0.324,56.61,50.01,0.790,8:57:35 PM:330,1
76,221.09,0.352,63.75,50.00,0.819,8:57:35 PM:709,1
77,221.10,0.352,68.87,49.99,0.885,8:57:36 PM:092,1
78,220.98,0.328,62.55,50.02,0.863,8:57:36 PM:476,1
79,220.78,0.407,79.42,50.00,0.884,8:57:36 PM:859,1
80,220.90,0.260,45.47,50.03,0.792,8:57:37 PM:246,1
81,221.00,0.408,43.02,50.01,0.477,8:57:37 PM:624,1
82,220.91,0.364,64.46,49.99,0.802,8:57:38 PM:011,1
83,220.94,0.289,53.38,50.01,0.836,8:57:38 PM:394,1
84,220.75,0.322,56.42,50.00,0.794,8:57:38 PM:779,1
85,220.88,0.394,77.75,49.99,0.893,8:57:39 PM:161,1
86,220.91,0.294,56.44,50.00,0.869,8:57:39 PM:554,1
87,220.81,0.463,95.48,50.01,0.934,8:57:39 PM:967,1
88,220.94,0.324,57.17,49.99,0.799,8:57:40 PM:356,1
89,220.81,0.205,34.91,50.00,0.771,8:57:40 PM:737,1
90,220.92,0.271,48.80,50.03,0.815,8:57:41 PM:113,1
91,220.82,0.241,38.06,50.01,0.715,8:57:41 PM:504,1
92,220.60,0.295,55.19,49.99,0.848,8:57:41 PM:880,1
93,220.66,0.207,35.77,50.01,0.783,8:57:42 PM:269,1
94,220.95,0.268,49.08,49.99,0.829,8:57:42 PM:649,1
95,221.04,0.260,45.54,49.99,0.792,8:57:43 PM:033,1
96,220.83,0.309,58.65,49.98,0.860,8:57:43 PM:415,1
97,220.91,0.223,38.13,50.00,0.774,8:57:43 PM:795,1
98,221.01,0.322,39.47,50.00,0.555,8:57:46 PM:842,1
99,221.02,0.364,46.86,49.98,0.582,8:57:47 PM:217,1
100,220.89,0.281,48.12,49.99,0.775,8:57:47 PM:592,1
101,220.90,0.364,64.82,49.98,0.806,8:57:47 PM:984,1
102,220.89,0.313,60.49,49.97,0.875,8:57:48 PM:375,1
103,220.91,0.199,32.78,49.99,0.746,8:57:48 PM:765,1
104,221.02,0.255,46.06,49.98,0.817,8:57:49 PM:156,1
105,220.79,0.272,51.46,49.98,0.857,8:57:49 PM:534,1
106,220.77,0.240,40.93,49.98,0.772,8:57:49 PM:909,1
107,220.80,0.270,45.44,49.97,0.762,8:57:50 PM:289,1
108,220.76,0.346,67.53,49.98,0.884,8:57:50 PM:671,1
109,220.85,0.311,60.12,49.98,0.875,8:57:51 PM:056,1
110,220.80,0.316,60.56,50.00,0.868,8:57:51 PM:432,1
111,220.55,0.278,52.09,49.98,0.850,8:57:51 PM:807,1
112,220.57,0.359,71.50,49.98,0.903,8:57:52 PM:177,1
113,220.81,0.340,66.47,49.97,0.885,8:57:52 PM:546,1
114,220.87,0.319,58.85,49.96,0.835,8:57:52 PM:923,1
115,220.78,0.494,62.87,49.96,0.576,8:57:53 PM:313,1
116,220.73,0.313,55.65,49.98,0.805,8:57:53 PM:693,1
117,220.66,0.314,59.87,276.01,0.864,8:57:54 PM:078,1
118,220.73,0.348,68.57,49.97,0.893,8:57:54 PM:461,1
119,220.78,0.210,34.74,49.96,0.749,8:57:54 PM:843,1
120,220.83,0.199,32.61,49.98,0.742,8:57:55 PM:229,1
121,220.80,0.322,52.32,49.96,0.736,8:57:55 PM:605,1
122,220.65,0.362,70.41,49.97,0.882,8:57:55 PM:978,1
123,220.72,0.291,55.90,49.97,0.870,8:57:56 PM:344,1
124,220.79,0.197,32.74,49.97,0.753,8:57:56 PM:729,1
125,220.93,0.343,50.28,49.95,0.664,8:57:57 PM:097,1
126,220.73,0.495,69.10,49.96,0.632,8:57:57 PM:469,1
127,220.81,0.376,75.33,49.99,0.907,8:57:57 PM:846,1
128,220.81,0.476,52.68,49.96,0.501,8:57:58 PM:240,1
129,220.81,0.301,51.97,49.95,0.782,8:57:58 PM:614,1
130,220.97,0.186,29.60,49.97,0.720,8:57:58 PM:998,1
131,220.87,0.245,44.78,49.97,0.827,8:57:59 PM:383,1
132,220.96,0.243,40.07,49.97,0.746,8:57:59 PM:767,1
133,220.91,0.461,52.47,49.97,0.515,8:58:00 PM:149,1
134,220.87,0.335,63.60,49.97,0.859,8:58:00 PM:534,1
135,220.94,0.352,58.89,49.96,0.757,8:58:00 PM:916,1
136,220.95,0.327,31.02,49.98,0.429,8:58:01 PM:283,1
137,220.94,0.262,45.28,49.97,0.782,8:58:01 PM:668,1
138,220.75,0.395,78.93,49.97,0.905,8:58:02 PM:038,1
139,220.87,0.308,48.77,49.97,0.717,8:58:02 PM:418,1
140,220.89,0.369,63.50,49.96,0.779,8:58:02 PM:854,1
141,220.96,0.400,80.53,49.97,0.911,8:58:03 PM:236,1
142,221.13,0.291,55.54,49.96,0.863,8:58:03 PM:619,1
143,221.08,0.381,74.57,49.97,0.885,8:58:03 PM:986,1
144,221.10,0.289,50.12,49.98,0.784,8:58:04 PM:369,1
145,221.12,0.410,83.37,49.97,0.920,8:58:04 PM:747,1
146,221.33,0.246,43.06,49.98,0.791,8:58:05 PM:121,1
147,221.18,0.406,82.72,49.97,0.921,8:58:05 PM:497,1
148,221.22,0.411,83.63,49.99,0.920,8:58:05 PM:871,1
149,221.16,0.371,73.48,49.97,0.896,8:58:06 PM:255,1
150,221.17,0.196,31.71,49.96,0.732,8:58:06 PM:655,1
151,221.18,0.347,64.68,49.97,0.843,8:58:07 PM:041,1
152,221.08,0.369,63.86,49.98,0.783,8:58:07 PM:421,1
153,220.90,0.487,101.16,49.98,0.940,8:58:07 PM:862,1
154,220.95,0.463,95.48,49.97,0.933,8:58:08 PM:257,1
155,221.03,0.465,95.24,49.98,0.927,8:58:08 PM:650,1
156,221.15,0.435,88.93,49.96,0.924,8:58:09 PM:071,1
157,221.00,0.515,107.70,49.99,0.946,8:58:09 PM:456,1
158,221.02,0.486,100.98,49.98,0.940,8:58:09 PM:843,1
159,220.98,0.401,80.81,49.98,0.912,8:58:10 PM:229,1
160,221.10,0.255,47.17,49.97,0.837,8:58:10 PM:594,1
161,220.90,0.444,90.56,49.96,0.923,8:58:10 PM:990,1
162,220.84,0.365,69.76,49.98,0.865,8:58:11 PM:380,1
163,220.86,0.370,64.07,49.97,0.784,8:58:11 PM:766,1
164,220.78,0.276,51.43,49.98,0.844,8:58:12 PM:146,1
165,220.90,0.343,51.94,49.98,0.685,8:58:12 PM:528,1
166,220.68,0.321,62.14,49.97,0.877,8:58:12 PM:895,1
167,220.88,0.275,51.04,49.98,0.840,8:58:13 PM:279,1
168,220.94,0.303,58.35,49.98,0.872,8:58:13 PM:646,1
169,220.86,0.369,65.41,49.98,0.803,8:58:14 PM:030,1
170,220.82,0.420,84.94,49.98,0.916,8:58:14 PM:410,1
171,220.84,0.426,78.65,49.97,0.836,8:58:14 PM:794,1
172,220.86,0.469,96.03,49.98,0.927,8:58:15 PM:188,1
173,220.83,0.468,91.13,50.00,0.882,8:58:15 PM:571,1
174,220.96,0.414,69.57,49.97,0.761,8:58:15 PM:944,1
175,220.83,0.425,85.27,49.98,0.909,8:58:16 PM:320,1
176,220.88,0.453,87.47,49.99,0.874,8:58:16 PM:699,1
177,221.06,0.370,69.95,50.01,0.855,8:58:17 PM:082,1
178,221.01,0.388,76.65,49.99,0.894,8:58:17 PM:454,1
179,220.95,0.387,75.83,49.99,0.887,8:58:17 PM:836,1
180,220.98,0.432,70.48,49.98,0.738,8:58:18 PM:215,1
181,221.18,0.372,73.31,49.98,0.891,8:58:18 PM:583,1
182,221.08,0.517,108.03,49.98,0.945,8:58:18 PM:968,1
183,221.19,0.457,93.84,50.02,0.928,8:58:19 PM:351,1
184,221.18,0.454,92.67,49.98,0.923,8:58:19 PM:752,1
185,221.23,0.363,64.68,50.00,0.805,8:58:20 PM:137,1
186,221.23,0.377,74.03,50.02,0.888,8:58:20 PM:503,1
187,221.23,0.597,80.72,49.98,0.611,8:58:20 PM:890,1
188,221.26,0.349,60.26,50.00,0.780,8:58:21 PM:267,1
189,221.24,0.397,77.61,50.00,0.884,8:58:21 PM:653,1
190,221.11,0.449,86.19,50.00,0.868,8:58:22 PM:053,1
191,221.25,0.337,65.95,50.00,0.885,8:58:22 PM:421,1
192,221.16,0.369,72.57,50.01,0.889,8:58:22 PM:805,1
193,221.15,0.376,75.53,50.01,0.908,8:58:23 PM:187,1
194,221.26,0.273,51.10,50.02,0.846,8:58:23 PM:569,1
195,221.19,0.373,73.57,50.02,0.892,8:58:23 PM:941,1
196,221.13,0.412,75.06,50.00,0.824,8:58:24 PM:322,1
197,221.17,0.346,66.17,50.01,0.865,8:58:24 PM:689,1
198,221.28,0.449,74.00,50.02,0.745,8:58:25 PM:072,1
199,221.13,0.324,61.45,50.04,0.858,8:58:25 PM:435,1
200,221.15,0.481,52.17,50.02,0.490,8:58:25 PM:806,1
201,221.04,0.350,68.15,50.03,0.881,8:58:26 PM:185,1
202,220.99,0.420,79.77,50.01,0.859,8:58:26 PM:563,1
203,220.99,0.379,68.21,50.02,0.814,8:58:26 PM:947,1
204,220.99,0.410,79.22,50.00,0.874,8:58:27 PM:318,1
205,221.03,0.365,72.61,50.02,0.900,8:58:27 PM:688,1
206,220.78,0.424,86.02,50.02,0.919,8:58:28 PM:068,1
207,220.82,0.408,82.08,50.03,0.911,8:58:28 PM:441,1
208,221.13,0.363,72.29,50.03,0.901,8:58:28 PM:829,1
209,221.23,0.357,60.16,50.03,0.762,8:58:29 PM:212,1
210,221.06,0.385,76.39,50.03,0.898,8:58:29 PM:593,1
211,221.05,0.383,71.86,50.03,0.849,8:58:29 PM:978,1
212,220.96,0.388,77.90,50.02,0.909,8:58:30 PM:353,1
213,220.82,0.484,100.40,50.04,0.939,8:58:30 PM:729,1
214,221.07,0.440,86.83,50.04,0.893,8:58:31 PM:111,1
215,221.19,0.370,67.61,50.02,0.826,8:58:31 PM:487,1
216,221.09,0.370,73.97,50.05,0.904,8:58:31 PM:862,1
217,221.05,0.341,65.76,50.04,0.872,8:58:32 PM:247,1
218,221.15,0.277,51.44,50.04,0.840,8:58:32 PM:618,1
219,221.11,0.310,58.41,50.06,0.852,8:58:32 PM:995,1
220,220.91,0.380,75.23,50.05,0.896,8:58:33 PM:365,1
221,221.06,0.635,72.56,50.04,0.517,8:58:33 PM:747,1
222,221.03,0.439,69.16,50.05,0.713,8:58:34 PM:116,1
223,221.01,0.415,84.13,50.04,0.917,8:58:34 PM:510,1
224,221.05,0.281,52.58,50.04,0.846,8:58:34 PM:882,1
225,221.07,0.374,70.72,50.04,0.855,8:58:35 PM:253,1
226,221.08,0.439,89.26,50.04,0.920,8:58:35 PM:635,1
227,221.08,0.388,68.71,50.03,0.801,8:58:36 PM:018,1
228,221.08,0.420,84.98,50.04,0.915,8:58:36 PM:403,1
229,221.01,0.358,71.12,50.05,0.899,8:58:36 PM:785,1
230,221.17,0.360,70.19,50.04,0.882,8:58:37 PM:166,1
231,221.09,0.336,65.59,50.03,0.883,8:58:37 PM:534,1
232,221.02,0.361,72.28,50.04,0.906,8:58:37 PM:916,1
233,220.87,0.447,91.11,50.05,0.923,8:58:38 PM:293,1
234,220.89,0.461,94.02,50.04,0.923,8:58:38 PM:673,1
235,221.05,0.390,79.03,50.05,0.917,8:58:39 PM:055,1
236,220.98,0.319,56.30,50.04,0.799,8:58:39 PM:443,1
237,220.91,0.368,73.63,50.03,0.906,8:58:39 PM:815,1
238,220.98,0.395,79.35,50.04,0.909,8:58:40 PM:200,1
239,220.91,0.350,69.06,50.04,0.893,8:58:40 PM:572,1
240,220.79,0.355,70.42,50.04,0.898,8:58:40 PM:949,1
241,220.96,0.289,53.70,50.05,0.841,8:58:41 PM:325,1
242,220.94,0.390,74.85,50.05,0.869,8:58:41 PM:691,1
243,220.96,0.275,49.17,50.04,0.809,8:58:42 PM:068,1
244,220.98,0.289,55.20,50.06,0.864,8:58:42 PM:449,1
245,221.01,0.272,50.93,50.03,0.847,8:58:42 PM:823,1
246,221.10,0.308,54.39,50.04,0.799,8:58:43 PM:191,1
247,220.96,0.446,50.26,50.05,0.510,8:58:43 PM:571,1
248,221.07,0.291,52.27,50.04,0.813,8:58:43 PM:944,1
249,221.07,0.285,54.06,50.06,0.858,8:58:44 PM:314,1
250,221.01,0.579,74.55,50.03,0.583,8:58:44 PM:692,1
251,221.26,0.247,43.65,50.04,0.799,8:58:45 PM:064,1
252,220.97,0.373,62.08,50.05,0.753,8:58:45 PM:437,1
253,221.05,0.370,67.91,50.03,0.830,8:58:45 PM:826,1
254,220.97,0.403,76.66,50.03,0.861,8:58:46 PM:212,1
255,220.91,0.255,46.73,50.04,0.829,8:58:46 PM:598,1
256,221.00,0.397,77.88,50.04,0.888,8:58:46 PM:976,1
257,220.88,0.393,79.32,50.04,0.914,8:58:47 PM:345,1
258,221.01,0.273,41.53,50.07,0.688,8:58:47 PM:721,1
259,221.01,0.254,45.35,50.05,0.808,8:58:48 PM:104,1
260,220.91,0.229,39.75,50.04,0.786,8:58:48 PM:474,1
261,221.09,0.260,46.98,50.04,0.817,8:58:48 PM:849,1
262,221.15,0.287,53.67,50.04,0.846,8:58:49 PM:228,1
263,221.01,0.324,60.98,50.03,0.852,8:58:49 PM:605,1
264,221.19,0.275,39.11,50.04,0.643,8:58:49 PM:984,1
265,221.08,0.393,79.57,50.04,0.916,8:58:50 PM:363,1
266,221.00,0.420,84.69,50.03,0.912,8:58:50 PM:747,1
267,221.16,0.365,73.24,50.02,0.907,8:58:51 PM:131,1
268,221.06,0.311,56.26,50.03,0.818,8:58:51 PM:515,1
269,221.10,0.347,67.85,50.03,0.884,8:58:51 PM:899,1
270,221.00,0.472,86.78,50.03,0.832,8:58:52 PM:283,1
271,221.01,0.412,78.86,50.05,0.866,8:58:52 PM:664,1
272,221.29,0.306,57.11,50.06,0.843,8:58:53 PM:034,1
273,221.18,0.296,55.47,50.06,0.847,8:58:53 PM:415,1
274,221.06,0.307,58.62,50.04,0.864,8:58:53 PM:783,1
275,221.01,0.316,58.16,50.04,0.833,8:58:54 PM:168,1
276,221.08,0.529,65.39,50.04,0.559,8:58:54 PM:537,1
277,221.10,0.291,53.39,50.01,0.830,8:58:54 PM:919,1
278,221.05,0.422,82.01,50.04,0.879,8:58:55 PM:286,1
279,221.14,0.400,79.78,50.02,0.902,8:58:55 PM:685,1
280,220.98,0.324,56.55,50.03,0.790,8:58:56 PM:055,1
281,220.97,0.329,63.90,50.04,0.879,8:58:56 PM:437,1
282,221.09,0.374,71.05,50.02,0.859,8:58:56 PM:814,1
283,221.26,0.327,56.31,50.03,0.778,8:58:57 PM:192,1
284,221.20,0.310,58.02,50.05,0.846,8:58:57 PM:572,1
285,221.17,0.292,55.65,50.04,0.862,8:58:57 PM:939,1
286,221.03,0.246,44.23,50.02,0.814,8:58:58 PM:322,1
287,220.89,0.338,64.42,50.04,0.863,8:58:58 PM:690,1
288,221.22,0.345,67.74,50.04,0.888,8:58:59 PM:072,1
289,221.11,0.290,53.74,50.03,0.838,8:58:59 PM:461,1
290,220.99,0.493,102.55,50.03,0.941,8:58:59 PM:842,1
291,221.05,0.237,42.70,50.04,0.815,8:59:00 PM:227,1
292,221.03,0.379,67.50,50.06,0.806,8:59:00 PM:593,1
293,221.19,0.393,78.46,50.05,0.903,8:59:00 PM:976,1
294,221.05,0.410,79.74,50.03,0.880,8:59:01 PM:379,1
295,221.11,0.448,78.89,50.03,0.796,8:59:01 PM:757,1
296,221.03,0.445,86.06,50.03,0.875,8:59:02 PM:144,1
297,221.01,0.278,52.41,50.03,0.853,8:59:02 PM:544,1
298,221.06,0.357,52.68,50.02,0.667,8:59:02 PM:928,1
299,221.08,0.282,50.17,50.04,0.805,8:59:03 PM:311,1
300,221.11,0.289,55.06,50.03,0.862,8:59:03 PM:689,1
301,221.13,0.341,61.79,50.03,0.819,8:59:04 PM:078,1
302,221.17,0.318,59.34,50.04,0.844,8:59:04 PM:461,1
303,221.19,0.225,40.18,50.03,0.807,8:59:04 PM:845,1
304,221.19,0.241,44.11,50.04,0.827,8:59:05 PM:229,1
305,221.29,0.276,48.00,50.03,0.786,8:59:05 PM:611,1
306,221.20,0.268,50.46,50.02,0.851,8:59:05 PM:996,1
307,221.14,0.368,73.10,50.04,0.898,8:59:06 PM:363,1
308,221.13,0.307,58.88,50.03,0.867,8:59:06 PM:747,1
309,221.26,0.333,64.68,50.03,0.878,8:59:07 PM:113,1
310,221.23,0.360,67.09,50.00,0.842,8:59:07 PM:499,1
311,221.16,0.342,64.82,50.01,0.857,8:59:07 PM:881,1
312,221.12,0.421,84.53,50.04,0.908,8:59:08 PM:262,1
313,221.10,0.462,95.15,50.04,0.931,8:59:08 PM:632,1
314,221.27,0.320,58.64,50.02,0.828,8:59:09 PM:000,1
315,221.24,0.323,61.30,50.05,0.858,8:59:09 PM:377,1
316,221.21,0.269,50.61,50.03,0.851,8:59:09 PM:763,1
317,221.35,0.376,66.32,50.02,0.797,8:59:10 PM:151,1
318,221.27,0.305,54.15,50.04,0.802,8:59:10 PM:517,1
319,221.33,0.266,49.31,50.03,0.838,8:59:10 PM:902,1
320,221.23,0.277,52.22,50.02,0.852,8:59:11 PM:268,1
321,221.32,0.307,58.57,50.01,0.862,8:59:11 PM:650,1
322,221.20,0.347,61.28,50.03,0.798,8:59:12 PM:036,1
323,221.11,0.374,72.61,50.03,0.878,8:59:12 PM:407,1
324,221.23,0.306,56.33,50.01,0.832,8:59:12 PM:793,1
325,221.41,0.284,53.11,50.04,0.845,8:59:13 PM:170,1
326,221.26,0.280,51.62,50.03,0.833,8:59:13 PM:553,1
327,221.19,0.292,55.75,50.05,0.863,8:59:13 PM:937,1
328,221.25,0.409,76.75,50.01,0.848,8:59:14 PM:322,1
329,221.23,0.459,94.73,50.02,0.933,8:59:14 PM:705,1
330,221.53,0.269,47.40,50.02,0.795,8:59:15 PM:080,1
331,221.35,0.268,50.05,50.03,0.844,8:59:15 PM:457,1
332,221.36,0.336,63.41,50.04,0.853,8:59:15 PM:840,1
333,221.27,0.363,72.71,50.02,0.905,8:59:16 PM:223,1
334,221.20,0.390,78.83,50.03,0.914,8:59:16 PM:606,1
335,221.31,0.312,59.97,50.03,0.869,8:59:16 PM:974,1
336,221.12,0.318,59.37,50.04,0.844,8:59:17 PM:357,1
337,221.11,0.243,44.11,50.03,0.821,8:59:17 PM:741,1
338,221.06,0.285,53.38,50.03,0.847,8:59:18 PM:125,1
339,221.12,0.305,58.50,50.01,0.867,8:59:18 PM:509,1
340,221.21,0.327,61.65,50.01,0.852,8:59:18 PM:891,1
341,221.17,0.254,46.17,50.02,0.822,8:59:19 PM:276,1
342,221.17,0.271,50.88,50.01,0.849,8:59:19 PM:643,1
343,221.07,0.301,57.12,50.03,0.858,8:59:20 PM:025,1
344,221.07,0.287,53.01,50.03,0.836,8:59:20 PM:394,1
345,221.09,0.308,54.36,50.04,0.798,8:59:20 PM:778,1
346,221.22,0.324,62.91,50.02,0.878,8:59:21 PM:144,1
347,221.04,0.437,79.42,50.02,0.822,8:59:21 PM:526,1
348,221.05,0.445,91.01,50.03,0.925,8:59:21 PM:911,1
349,221.02,0.359,71.45,50.02,0.900,8:59:22 PM:295,1
350,221.06,0.377,76.04,50.02,0.912,8:59:22 PM:679,1
351,221.20,0.364,72.99,50.03,0.906,8:59:23 PM:063,1
352,221.10,0.378,75.62,50.02,0.905,8:59:23 PM:456,1
353,221.08,0.389,78.01,50.01,0.907,8:59:23 PM:847,1
354,220.99,0.344,68.31,50.02,0.899,8:59:24 PM:224,1
355,221.08,0.380,76.61,50.05,0.912,8:59:24 PM:611,1
356,221.25,0.346,68.84,50.00,0.899,8:59:24 PM:996,1
357,221.13,0.347,69.04,50.01,0.900,8:59:25 PM:365,1
358,221.09,0.372,73.97,50.02,0.899,8:59:25 PM:762,1
359,221.01,0.359,71.51,50.02,0.901,8:59:26 PM:149,1
360,221.06,0.357,71.09,50.02,0.901,8:59:26 PM:533,1
361,221.06,0.373,75.15,50.02,0.911,8:59:26 PM:919,1
362,221.10,0.367,73.54,50.02,0.906,8:59:27 PM:300,1
363,221.04,0.374,74.64,50.01,0.903,8:59:27 PM:684,1
364,221.06,0.402,81.84,50.02,0.921,8:59:28 PM:053,1
365,221.00,0.423,86.49,50.00,0.925,8:59:28 PM:434,1
366,221.23,0.405,82.45,50.01,0.920,8:59:28 PM:802,1
367,221.26,0.462,95.41,50.03,0.933,8:59:29 PM:183,1
368,221.13,0.371,74.34,50.02,0.906,8:59:29 PM:552,1
369,220.98,0.418,85.14,50.01,0.922,8:59:29 PM:928,1
370,221.11,0.383,77.51,50.02,0.915,8:59:30 PM:320,1
371,221.07,0.396,80.47,50.01,0.919,8:59:30 PM:704,1
372,221.30,0.414,84.69,50.05,0.924,8:59:31 PM:086,1
373,221.29,0.402,81.81,50.02,0.920,8:59:31 PM:470,1
374,221.28,0.402,81.95,49.99,0.921,8:59:31 PM:854,1
375,221.09,0.397,80.01,50.03,0.912,8:59:32 PM:240,1
376,221.21,0.399,80.02,50.02,0.907,8:59:32 PM:630,1
377,221.49,0.348,69.30,50.02,0.899,8:59:33 PM:011,1
378,221.34,0.338,66.86,50.01,0.894,8:59:33 PM:390,1
379,221.24,0.346,68.81,50.00,0.899,8:59:33 PM:769,1
380,221.21,0.395,79.66,50.02,0.912,8:59:34 PM:164,1
381,221.23,0.363,72.76,50.02,0.906,8:59:34 PM:557,1
382,221.15,0.438,88.67,50.03,0.915,8:59:34 PM:941,1
383,221.37,0.411,83.54,50.01,0.918,8:59:35 PM:342,1
384,221.30,0.350,68.49,50.02,0.884,8:59:35 PM:725,1
385,221.27,0.368,73.97,50.01,0.908,8:59:36 PM:109,1
386,221.26,0.347,69.06,50.01,0.899,8:59:36 PM:502,1
387,221.28,0.357,70.90,50.03,0.897,8:59:36 PM:892,1
388,221.27,0.346,68.82,50.01,0.899,8:59:37 PM:271,1
389,221.32,0.334,66.03,50.03,0.893,8:59:37 PM:660,1
390,221.27,0.353,70.25,50.03,0.899,8:59:38 PM:047,1
391,221.22,0.364,72.67,50.02,0.902,8:59:38 PM:439,1
392,221.25,0.362,72.58,50.02,0.906,8:59:38 PM:827,1
393,221.41,0.356,71.00,50.01,0.901,8:59:39 PM:210,1
394,220.88,0.356,70.62,50.02,0.898,8:59:39 PM:592,1
395,221.13,0.361,72.06,50.03,0.903,8:59:39 PM:960,1
396,221.28,0.367,73.82,50.00,0.909,8:59:40 PM:346,1
397,221.24,0.359,71.98,50.02,0.906,8:59:40 PM:743,1
398,221.41,0.357,71.17,50.02,0.900,8:59:41 PM:134,1
