??,??(V),??(A),??(W),??(Hz),????,??,??
123,219.34,0.340,66.80,50.04,0.896,9:23:22 PM:033,1
124,219.25,0.341,67.20,50.02,0.899,9:23:22 PM:423,1
125,218.99,0.362,71.63,50.03,0.904,9:23:22 PM:814,1
126,219.11,0.350,69.29,50.04,0.904,9:23:23 PM:204,1
127,219.11,0.354,69.43,50.03,0.895,9:23:23 PM:579,1
128,219.07,0.373,74.55,50.04,0.912,9:23:23 PM:954,1
129,219.05,0.372,73.99,50.04,0.908,9:23:24 PM:345,1
130,219.11,0.406,81.95,50.02,0.921,9:23:24 PM:735,1
131,218.98,0.378,75.27,50.04,0.909,9:23:25 PM:126,1
132,219.00,0.380,75.89,50.03,0.912,9:23:25 PM:516,1
133,218.93,0.327,63.73,50.03,0.890,9:23:25 PM:907,1
134,218.92,0.371,74.00,50.03,0.911,9:23:26 PM:297,1
135,218.94,0.360,71.66,50.03,0.909,9:23:26 PM:688,1
136,218.95,0.358,70.46,50.02,0.899,9:23:27 PM:079,1
137,219.01,0.324,63.23,50.02,0.891,9:23:27 PM:453,1
138,218.93,0.326,63.41,50.02,0.889,9:23:27 PM:844,1
139,218.97,0.355,69.82,50.03,0.898,9:23:28 PM:235,1
140,219.01,0.351,68.62,50.02,0.893,9:23:28 PM:620,1
141,219.01,0.370,73.59,50.02,0.908,9:23:29 PM:010,1
142,219.06,0.363,71.71,50.03,0.902,9:23:29 PM:401,1
143,219.12,0.331,63.21,50.00,0.871,9:23:29 PM:791,1
144,219.01,0.309,59.57,50.02,0.880,9:23:30 PM:166,1
145,219.09,0.308,58.95,50.01,0.874,9:23:30 PM:557,1
146,218.88,0.291,54.57,50.02,0.857,9:23:30 PM:947,1
147,218.88,0.301,57.28,50.03,0.869,9:23:31 PM:322,1
148,219.09,0.315,60.36,50.04,0.875,9:23:31 PM:697,1
149,218.99,0.329,64.13,50.04,0.890,9:23:32 PM:087,1
150,218.98,0.309,58.97,50.02,0.871,9:23:32 PM:462,1
151,218.96,0.334,64.34,50.01,0.880,9:23:32 PM:853,1
152,218.88,0.336,65.91,50.01,0.896,9:23:33 PM:228,1
153,218.99,0.355,69.34,50.02,0.892,9:23:33 PM:618,1
154,219.17,0.331,63.59,50.03,0.877,9:23:34 PM:009,1
155,219.15,0.333,65.03,50.01,0.891,9:23:34 PM:384,1
156,219.19,0.324,63.07,50.02,0.888,9:23:34 PM:774,1
157,218.97,0.295,56.21,50.02,0.870,9:23:35 PM:149,1
158,219.03,0.312,59.74,50.00,0.874,9:23:35 PM:540,1
159,219.10,0.309,59.65,50.01,0.881,9:23:35 PM:930,1
160,219.01,0.326,63.07,50.01,0.883,9:23:36 PM:305,1
161,219.02,0.300,57.47,50.00,0.875,9:23:36 PM:680,1
162,218.93,0.351,66.54,50.00,0.866,9:23:37 PM:071,1
163,219.00,0.316,60.81,50.01,0.879,9:23:37 PM:461,1
164,219.10,0.336,65.69,50.00,0.892,9:23:37 PM:852,1
165,219.03,0.326,62.73,49.99,0.879,9:23:38 PM:242,1
166,219.10,0.322,62.75,50.00,0.890,9:23:38 PM:633,1
167,219.21,0.345,68.07,50.00,0.900,9:23:39 PM:024,1
168,219.18,0.287,54.32,49.99,0.864,9:23:39 PM:414,1
169,219.28,0.324,62.89,50.00,0.885,9:23:39 PM:789,1
170,219.20,0.303,58.28,50.00,0.877,9:23:40 PM:164,1
171,219.27,0.314,60.88,50.00,0.884,9:23:40 PM:539,1
172,219.17,0.288,54.82,49.99,0.868,9:23:40 PM:930,1
173,219.06,0.335,65.89,50.00,0.898,9:23:41 PM:305,1
174,219.35,0.337,66.11,50.00,0.894,9:23:41 PM:680,1
175,219.33,0.353,69.94,49.99,0.903,9:23:42 PM:054,1
176,219.19,0.336,65.90,49.99,0.895,9:23:42 PM:445,1
177,219.36,0.360,71.34,50.00,0.903,9:23:42 PM:820,1
178,219.03,0.344,67.32,50.00,0.893,9:23:43 PM:210,1
179,219.12,0.336,65.55,50.00,0.890,9:23:43 PM:585,1
180,219.13,0.295,55.35,50.01,0.856,9:23:43 PM:960,1
181,219.06,0.335,65.42,50.01,0.891,9:23:44 PM:351,1
182,219.29,0.314,60.72,50.00,0.882,9:23:44 PM:726,1
183,219.23,0.383,76.34,49.99,0.909,9:23:45 PM:116,1
184,219.32,0.316,60.74,49.98,0.876,9:23:45 PM:491,1
185,219.37,0.320,62.07,49.99,0.884,9:23:45 PM:882,1
186,219.05,0.318,61.21,50.00,0.879,9:23:46 PM:257,1
187,219.13,0.331,64.13,49.99,0.884,9:23:46 PM:631,1
188,219.12,0.304,58.66,49.99,0.881,9:23:47 PM:022,1
189,219.16,0.301,57.93,50.01,0.878,9:23:47 PM:397,1
190,219.22,0.312,59.40,50.01,0.868,9:23:47 PM:787,1
191,218.97,0.320,62.27,49.99,0.889,9:23:48 PM:162,1
192,219.09,0.303,58.02,49.99,0.874,9:23:48 PM:553,1
193,219.18,0.296,56.13,49.99,0.865,9:23:48 PM:943,1
194,219.12,0.323,62.47,49.99,0.883,9:23:49 PM:334,1
195,219.22,0.323,62.58,49.98,0.884,9:23:49 PM:709,1
196,219.17,0.310,59.47,50.01,0.875,9:23:50 PM:084,1
197,219.22,0.300,57.39,50.01,0.873,9:23:50 PM:459,1
198,219.29,0.321,61.61,49.99,0.875,9:23:50 PM:849,1
199,219.14,0.312,60.32,49.98,0.882,9:23:51 PM:240,1
200,219.25,0.317,61.20,50.00,0.881,9:23:51 PM:630,1
201,219.30,0.314,59.67,49.98,0.866,9:23:52 PM:021,1
202,219.35,0.300,57.34,49.99,0.871,9:23:52 PM:396,1
203,219.43,0.316,61.08,49.99,0.881,9:23:52 PM:786,1
204,219.14,0.255,45.12,49.97,0.807,9:23:53 PM:177,1
205,219.23,0.303,42.16,49.96,0.635,9:23:53 PM:552,1
206,219.37,0.286,45.82,49.98,0.730,9:23:53 PM:942,1
207,219.29,0.280,51.53,49.99,0.839,9:23:54 PM:317,1
208,219.39,0.311,58.81,49.99,0.862,9:23:54 PM:708,1
209,219.34,0.327,63.49,49.99,0.885,9:23:55 PM:098,1
210,219.34,0.327,63.33,49.99,0.883,9:23:55 PM:473,1
211,219.40,0.322,62.42,50.00,0.884,9:23:55 PM:848,1
212,219.12,0.335,62.92,49.99,0.857,9:23:56 PM:239,1
213,219.33,0.328,64.28,49.98,0.893,9:23:56 PM:629,1
214,219.34,0.372,74.06,49.99,0.908,9:23:57 PM:020,1
215,219.36,0.389,76.18,49.98,0.893,9:23:57 PM:410,1
216,219.40,0.342,65.57,49.99,0.874,9:23:57 PM:801,1
217,219.23,0.330,64.42,49.99,0.890,9:23:58 PM:176,1
218,219.19,0.311,59.93,50.01,0.879,9:23:58 PM:551,1
219,219.38,0.315,61.26,49.97,0.886,9:23:58 PM:941,1
220,219.32,0.331,63.13,50.01,0.870,9:23:59 PM:332,1
221,219.50,0.334,64.22,49.99,0.876,9:23:59 PM:707,1
222,219.47,0.331,63.58,49.99,0.875,9:24:00 PM:097,1
223,219.44,0.309,59.20,49.99,0.873,9:24:00 PM:488,1
224,219.31,0.322,62.90,50.04,0.891,9:24:00 PM:863,1
225,219.20,0.357,70.37,49.99,0.899,9:24:01 PM:253,1
226,219.50,0.264,49.25,50.00,0.850,9:24:01 PM:644,1
227,219.46,0.295,56.17,50.00,0.868,9:24:02 PM:019,1
228,219.31,0.285,53.80,49.99,0.861,9:24:02 PM:409,1
229,219.38,0.313,59.82,49.99,0.871,9:24:02 PM:784,1
230,219.27,0.310,59.18,49.99,0.871,9:24:03 PM:175,1
231,219.24,0.272,49.57,49.99,0.831,9:24:03 PM:565,1
232,219.47,0.305,42.34,50.00,0.633,9:24:03 PM:956,1
233,219.40,0.314,60.57,50.01,0.879,9:24:04 PM:346,1
234,219.49,0.324,62.91,49.99,0.885,9:24:04 PM:737,1
235,219.33,0.325,62.91,49.99,0.883,9:24:05 PM:127,1
236,219.27,0.303,58.34,50.00,0.878,9:24:05 PM:518,1
237,219.25,0.293,55.87,49.99,0.870,9:24:05 PM:903,1
238,219.22,0.329,64.07,49.99,0.888,9:24:06 PM:294,1
239,219.30,0.291,54.93,50.00,0.861,9:24:06 PM:669,1
240,219.21,0.306,58.92,50.00,0.878,9:24:07 PM:059,1
241,219.24,0.304,58.44,49.99,0.877,9:24:07 PM:434,1
242,219.24,0.320,61.48,50.01,0.876,9:24:07 PM:825,1
243,219.19,0.318,61.12,49.99,0.877,9:24:08 PM:215,1
244,219.25,0.318,61.41,50.01,0.881,9:24:08 PM:590,1
245,219.40,0.313,60.33,50.01,0.879,9:24:08 PM:981,1
246,219.26,0.320,61.98,50.01,0.883,9:24:09 PM:371,1
247,219.45,0.314,60.79,49.99,0.882,9:24:09 PM:746,1
248,219.31,0.296,56.96,49.99,0.877,9:24:10 PM:137,1
249,219.30,0.320,60.91,50.00,0.868,9:24:10 PM:527,1
250,219.27,0.288,54.61,49.99,0.865,9:24:10 PM:918,1
251,219.30,0.308,59.29,50.00,0.878,9:24:11 PM:308,1
252,219.54,0.307,59.08,50.00,0.877,9:24:11 PM:699,1
253,219.56,0.313,59.77,50.01,0.870,9:24:12 PM:074,1
254,219.47,0.306,51.91,50.02,0.773,9:24:12 PM:449,1
255,219.54,0.313,58.89,50.01,0.857,9:24:12 PM:839,1
256,219.36,0.321,61.31,50.01,0.871,9:24:13 PM:230,1
257,219.34,0.317,61.53,50.01,0.885,9:24:13 PM:605,1
258,219.43,0.311,60.10,50.01,0.881,9:24:13 PM:995,1
259,219.46,0.285,54.33,50.00,0.869,9:24:14 PM:386,1
260,219.51,0.307,58.26,50.01,0.864,9:24:14 PM:761,1
261,219.35,0.296,56.51,50.02,0.870,9:24:15 PM:136,1
262,219.39,0.313,60.41,50.02,0.880,9:24:15 PM:526,1
263,219.29,0.284,53.75,50.03,0.863,9:24:15 PM:917,1
264,219.32,0.270,46.11,50.01,0.779,9:24:16 PM:292,1
265,219.42,0.274,49.05,50.01,0.816,9:24:16 PM:667,1
266,219.46,0.323,58.30,50.02,0.822,9:24:17 PM:042,1
267,219.51,0.285,44.02,50.01,0.704,9:24:17 PM:432,1
268,219.56,0.310,59.56,50.03,0.875,9:24:17 PM:807,1
269,219.39,0.341,64.17,50.00,0.858,9:24:18 PM:182,1
270,219.38,0.319,61.61,50.01,0.880,9:24:18 PM:572,1
271,219.38,0.305,58.02,50.02,0.867,9:24:18 PM:963,1
272,219.43,0.318,61.64,50.02,0.883,9:24:19 PM:338,1
273,219.56,0.314,60.69,50.04,0.880,9:24:19 PM:713,1
274,219.52,0.324,62.31,50.03,0.876,9:24:20 PM:103,1
275,219.37,0.306,58.46,50.03,0.871,9:24:20 PM:478,1
276,219.33,0.333,65.04,50.04,0.891,9:24:20 PM:869,1
277,219.38,0.321,62.25,50.03,0.884,9:24:21 PM:244,1
278,219.44,0.321,62.15,50.03,0.882,9:24:21 PM:619,1
279,219.56,0.304,58.45,50.03,0.876,9:24:21 PM:993,1
280,219.39,0.290,55.54,50.05,0.873,9:24:22 PM:384,1
281,219.40,0.323,62.14,50.04,0.877,9:24:22 PM:759,1
282,219.31,0.295,56.10,50.03,0.867,9:24:23 PM:149,1
283,219.23,0.305,58.40,50.03,0.873,9:24:23 PM:540,1
284,219.20,0.296,56.47,50.03,0.870,9:24:23 PM:931,1
285,219.28,0.318,60.56,50.03,0.868,9:24:24 PM:305,1
286,219.38,0.313,60.40,50.03,0.880,9:24:24 PM:680,1
287,219.40,0.313,60.42,50.05,0.880,9:24:25 PM:055,1
288,219.23,0.304,57.91,50.03,0.869,9:24:25 PM:446,1
289,219.29,0.310,59.38,50.04,0.873,9:24:25 PM:836,1
290,219.23,0.309,59.75,50.05,0.882,9:24:26 PM:211,1
291,219.29,0.302,57.70,50.06,0.871,9:24:26 PM:586,1
292,219.42,0.241,39.63,50.05,0.749,9:24:26 PM:977,1
293,219.33,0.287,44.35,50.04,0.705,9:24:27 PM:352,1
294,219.40,0.308,59.40,50.05,0.879,9:24:27 PM:737,1
295,219.35,0.312,60.07,50.04,0.878,9:24:28 PM:127,1
296,219.43,0.301,57.10,50.02,0.864,9:24:28 PM:502,1
297,219.46,0.313,60.84,50.04,0.886,9:24:28 PM:877,1
298,219.40,0.317,61.55,50.05,0.885,9:24:29 PM:252,1
299,219.63,0.280,52.97,50.04,0.861,9:24:29 PM:643,1
300,219.59,0.307,58.71,50.04,0.871,9:24:30 PM:033,1
301,219.42,0.295,56.55,50.04,0.874,9:24:30 PM:408,1
302,219.49,0.320,62.09,50.05,0.884,9:24:30 PM:783,1
303,219.40,0.319,61.04,50.04,0.872,9:24:31 PM:174,1
304,219.43,0.331,63.80,50.04,0.878,9:24:31 PM:564,1
305,219.61,0.295,56.29,50.05,0.869,9:24:31 PM:939,1
306,219.44,0.303,58.08,50.04,0.874,9:24:32 PM:330,1
307,219.35,0.351,69.02,50.04,0.896,9:24:32 PM:704,1
308,219.33,0.367,72.82,50.03,0.905,9:24:33 PM:095,1
309,219.21,0.371,74.16,50.04,0.912,9:24:33 PM:470,1
310,219.37,0.359,71.25,50.05,0.905,9:24:33 PM:860,1
311,219.12,0.375,74.62,50.06,0.908,9:24:34 PM:235,1
312,219.27,0.347,68.24,50.04,0.897,9:24:34 PM:626,1
313,219.25,0.346,68.18,50.04,0.899,9:24:35 PM:016,1
314,218.96,0.323,61.86,50.05,0.875,9:24:35 PM:407,1
315,219.03,0.383,76.77,50.04,0.915,9:24:35 PM:797,1
316,219.03,0.297,56.65,50.03,0.871,9:24:36 PM:188,1
317,219.02,0.301,57.61,50.04,0.874,9:24:36 PM:579,1
318,219.03,0.310,59.54,50.03,0.877,9:24:36 PM:969,1
319,218.98,0.321,61.94,50.03,0.881,9:24:37 PM:344,1
320,219.15,0.309,59.65,50.04,0.881,9:24:37 PM:719,1
321,219.10,0.313,60.36,50.04,0.880,9:24:38 PM:094,1
322,219.09,0.310,59.12,50.03,0.870,9:24:38 PM:484,1
323,219.17,0.322,62.41,50.03,0.884,9:24:38 PM:859,1
324,219.00,0.315,60.84,50.04,0.882,9:24:39 PM:250,1
325,219.15,0.284,54.05,50.01,0.868,9:24:39 PM:640,1
326,219.19,0.311,58.41,50.03,0.857,9:24:40 PM:031,1
327,218.94,0.297,56.68,50.05,0.872,9:24:40 PM:421,1
328,219.07,0.307,58.99,50.05,0.877,9:24:40 PM:812,1
329,218.98,0.270,45.64,50.04,0.772,9:24:41 PM:202,1
330,218.88,0.322,61.56,50.04,0.873,9:24:41 PM:577,1
331,219.13,0.314,60.71,50.05,0.882,9:24:41 PM:952,1
332,219.02,0.341,66.28,50.05,0.887,9:24:42 PM:343,1
333,219.00,0.311,58.99,50.04,0.866,9:24:42 PM:718,1
334,219.07,0.313,60.59,50.03,0.884,9:24:43 PM:093,1
335,219.05,0.224,38.18,50.04,0.778,9:24:43 PM:468,1
336,219.08,0.258,43.88,50.02,0.776,9:24:43 PM:843,1
337,218.87,0.339,61.09,50.04,0.823,9:24:44 PM:217,1
338,218.91,0.312,60.36,50.05,0.884,9:24:44 PM:592,1
339,219.22,0.267,47.88,50.02,0.818,9:24:44 PM:967,1
340,219.05,0.246,42.35,50.04,0.786,9:24:45 PM:358,1
341,219.24,0.252,37.11,50.03,0.672,9:24:45 PM:733,1
342,219.21,0.287,53.33,50.05,0.848,9:24:46 PM:108,1
343,219.04,0.302,57.96,50.03,0.876,9:24:46 PM:483,1
344,219.12,0.318,60.97,50.06,0.875,9:24:46 PM:873,1
345,219.16,0.274,51.35,50.04,0.855,9:24:47 PM:248,1
346,219.14,0.325,63.41,50.03,0.890,9:24:47 PM:623,1
347,219.16,0.317,61.26,50.04,0.882,9:24:48 PM:013,1
348,219.16,0.291,55.20,50.03,0.866,9:24:48 PM:404,1
349,219.19,0.305,58.78,50.01,0.879,9:24:48 PM:794,1
350,218.95,0.292,55.82,50.02,0.873,9:24:49 PM:185,1
351,219.00,0.317,61.05,50.03,0.879,9:24:49 PM:575,1
352,219.10,0.298,56.56,50.02,0.866,9:24:49 PM:961,1
353,218.94,0.316,61.02,50.03,0.882,9:24:50 PM:351,1
354,219.06,0.308,57.82,50.03,0.857,9:24:50 PM:742,1
355,219.14,0.327,53.35,50.02,0.745,9:24:51 PM:132,1
356,219.07,0.294,55.84,50.04,0.867,9:24:51 PM:523,1
357,219.24,0.296,56.91,50.04,0.877,9:24:51 PM:913,1
358,219.12,0.314,59.80,50.03,0.869,9:24:52 PM:304,1
359,219.08,0.306,58.64,50.02,0.875,9:24:52 PM:679,1
360,219.16,0.309,59.24,50.03,0.875,9:24:53 PM:054,1
361,219.02,0.301,57.85,50.02,0.878,9:24:53 PM:444,1
362,219.07,0.314,60.23,50.03,0.876,9:24:53 PM:835,1
363,219.04,0.316,61.08,50.02,0.882,9:24:54 PM:210,1
364,218.90,0.320,61.99,50.03,0.885,9:24:54 PM:585,1
365,219.09,0.305,57.96,50.02,0.867,9:24:54 PM:975,1
366,218.92,0.319,61.92,50.01,0.887,9:24:55 PM:350,1
367,219.12,0.310,59.84,50.04,0.881,9:24:55 PM:740,1
368,219.09,0.287,54.72,49.99,0.870,9:24:56 PM:131,1
369,219.03,0.310,58.45,50.02,0.861,9:24:56 PM:522,1
370,219.14,0.331,63.91,50.01,0.881,9:24:56 PM:912,1
371,219.11,0.310,57.67,50.02,0.849,9:24:57 PM:303,1
372,219.05,0.287,54.55,50.01,0.868,9:24:57 PM:678,1
373,218.92,0.313,60.33,50.02,0.880,9:24:58 PM:052,1
374,218.88,0.297,57.01,50.01,0.877,9:24:58 PM:427,1
375,219.02,0.307,59.03,50.02,0.878,9:24:58 PM:802,1
376,219.12,0.199,31.13,50.02,0.714,9:24:59 PM:193,1
377,219.01,0.336,62.54,50.02,0.850,9:24:59 PM:583,1
378,219.22,0.274,51.20,50.03,0.852,9:24:59 PM:958,1
379,219.06,0.316,60.02,50.02,0.867,9:25:00 PM:349,1
380,219.22,0.205,32.56,50.00,0.724,9:25:00 PM:724,1
381,219.10,0.263,48.66,50.01,0.845,9:25:01 PM:099,1
382,218.98,0.324,63.04,50.02,0.888,9:25:01 PM:489,1
383,219.28,0.282,53.13,50.01,0.859,9:25:01 PM:880,1
384,219.21,0.309,59.43,50.02,0.877,9:25:02 PM:270,1
385,219.13,0.268,50.21,50.01,0.855,9:25:02 PM:661,1
386,219.15,0.320,62.07,50.01,0.885,9:25:03 PM:036,1
387,219.02,0.272,48.98,50.02,0.822,9:25:03 PM:426,1
388,219.02,0.347,68.36,50.00,0.900,9:25:03 PM:817,1
389,219.15,0.309,59.74,50.01,0.882,9:25:04 PM:207,1
390,219.08,0.320,61.97,50.02,0.884,9:25:04 PM:598,1
391,218.98,0.307,58.77,50.02,0.874,9:25:04 PM:973,1
392,218.99,0.319,62.13,50.01,0.889,9:25:05 PM:363,1
393,219.04,0.322,62.39,50.00,0.885,9:25:05 PM:754,1
394,219.12,0.278,52.39,50.01,0.860,9:25:06 PM:144,1
395,218.92,0.314,59.49,50.00,0.865,9:25:06 PM:535,1
396,219.17,0.253,45.45,50.02,0.820,9:25:06 PM:925,1
397,219.17,0.318,54.80,50.02,0.786,9:25:07 PM:316,1
398,219.10,0.305,57.65,50.00,0.863,9:25:07 PM:706,1
