??,??(V),??(A),??(W),??(Hz),????,??,??
394,218.53,0.454,60.05,50.03,0.605,8:08:10 PM:403,1
395,218.54,0.383,68.32,50.03,0.816,8:08:10 PM:781,1
396,218.54,0.368,66.39,50.03,0.825,8:08:11 PM:154,1
397,218.32,0.336,63.48,50.04,0.865,8:08:11 PM:530,1
398,218.47,0.248,44.55,50.03,0.822,8:08:11 PM:903,1
399,218.54,0.344,67.73,50.04,0.901,8:08:12 PM:278,1
400,218.42,0.357,69.32,50.03,0.889,8:08:12 PM:653,1
401,218.59,0.356,69.91,50.03,0.898,8:08:13 PM:027,1
402,218.49,0.380,75.25,50.03,0.906,8:08:13 PM:402,1
403,218.37,0.390,78.09,50.05,0.917,8:08:13 PM:778,1
404,218.54,0.404,81.27,50.04,0.920,8:08:14 PM:152,1
405,218.48,0.331,58.90,50.04,0.814,8:08:14 PM:525,1
406,218.43,0.385,75.58,50.02,0.899,8:08:14 PM:900,1
407,218.43,0.395,78.57,50.03,0.911,8:08:15 PM:277,1
408,218.27,0.413,74.34,50.03,0.825,8:08:15 PM:649,1
409,218.46,0.326,63.53,50.02,0.892,8:08:16 PM:025,1
410,218.43,0.390,75.96,50.04,0.892,8:08:16 PM:401,1
411,218.47,0.313,57.59,50.03,0.842,8:08:16 PM:775,1
412,218.46,0.349,68.55,50.03,0.899,8:08:17 PM:150,1
413,218.38,0.350,68.27,50.04,0.893,8:08:17 PM:524,1
414,218.42,0.295,54.74,50.04,0.850,8:08:17 PM:910,1
415,218.54,0.217,37.00,50.03,0.780,8:08:18 PM:283,1
416,218.40,0.332,64.25,50.04,0.886,8:08:18 PM:656,1
417,218.60,0.321,54.42,50.02,0.775,8:08:19 PM:029,1
418,218.61,0.406,81.39,50.02,0.917,8:08:19 PM:402,1
419,218.47,0.336,65.98,50.04,0.899,8:08:19 PM:777,1
420,218.52,0.342,66.24,50.02,0.886,8:08:20 PM:151,1
421,218.55,0.361,71.26,50.02,0.903,8:08:20 PM:523,1
422,218.37,0.378,74.71,50.04,0.905,8:08:20 PM:901,1
423,218.41,0.373,71.63,50.03,0.879,8:08:21 PM:274,1
424,218.30,0.418,83.89,50.03,0.919,8:08:21 PM:650,1
425,218.59,0.338,65.57,50.04,0.887,8:08:22 PM:025,1
426,218.68,0.340,66.01,50.02,0.888,8:08:22 PM:399,1
427,218.59,0.381,75.96,50.03,0.912,8:08:22 PM:772,1
428,218.60,0.358,70.75,50.02,0.904,8:08:23 PM:145,1
429,218.42,0.386,76.25,50.03,0.904,8:08:23 PM:519,1
430,218.30,0.373,73.46,50.03,0.902,8:08:23 PM:892,1
431,218.41,0.390,77.13,50.01,0.906,8:08:24 PM:264,1
432,218.51,0.398,74.87,50.02,0.861,8:08:24 PM:642,1
433,218.60,0.309,59.47,50.03,0.880,8:08:25 PM:017,1
434,218.57,0.340,64.47,50.02,0.868,8:08:25 PM:392,1
435,218.47,0.390,77.37,50.02,0.908,8:08:25 PM:768,1
436,218.58,0.323,61.08,50.02,0.865,8:08:26 PM:143,1
437,218.46,0.411,82.89,50.01,0.923,8:08:26 PM:518,1
438,218.36,0.405,80.99,50.02,0.916,8:08:26 PM:895,1
439,218.52,0.395,78.90,50.02,0.914,8:08:27 PM:271,1
440,218.54,0.477,72.03,50.03,0.691,8:08:27 PM:647,1
441,218.47,0.359,70.22,50.02,0.895,8:08:28 PM:020,1
442,218.58,0.364,69.57,50.01,0.874,8:08:28 PM:397,1
443,218.57,0.400,79.29,50.02,0.907,8:08:28 PM:770,1
444,218.70,0.396,79.21,50.02,0.915,8:08:29 PM:145,1
445,218.58,0.438,88.87,50.01,0.928,8:08:29 PM:520,1
446,218.37,0.437,88.14,50.01,0.924,8:08:29 PM:895,1
447,218.51,0.404,81.46,50.01,0.923,8:08:30 PM:271,1
448,218.52,0.387,61.54,50.02,0.728,8:08:30 PM:645,1
449,218.44,0.274,48.19,50.02,0.805,8:08:31 PM:018,1
450,218.49,0.400,78.23,50.01,0.895,8:08:31 PM:395,1
451,218.36,0.382,75.78,50.02,0.908,8:08:31 PM:770,1
452,218.61,0.369,72.29,50.00,0.896,8:08:32 PM:143,1
453,218.67,0.401,80.53,50.01,0.918,8:08:32 PM:521,1
454,218.64,0.361,71.00,50.02,0.900,8:08:32 PM:894,1
455,218.69,0.305,47.31,50.02,0.709,8:08:33 PM:268,1
456,218.52,0.326,63.65,50.02,0.893,8:08:33 PM:640,1
457,218.53,0.352,69.39,50.01,0.902,8:08:34 PM:016,1
458,218.69,0.313,59.00,50.02,0.862,8:08:34 PM:390,1
459,218.67,0.340,63.00,50.03,0.847,8:08:34 PM:764,1
460,218.62,0.363,70.10,50.00,0.883,8:08:35 PM:141,1
461,218.71,0.361,71.48,50.01,0.905,8:08:35 PM:516,1
462,218.42,0.340,66.63,50.01,0.897,8:08:35 PM:888,1
463,218.56,0.344,67.74,50.01,0.901,8:08:36 PM:263,1
464,218.63,0.351,69.19,50.01,0.902,8:08:36 PM:636,1
465,218.61,0.369,72.79,50.02,0.902,8:08:37 PM:015,1
466,218.55,0.377,74.68,50.02,0.906,8:08:37 PM:388,1
467,218.55,0.422,84.84,50.01,0.920,8:08:37 PM:765,1
468,218.56,0.282,51.79,50.01,0.840,8:08:38 PM:138,1
469,218.52,0.396,79.54,50.01,0.919,8:08:38 PM:511,1
470,218.59,0.351,66.89,50.01,0.872,8:08:38 PM:901,1
471,218.54,0.331,64.74,50.01,0.895,8:08:39 PM:276,1
472,218.54,0.313,58.28,50.00,0.852,8:08:39 PM:662,1
473,218.80,0.225,39.44,50.02,0.801,8:08:40 PM:033,1
474,218.69,0.272,46.86,50.00,0.788,8:08:40 PM:406,1
475,218.49,0.334,65.04,49.99,0.891,8:08:40 PM:780,1
476,218.47,0.317,59.01,50.00,0.852,8:08:41 PM:154,1
477,218.42,0.345,67.94,50.01,0.902,8:08:41 PM:546,1
478,218.47,0.333,63.56,50.01,0.874,8:08:41 PM:922,1
479,218.60,0.319,61.31,50.01,0.879,8:08:42 PM:296,1
480,218.63,0.384,76.09,49.99,0.906,8:08:42 PM:668,1
481,218.55,0.339,66.24,49.99,0.894,8:08:43 PM:043,1
482,218.35,0.348,67.89,49.99,0.894,8:08:43 PM:430,1
483,218.45,0.270,48.87,50.01,0.829,8:08:43 PM:802,1
484,218.64,0.390,72.01,49.99,0.844,8:08:44 PM:172,1
485,218.57,0.353,69.26,50.00,0.898,8:08:44 PM:546,1
486,218.52,0.339,66.10,276.63,0.892,8:08:44 PM:918,1
487,218.65,0.311,58.24,49.99,0.857,8:08:45 PM:293,1
488,218.57,0.384,69.74,49.99,0.831,8:08:45 PM:683,1
489,218.41,0.318,60.24,50.00,0.867,8:08:46 PM:057,1
490,218.54,0.302,53.77,49.98,0.815,8:08:46 PM:430,1
491,218.59,0.340,65.30,49.99,0.879,8:08:46 PM:803,1
492,218.60,0.319,60.46,49.99,0.867,8:08:47 PM:176,1
493,218.65,0.282,51.21,49.99,0.831,8:08:47 PM:550,1
494,218.65,0.377,54.07,49.99,0.656,8:08:47 PM:923,1
495,218.73,0.331,64.55,49.99,0.892,8:08:48 PM:295,1
496,218.73,0.333,48.93,50.00,0.672,8:08:48 PM:669,1
497,218.85,0.222,38.60,49.98,0.794,8:08:49 PM:042,1
498,218.84,0.367,70.59,50.00,0.879,8:08:49 PM:434,1
499,218.82,0.319,61.97,50.00,0.888,8:08:49 PM:810,1
500,218.88,0.263,47.84,49.99,0.831,8:08:50 PM:197,1
501,218.83,0.342,48.25,50.02,0.645,8:08:50 PM:570,1
502,218.79,0.417,49.85,49.96,0.546,8:08:50 PM:942,1
503,218.52,0.280,43.09,50.00,0.704,8:08:51 PM:317,1
504,218.43,0.409,79.94,49.98,0.895,8:08:51 PM:690,1
505,218.79,0.313,60.33,49.99,0.881,8:08:52 PM:064,1
506,218.95,0.289,52.81,49.97,0.835,8:08:52 PM:437,1
507,219.02,0.274,50.12,49.99,0.835,8:08:52 PM:811,1
508,218.91,0.301,53.55,49.99,0.813,8:08:53 PM:184,1
509,218.91,0.254,44.98,49.98,0.809,8:08:53 PM:574,1
510,218.90,0.274,50.40,49.97,0.840,8:08:53 PM:945,1
511,218.95,0.248,44.71,49.99,0.823,8:08:54 PM:318,1
512,218.91,0.302,54.15,49.99,0.819,8:08:54 PM:690,1
513,219.01,0.251,45.04,49.99,0.819,8:08:55 PM:062,1
514,218.96,0.272,49.77,49.98,0.836,8:08:55 PM:436,1
515,218.57,0.276,50.77,49.99,0.842,8:08:55 PM:824,1
516,218.67,0.302,52.74,49.98,0.799,8:08:56 PM:194,1
517,218.67,0.254,44.44,49.97,0.800,8:08:56 PM:569,1
518,218.73,0.281,51.88,49.98,0.844,8:08:56 PM:941,1
519,218.73,0.264,48.58,50.00,0.841,8:08:57 PM:316,1
520,218.74,0.300,54.82,49.99,0.835,8:08:57 PM:688,1
521,218.66,0.282,51.93,49.98,0.842,8:08:58 PM:076,1
522,218.73,0.293,52.55,49.99,0.820,8:08:58 PM:465,1
523,218.65,0.247,43.68,49.98,0.809,8:08:58 PM:836,1
524,218.76,0.281,51.21,49.97,0.833,8:08:59 PM:209,1
525,218.59,0.286,52.79,49.97,0.844,8:08:59 PM:580,1
526,218.53,0.299,55.26,49.99,0.846,8:08:59 PM:954,1
527,218.74,0.313,43.04,49.98,0.629,8:09:00 PM:329,1
528,218.76,0.283,50.42,49.98,0.814,8:09:00 PM:700,1
529,218.67,0.277,51.90,49.98,0.857,8:09:01 PM:074,1
530,218.57,0.303,57.23,49.98,0.864,8:09:01 PM:445,1
531,218.71,0.232,40.17,49.98,0.792,8:09:01 PM:816,1
532,218.81,0.253,45.12,49.98,0.815,8:09:02 PM:190,1
533,218.88,0.259,46.97,49.98,0.829,8:09:02 PM:563,1
534,218.76,0.274,49.63,49.98,0.828,8:09:02 PM:935,1
535,218.83,0.223,38.68,49.97,0.793,8:09:03 PM:325,1
536,218.71,0.283,52.34,49.98,0.846,8:09:03 PM:698,1
537,218.74,0.267,49.10,49.97,0.841,8:09:04 PM:069,1
538,218.86,0.298,55.19,49.99,0.846,8:09:04 PM:442,1
539,218.90,0.250,44.40,49.96,0.811,8:09:04 PM:814,1
540,218.92,0.269,47.78,49.98,0.811,8:09:05 PM:188,1
541,218.81,0.231,40.50,49.96,0.801,8:09:05 PM:561,1
542,218.72,0.268,49.31,49.98,0.841,8:09:05 PM:936,1
543,218.73,0.261,48.09,49.98,0.842,8:09:06 PM:308,1
544,218.68,0.278,50.76,49.99,0.835,8:09:06 PM:683,1
545,218.74,0.229,40.39,49.98,0.806,8:09:07 PM:058,1
546,218.71,0.277,50.60,49.98,0.835,8:09:07 PM:429,1
547,218.70,0.270,49.44,49.99,0.837,8:09:07 PM:805,1
548,218.81,0.267,48.69,49.97,0.833,8:09:08 PM:177,1
549,218.82,0.261,47.35,49.97,0.829,8:09:08 PM:552,1
550,218.71,0.269,47.57,49.98,0.809,8:09:08 PM:923,1
551,218.74,0.237,41.59,49.96,0.802,8:09:09 PM:296,1
552,218.81,0.249,44.92,49.98,0.824,8:09:09 PM:668,1
553,218.92,0.283,53.23,49.98,0.859,8:09:10 PM:040,1
554,218.86,0.311,58.65,49.98,0.862,8:09:10 PM:412,1
555,218.76,0.257,46.77,49.99,0.832,8:09:10 PM:787,1
556,218.78,0.293,51.11,49.98,0.797,8:09:11 PM:160,1
557,218.40,0.281,51.60,49.97,0.841,8:09:11 PM:532,1
558,218.51,0.287,53.59,49.99,0.855,8:09:11 PM:907,1
559,218.83,0.220,38.09,49.98,0.791,8:09:12 PM:295,1
560,218.93,0.262,46.63,49.98,0.813,8:09:12 PM:667,1
561,218.84,0.243,42.96,49.97,0.808,8:09:13 PM:038,1
562,218.74,0.255,46.19,49.98,0.828,8:09:13 PM:410,1
563,218.61,0.239,43.15,49.98,0.826,8:09:13 PM:783,1
564,218.68,0.273,48.85,49.97,0.818,8:09:14 PM:172,1
565,218.77,0.257,45.62,49.98,0.811,8:09:14 PM:559,1
566,218.83,0.263,48.54,49.98,0.843,8:09:14 PM:933,1
567,218.82,0.253,46.43,49.98,0.839,8:09:15 PM:304,1
568,218.67,0.298,56.06,49.97,0.860,8:09:15 PM:677,1
569,218.62,0.244,43.51,49.97,0.816,8:09:16 PM:050,1
570,218.63,0.298,56.68,49.97,0.870,8:09:16 PM:437,1
571,218.44,0.284,53.66,49.98,0.865,8:09:16 PM:811,1
572,218.52,0.271,50.03,49.99,0.845,8:09:17 PM:184,1
573,218.57,0.290,54.26,49.97,0.856,8:09:17 PM:558,1
574,218.54,0.266,48.55,49.98,0.835,8:09:17 PM:928,1
575,218.61,0.269,48.81,49.98,0.830,8:09:18 PM:313,1
576,218.66,0.275,50.96,49.97,0.848,8:09:18 PM:701,1
577,218.66,0.260,47.87,49.98,0.842,8:09:19 PM:075,1
578,218.58,0.291,53.41,49.96,0.840,8:09:19 PM:446,1
579,218.50,0.281,52.64,49.98,0.857,8:09:19 PM:818,1
580,218.60,0.293,55.71,49.98,0.870,8:09:20 PM:190,1
581,218.50,0.331,64.67,49.99,0.894,8:09:20 PM:563,1
582,218.44,0.315,59.02,49.98,0.858,8:09:20 PM:937,1
583,218.53,0.236,42.06,49.98,0.815,8:09:21 PM:308,1
584,218.45,0.289,52.41,49.97,0.830,8:09:21 PM:681,1
585,218.64,0.263,40.73,49.99,0.708,8:09:22 PM:054,1
586,218.68,0.327,54.41,49.98,0.761,8:09:22 PM:426,1
587,218.77,0.289,54.62,49.98,0.864,8:09:22 PM:801,1
588,218.82,0.305,57.09,49.98,0.855,8:09:23 PM:188,1
589,218.76,0.277,50.18,49.97,0.828,8:09:23 PM:560,1
590,218.70,0.297,56.62,49.99,0.872,8:09:23 PM:933,1
591,218.77,0.270,50.14,49.98,0.849,8:09:24 PM:304,1
592,218.89,0.297,55.07,49.98,0.847,8:09:24 PM:690,1
593,218.90,0.233,41.48,49.98,0.813,8:09:25 PM:064,1
594,218.91,0.294,53.88,49.98,0.837,8:09:25 PM:450,1
595,218.69,0.280,52.13,49.98,0.851,8:09:25 PM:823,1
596,218.69,0.304,58.33,49.97,0.877,8:09:26 PM:197,1
597,218.81,0.298,54.91,49.99,0.842,8:09:26 PM:569,1
598,218.69,0.298,56.40,50.00,0.865,8:09:26 PM:943,1
599,218.91,0.269,48.18,49.97,0.818,8:09:27 PM:314,1
600,218.87,0.313,58.25,49.99,0.850,8:09:27 PM:703,1
601,218.88,0.258,46.01,49.98,0.815,8:09:28 PM:074,1
602,218.91,0.321,60.76,49.99,0.865,8:09:28 PM:448,1
603,218.81,0.346,55.64,49.99,0.735,8:09:28 PM:823,1
604,218.63,0.322,62.00,49.99,0.881,8:09:29 PM:197,1
605,218.54,0.327,60.62,50.01,0.848,8:09:29 PM:571,1
606,218.50,0.329,58.13,49.99,0.809,8:09:29 PM:945,1
607,218.70,0.332,44.19,50.00,0.609,8:09:30 PM:317,1
608,218.70,0.273,47.96,277.09,0.803,8:09:30 PM:691,1
609,218.58,0.280,51.86,49.99,0.847,8:09:31 PM:067,1
610,218.60,0.268,48.41,50.02,0.826,8:09:31 PM:441,1
611,218.36,0.271,49.43,50.01,0.835,8:09:31 PM:815,1
612,218.42,0.293,52.64,50.02,0.822,8:09:32 PM:204,1
613,218.69,0.288,54.33,50.00,0.863,8:09:32 PM:574,1
614,218.58,0.273,49.84,50.02,0.835,8:09:32 PM:948,1
615,218.57,0.229,40.55,50.01,0.810,8:09:33 PM:320,1
616,218.57,0.275,49.98,50.02,0.831,8:09:33 PM:705,1
617,218.60,0.287,52.34,50.01,0.834,8:09:34 PM:078,1
618,218.57,0.282,50.52,50.03,0.820,8:09:34 PM:450,1
619,218.62,0.239,42.28,50.03,0.809,8:09:34 PM:822,1
620,218.70,0.292,54.45,50.02,0.853,8:09:35 PM:196,1
621,218.64,0.274,50.91,50.04,0.850,8:09:35 PM:569,1
622,218.59,0.294,54.69,50.04,0.851,8:09:35 PM:954,1
623,218.72,0.242,43.16,50.04,0.815,8:09:36 PM:327,1
624,218.75,0.299,56.38,50.04,0.862,8:09:36 PM:698,1
625,218.44,0.310,59.12,50.03,0.873,8:09:37 PM:071,1
626,218.49,0.269,48.80,50.04,0.830,8:09:37 PM:442,1
627,218.56,0.251,45.80,50.03,0.835,8:09:37 PM:829,1
628,218.61,0.271,49.25,50.04,0.831,8:09:38 PM:201,1
629,218.66,0.239,42.07,50.05,0.805,8:09:38 PM:572,1
630,218.62,0.252,45.98,50.04,0.835,8:09:38 PM:942,1
631,218.56,0.249,44.99,50.04,0.827,8:09:39 PM:331,1
632,218.53,0.269,48.88,50.04,0.831,8:09:39 PM:701,1
633,218.72,0.391,38.42,50.04,0.449,8:09:40 PM:074,1
634,218.74,0.307,56.36,50.05,0.839,8:09:40 PM:442,1
635,218.70,0.269,49.44,50.06,0.840,8:09:40 PM:816,1
636,218.58,0.328,47.89,50.05,0.668,8:09:41 PM:187,1
637,218.37,0.237,42.01,50.05,0.812,8:09:41 PM:560,1
638,218.31,0.278,49.21,50.05,0.811,8:09:41 PM:932,1
639,218.40,0.288,53.81,50.05,0.855,8:09:42 PM:304,1
640,218.66,0.285,53.00,50.07,0.851,8:09:42 PM:683,1
641,218.52,0.271,50.92,50.05,0.860,8:09:43 PM:056,1
642,218.47,0.305,56.23,50.04,0.844,8:09:43 PM:444,1
643,218.45,0.272,49.86,50.04,0.839,8:09:43 PM:832,1
644,218.50,0.260,47.90,50.06,0.843,8:09:44 PM:202,1
645,218.68,0.262,48.01,50.05,0.838,8:09:44 PM:573,1
646,218.65,0.299,55.66,50.06,0.851,8:09:44 PM:947,1
647,218.49,0.263,46.83,50.06,0.815,8:09:45 PM:319,1
648,218.49,0.291,54.65,50.03,0.859,8:09:45 PM:707,1
649,218.37,0.275,51.31,50.06,0.854,8:09:46 PM:081,1
650,218.42,0.286,52.37,50.03,0.838,8:09:46 PM:454,1
651,218.44,0.250,42.97,50.05,0.787,8:09:46 PM:827,1
652,218.44,0.270,47.82,50.03,0.811,8:09:47 PM:200,1
653,218.44,0.261,45.35,50.04,0.795,8:09:47 PM:571,1
654,218.42,0.266,49.18,50.04,0.846,8:09:47 PM:957,1
655,218.45,0.270,41.23,50.05,0.699,8:09:48 PM:328,1
656,218.63,0.282,51.49,50.03,0.835,8:09:48 PM:702,1
657,218.55,0.226,39.57,50.04,0.801,8:09:49 PM:074,1
658,218.41,0.270,48.73,50.03,0.826,8:09:49 PM:448,1
659,218.37,0.263,48.65,50.04,0.847,8:09:49 PM:821,1
660,218.51,0.262,47.32,50.03,0.827,8:09:50 PM:193,1
661,218.59,0.235,39.38,50.04,0.767,8:09:50 PM:582,1
662,218.48,0.265,48.09,50.04,0.831,8:09:50 PM:954,1
663,218.31,0.258,47.35,50.03,0.841,8:09:51 PM:325,1
664,218.31,0.268,49.71,50.06,0.850,8:09:51 PM:698,1
665,218.31,0.300,44.93,50.04,0.686,8:09:52 PM:071,1
666,218.24,0.295,53.31,50.04,0.828,8:09:52 PM:443,1
667,218.63,0.258,45.72,50.03,0.811,8:09:52 PM:832,1
668,218.64,0.253,45.95,50.03,0.831,8:09:53 PM:206,1
669,218.44,0.287,54.18,50.06,0.864,8:09:53 PM:580,1
670,218.36,0.333,64.23,50.04,0.883,8:09:53 PM:953,1
671,218.48,0.271,50.19,50.03,0.848,8:09:54 PM:329,1
672,218.54,0.311,59.75,50.03,0.879,8:09:54 PM:702,1
673,218.41,0.313,59.29,50.04,0.867,8:09:55 PM:074,1
674,218.53,0.267,48.96,50.02,0.839,8:09:55 PM:445,1
675,218.44,0.266,47.99,50.05,0.826,8:09:55 PM:819,1
676,218.35,0.317,59.59,50.05,0.861,8:09:56 PM:206,1
677,218.50,0.265,48.23,50.03,0.833,8:09:56 PM:582,1
678,218.51,0.297,56.60,50.04,0.872,8:09:56 PM:955,1
679,218.53,0.282,52.92,50.05,0.859,8:09:57 PM:330,1
680,218.45,0.297,56.03,50.04,0.864,8:09:57 PM:702,1
681,218.66,0.273,38.08,50.05,0.638,8:09:58 PM:074,1
682,218.70,0.294,54.90,50.04,0.854,8:09:58 PM:447,1
683,218.58,0.276,50.84,50.05,0.843,8:09:58 PM:834,1
684,218.50,0.298,57.00,50.05,0.875,8:09:59 PM:209,1
685,218.50,0.268,47.04,50.05,0.803,8:09:59 PM:583,1
686,218.49,0.296,54.17,50.06,0.838,8:09:59 PM:957,1
687,218.62,0.242,42.40,50.05,0.801,8:10:00 PM:331,1
688,218.68,0.256,46.88,50.04,0.837,8:10:00 PM:703,1
689,218.38,0.257,46.75,50.05,0.833,8:10:01 PM:073,1
690,218.32,0.261,46.70,50.04,0.820,8:10:01 PM:461,1
691,218.20,0.237,41.31,50.06,0.799,8:10:01 PM:849,1
692,218.28,0.321,62.06,50.05,0.886,8:10:02 PM:223,1
693,218.46,0.261,47.45,50.05,0.832,8:10:02 PM:594,1
694,218.38,0.277,50.42,50.03,0.833,8:10:02 PM:969,1
695,218.34,0.344,50.94,50.06,0.678,8:10:03 PM:342,1
696,218.31,0.279,49.67,50.03,0.815,8:10:03 PM:715,1
697,218.32,0.304,58.24,50.04,0.878,8:10:04 PM:089,1
698,218.26,0.302,57.42,50.03,0.871,8:10:04 PM:462,1
699,218.38,0.246,41.60,50.04,0.774,8:10:04 PM:847,1
700,218.34,0.251,45.48,50.03,0.830,8:10:05 PM:221,1
701,218.45,0.245,43.89,50.04,0.820,8:10:05 PM:593,1
702,218.32,0.270,50.06,50.04,0.849,8:10:05 PM:965,1
703,218.31,0.267,49.26,50.04,0.845,8:10:06 PM:336,1
704,218.45,0.279,51.08,50.03,0.838,8:10:06 PM:708,1
705,218.37,0.244,42.84,50.04,0.804,8:10:07 PM:081,1
706,218.32,0.291,53.99,50.03,0.850,8:10:07 PM:453,1
707,218.28,0.259,46.60,50.04,0.824,8:10:07 PM:826,1
708,218.40,0.267,48.67,50.04,0.835,8:10:08 PM:198,1
709,218.52,0.263,46.19,50.03,0.804,8:10:08 PM:587,1
710,218.42,0.288,53.42,50.04,0.849,8:10:08 PM:975,1
711,218.36,0.267,49.49,50.03,0.849,8:10:09 PM:348,1
712,218.43,0.276,51.02,50.04,0.846,8:10:09 PM:721,1
713,218.54,0.268,48.91,50.03,0.835,8:10:10 PM:093,1
714,218.56,0.301,55.45,50.03,0.843,8:10:10 PM:480,1
715,218.49,0.267,48.56,50.04,0.832,8:10:10 PM:854,1
716,218.40,0.291,54.58,50.05,0.859,8:10:11 PM:240,1
717,218.28,0.320,57.33,50.04,0.821,8:10:11 PM:612,1
718,218.12,0.281,50.94,50.03,0.831,8:10:11 PM:987,1
719,218.38,0.268,48.41,50.04,0.827,8:10:12 PM:361,1
720,218.40,0.288,52.87,50.03,0.841,8:10:12 PM:734,1
721,218.35,0.252,45.47,50.04,0.826,8:10:13 PM:105,1
722,218.38,0.277,51.03,50.03,0.844,8:10:13 PM:479,1
723,218.40,0.302,54.76,50.04,0.830,8:10:13 PM:868,1
724,218.34,0.275,49.55,50.03,0.825,8:10:14 PM:241,1
725,218.59,0.271,50.13,50.03,0.846,8:10:14 PM:614,1
726,218.60,0.272,48.93,50.03,0.823,8:10:14 PM:988,1
727,218.50,0.284,53.58,50.04,0.863,8:10:15 PM:362,1
728,218.43,0.292,49.67,50.03,0.779,8:10:15 PM:736,1
729,218.29,0.345,46.71,50.03,0.620,8:10:16 PM:108,1
730,218.32,0.284,52.80,50.02,0.852,8:10:16 PM:483,1
731,218.38,0.267,48.35,50.03,0.829,8:10:16 PM:855,1
732,218.28,0.255,46.13,50.03,0.829,8:10:17 PM:242,1
733,218.32,0.266,46.33,50.04,0.798,8:10:17 PM:615,1
734,218.19,0.308,57.58,50.03,0.857,8:10:17 PM:986,1
735,218.29,0.256,46.45,50.03,0.831,8:10:18 PM:359,1
736,218.43,0.302,57.74,50.02,0.875,8:10:18 PM:731,1
737,218.27,0.271,49.33,50.01,0.834,8:10:19 PM:105,1
738,218.26,0.299,54.39,50.02,0.833,8:10:19 PM:492,1
739,218.27,0.272,48.31,50.01,0.814,8:10:19 PM:862,1
740,218.26,0.291,54.92,50.02,0.865,8:10:20 PM:237,1
741,218.38,0.277,51.35,50.01,0.849,8:10:20 PM:609,1
742,218.23,0.320,60.97,50.01,0.873,8:10:20 PM:982,1
743,218.22,0.282,50.62,49.99,0.823,8:10:21 PM:371,1
744,218.22,0.306,57.69,50.03,0.864,8:10:21 PM:746,1
745,218.17,0.309,52.66,50.02,0.781,8:10:22 PM:134,1
746,218.27,0.370,51.62,50.01,0.639,8:10:22 PM:505,1
747,218.43,0.301,55.62,50.01,0.846,8:10:22 PM:879,1
748,218.32,0.281,50.93,50.01,0.830,8:10:23 PM:251,1
749,218.40,0.258,45.28,50.00,0.804,8:10:23 PM:635,1
750,218.26,0.321,62.17,50.00,0.887,8:10:24 PM:007,1
751,218.38,0.277,51.43,50.01,0.850,8:10:24 PM:378,1
752,218.35,0.304,54.96,50.01,0.828,8:10:24 PM:751,1
753,218.10,0.334,64.14,49.99,0.881,8:10:25 PM:140,1
754,218.18,0.286,53.55,50.01,0.858,8:10:25 PM:527,1
755,218.15,0.364,57.70,49.99,0.727,8:10:25 PM:915,1
756,218.15,0.293,53.09,49.99,0.831,8:10:26 PM:287,1
757,218.13,0.422,83.47,50.01,0.907,8:10:26 PM:660,1
758,218.02,0.298,54.56,50.01,0.840,8:10:27 PM:031,1
759,218.17,0.309,58.47,50.00,0.867,8:10:27 PM:403,1
760,218.25,0.236,42.17,49.99,0.819,8:10:27 PM:789,1
761,217.97,0.319,58.93,50.00,0.847,8:10:28 PM:162,1
762,218.25,0.230,40.50,50.00,0.807,8:10:28 PM:537,1
763,218.19,0.279,50.78,50.01,0.834,8:10:28 PM:909,1
764,218.15,0.264,45.01,49.99,0.782,8:10:29 PM:280,1
765,218.16,0.324,49.98,50.01,0.707,8:10:29 PM:665,1
766,218.09,0.256,45.47,50.00,0.814,8:10:30 PM:038,1
767,218.27,0.275,48.91,49.99,0.815,8:10:30 PM:411,1
768,218.31,0.269,48.70,50.00,0.829,8:10:30 PM:783,1
769,218.23,0.277,51.88,49.99,0.858,8:10:31 PM:168,1
770,218.12,0.246,44.41,49.99,0.828,8:10:31 PM:556,1
771,218.18,0.285,49.72,50.01,0.800,8:10:31 PM:932,1
772,218.51,0.236,41.16,49.99,0.798,8:10:32 PM:303,1
773,218.60,0.267,48.76,49.99,0.835,8:10:32 PM:673,1
774,218.36,0.254,46.42,49.99,0.837,8:10:33 PM:047,1
775,218.17,0.324,62.50,49.98,0.884,8:10:33 PM:422,1
776,218.18,0.267,48.84,49.99,0.838,8:10:33 PM:809,1
777,218.14,0.282,52.43,49.99,0.852,8:10:34 PM:180,1
778,218.39,0.278,51.81,49.99,0.853,8:10:34 PM:552,1
779,218.29,0.295,55.02,49.98,0.854,8:10:34 PM:925,1
780,218.42,0.248,42.46,49.98,0.784,8:10:35 PM:311,1
781,218.44,0.329,63.37,49.98,0.882,8:10:35 PM:687,1
782,218.32,0.323,60.82,49.99,0.862,8:10:36 PM:080,1
783,218.30,0.272,48.19,49.98,0.812,8:10:36 PM:466,1
784,218.36,0.324,60.91,49.98,0.861,8:10:36 PM:915,1
785,218.27,0.263,48.13,49.99,0.838,8:10:37 PM:292,1
786,218.31,0.346,56.49,49.97,0.748,8:10:37 PM:662,1
787,218.34,0.250,44.14,49.98,0.809,8:10:38 PM:036,1
788,218.17,0.287,53.59,49.97,0.856,8:10:38 PM:411,1
789,218.31,0.239,43.00,49.98,0.824,8:10:38 PM:782,1
790,218.26,0.257,46.43,49.98,0.828,8:10:39 PM:156,1
791,218.35,0.268,48.70,49.97,0.832,8:10:39 PM:544,1
792,218.25,0.270,49.85,49.98,0.846,8:10:39 PM:915,1
