??,??(V),??(A),??(W),??(Hz),????,??,??
59,217.98,0.310,41.05,49.98,0.608,7:51:05 PM:105,1
60,218.02,0.247,41.20,49.97,0.765,7:51:05 PM:496,1
61,218.25,0.225,39.63,49.98,0.807,7:51:05 PM:871,1
62,218.23,0.265,45.57,49.98,0.788,7:51:06 PM:246,1
63,218.09,0.211,34.54,49.99,0.751,7:51:06 PM:620,1
64,218.01,0.247,40.68,49.99,0.755,7:51:07 PM:011,1
65,217.97,0.202,33.69,49.99,0.765,7:51:07 PM:448,1
66,218.00,0.233,40.70,49.97,0.801,7:51:07 PM:839,1
67,218.05,0.242,40.01,49.98,0.758,7:51:08 PM:214,1
68,217.99,0.226,38.95,49.99,0.791,7:51:08 PM:589,1
69,217.92,0.239,38.14,49.96,0.732,7:51:08 PM:979,1
70,217.82,0.257,43.92,49.97,0.785,7:51:09 PM:354,1
71,218.00,0.333,65.04,49.99,0.896,7:51:09 PM:738,1
72,218.08,0.235,39.11,49.98,0.763,7:51:10 PM:122,1
73,217.83,0.302,55.80,49.99,0.848,7:51:10 PM:488,1
74,218.03,0.305,57.43,50.00,0.864,7:51:10 PM:865,1
75,217.98,0.355,69.70,49.98,0.901,7:51:11 PM:258,1
76,217.93,0.326,63.23,49.98,0.890,7:51:11 PM:649,1
77,217.94,0.353,69.22,50.00,0.900,7:51:12 PM:039,1
78,217.93,0.359,70.76,49.99,0.904,7:51:12 PM:430,1
79,218.00,0.336,64.45,49.98,0.880,7:51:12 PM:820,1
80,218.01,0.356,69.80,49.99,0.899,7:51:13 PM:211,1
81,217.93,0.318,60.76,49.98,0.877,7:51:13 PM:602,1
82,218.00,0.330,63.36,49.99,0.881,7:51:13 PM:992,1
83,218.02,0.287,54.01,49.98,0.863,7:51:14 PM:367,1
84,217.98,0.297,55.45,49.98,0.857,7:51:14 PM:757,1
85,217.94,0.291,54.83,49.98,0.865,7:51:15 PM:132,1
86,217.68,0.297,55.82,49.97,0.863,7:51:15 PM:507,1
87,217.87,0.299,55.50,49.97,0.852,7:51:15 PM:898,1
88,218.01,0.307,57.88,49.99,0.865,7:51:16 PM:288,1
89,217.95,0.300,57.38,49.98,0.878,7:51:16 PM:663,1
90,217.95,0.329,64.02,49.98,0.893,7:51:17 PM:054,1
91,217.83,0.244,41.15,49.98,0.774,7:51:17 PM:444,1
92,217.72,0.263,39.96,49.97,0.698,7:51:17 PM:819,1
93,217.87,0.212,34.99,49.99,0.758,7:51:18 PM:194,1
94,217.86,0.221,37.07,49.98,0.770,7:51:18 PM:569,1
95,217.93,0.240,39.42,49.99,0.754,7:51:18 PM:944,1
96,217.97,0.251,24.52,49.99,0.448,7:51:19 PM:335,1
97,217.89,0.350,54.71,49.99,0.717,7:51:19 PM:709,1
98,217.80,0.385,74.51,49.96,0.889,7:51:20 PM:098,1
99,217.64,0.442,87.81,49.98,0.913,7:51:20 PM:489,1
100,217.75,0.429,82.57,49.97,0.884,7:51:20 PM:864,1
101,217.93,0.184,28.70,49.97,0.716,7:51:21 PM:254,1
102,217.85,0.357,65.38,49.99,0.841,7:51:21 PM:645,1
103,217.90,0.220,36.17,50.00,0.754,7:51:22 PM:035,1
104,217.98,0.197,30.80,49.99,0.717,7:51:22 PM:429,1
105,217.93,0.394,76.71,49.99,0.893,7:51:22 PM:819,1
106,218.09,0.191,30.88,49.99,0.741,7:51:23 PM:210,1
107,218.02,0.204,30.60,49.99,0.688,7:51:23 PM:585,1
108,217.88,0.385,76.31,50.01,0.910,7:51:23 PM:974,1
109,217.91,0.358,70.39,49.99,0.902,7:51:24 PM:365,1
110,217.87,0.394,78.13,49.98,0.910,7:51:24 PM:755,1
111,217.90,0.302,48.40,49.98,0.735,7:51:25 PM:146,1
112,217.81,0.348,67.01,49.99,0.884,7:51:25 PM:536,1
113,217.87,0.290,40.23,49.98,0.637,7:51:25 PM:927,1
114,217.93,0.321,57.07,50.01,0.816,7:51:26 PM:302,1
115,217.82,0.337,63.65,50.00,0.867,7:51:26 PM:692,1
116,218.00,0.319,61.46,49.99,0.884,7:51:27 PM:083,1
117,217.95,0.354,68.79,49.99,0.892,7:51:27 PM:473,1
118,217.88,0.353,69.34,49.99,0.902,7:51:27 PM:864,1
119,218.08,0.253,44.06,49.98,0.799,7:51:28 PM:239,1
120,217.78,0.257,45.77,49.98,0.818,7:51:28 PM:629,1
121,217.85,0.251,44.02,49.98,0.805,7:51:29 PM:004,1
122,217.82,0.209,34.70,49.99,0.762,7:51:29 PM:395,1
123,217.83,0.285,53.83,50.00,0.867,7:51:29 PM:785,1
124,217.92,0.282,50.93,49.99,0.829,7:51:30 PM:176,1
125,217.96,0.291,55.23,49.99,0.871,7:51:30 PM:551,1
126,217.85,0.225,38.23,50.00,0.780,7:51:30 PM:926,1
127,218.07,0.327,53.20,49.99,0.746,7:51:31 PM:301,1
128,217.89,0.291,41.60,49.99,0.656,7:51:31 PM:691,1
129,217.99,0.239,41.83,49.98,0.803,7:51:32 PM:066,1
130,218.13,0.253,44.64,50.01,0.809,7:51:32 PM:441,1
131,218.04,0.270,28.52,49.98,0.484,7:51:32 PM:832,1
132,218.08,0.281,37.04,50.01,0.604,7:51:33 PM:207,1
133,218.07,0.217,34.66,50.00,0.733,7:51:33 PM:582,1
134,218.05,0.212,34.38,49.99,0.744,7:51:33 PM:956,1
135,217.91,0.195,29.75,49.99,0.700,7:51:34 PM:331,1
136,217.82,0.261,39.38,49.99,0.693,7:51:34 PM:722,1
137,217.88,0.199,31.37,50.01,0.723,7:51:35 PM:112,1
138,217.96,0.215,35.82,49.99,0.764,7:51:35 PM:487,1
139,217.93,0.268,49.10,49.98,0.841,7:51:35 PM:878,1
140,217.94,0.253,43.14,49.99,0.782,7:51:36 PM:257,1
141,217.89,0.209,33.80,50.00,0.742,7:51:36 PM:645,1
142,217.83,0.231,38.79,49.99,0.771,7:51:37 PM:035,1
143,217.76,0.422,39.24,49.99,0.427,7:51:37 PM:410,1
144,217.77,0.238,37.95,49.99,0.732,7:51:37 PM:785,1
145,218.00,0.207,34.68,49.98,0.769,7:51:38 PM:160,1
146,217.91,0.233,40.22,50.00,0.792,7:51:38 PM:535,1
147,217.95,0.229,36.27,50.00,0.727,7:51:38 PM:925,1
148,217.89,0.249,43.71,49.99,0.806,7:51:39 PM:300,1
149,217.98,0.203,33.37,49.99,0.754,7:51:39 PM:675,1
150,218.01,0.218,36.50,50.01,0.768,7:51:40 PM:050,1
151,218.06,0.296,39.72,50.00,0.615,7:51:40 PM:441,1
152,218.05,0.261,46.06,49.99,0.809,7:51:40 PM:815,1
153,217.94,0.439,47.44,50.01,0.496,7:51:41 PM:203,1
154,217.99,0.297,36.95,49.99,0.571,7:51:41 PM:580,1
155,218.08,0.243,39.11,50.00,0.738,7:51:41 PM:971,1
156,217.97,0.277,50.65,50.01,0.839,7:51:42 PM:355,1
157,217.95,0.261,48.22,50.00,0.848,7:51:42 PM:730,1
158,218.03,0.316,61.13,50.01,0.887,7:51:43 PM:121,1
159,217.96,0.369,72.95,50.00,0.907,7:51:43 PM:511,1
160,218.01,0.300,57.25,50.00,0.875,7:51:43 PM:902,1
161,217.98,0.266,48.56,50.00,0.838,7:51:44 PM:292,1
162,217.91,0.241,38.29,50.01,0.729,7:51:44 PM:667,1
163,217.96,0.278,48.09,50.00,0.794,7:51:45 PM:042,1
164,217.98,0.290,51.17,50.01,0.809,7:51:45 PM:417,1
165,217.98,0.322,59.72,50.02,0.851,7:51:45 PM:807,1
166,217.89,0.253,42.82,50.01,0.777,7:51:46 PM:198,1
167,217.97,0.269,47.96,50.01,0.818,7:51:46 PM:573,1
168,218.05,0.235,38.96,50.00,0.760,7:51:46 PM:948,1
169,218.03,0.175,28.25,50.01,0.740,7:51:47 PM:339,1
170,217.95,0.306,42.24,50.01,0.633,7:51:47 PM:729,1
171,218.01,0.192,31.64,50.03,0.756,7:51:48 PM:120,1
172,218.03,0.303,50.01,50.02,0.757,7:51:48 PM:510,1
173,218.15,0.229,36.77,50.04,0.736,7:51:48 PM:900,1
174,218.14,0.235,38.63,50.04,0.753,7:51:49 PM:275,1
175,218.19,0.250,43.06,50.03,0.789,7:51:49 PM:666,1
176,218.08,0.236,41.93,50.04,0.815,7:51:50 PM:041,1
177,218.04,0.245,40.11,50.04,0.751,7:51:50 PM:431,1
178,218.04,0.252,43.99,50.04,0.801,7:51:50 PM:807,1
179,217.90,0.203,33.07,50.04,0.748,7:51:51 PM:181,1
180,217.87,0.228,39.82,50.02,0.802,7:51:51 PM:556,1
181,218.01,0.409,44.25,50.05,0.496,7:51:51 PM:947,1
182,218.11,0.193,30.14,50.05,0.716,7:51:52 PM:322,1
183,218.06,0.198,32.80,50.02,0.760,7:51:52 PM:712,1
184,218.17,0.177,27.66,50.03,0.716,7:51:53 PM:103,1
185,218.00,0.309,40.57,50.03,0.602,7:51:53 PM:493,1
186,217.90,0.181,28.84,50.04,0.731,7:51:53 PM:868,1
187,217.84,0.204,32.30,50.05,0.727,7:51:54 PM:243,1
188,217.80,0.185,27.92,50.05,0.693,7:51:54 PM:618,1
189,217.73,0.254,44.37,50.05,0.802,7:51:54 PM:993,1
190,217.69,0.276,50.17,50.04,0.835,7:51:55 PM:383,1
191,217.81,0.239,40.82,50.04,0.784,7:51:55 PM:758,1
192,217.64,0.309,55.55,50.04,0.826,7:51:56 PM:149,1
193,217.43,0.249,41.08,50.06,0.759,7:51:56 PM:539,1
194,217.65,0.250,40.19,50.05,0.739,7:51:56 PM:914,1
195,217.67,0.308,55.07,50.04,0.821,7:51:57 PM:305,1
196,217.60,0.238,41.48,50.05,0.801,7:51:57 PM:680,1
197,217.82,0.225,25.99,50.05,0.530,7:51:58 PM:070,1
198,217.59,0.255,42.86,50.03,0.772,7:51:58 PM:461,1
199,217.60,0.313,59.69,50.03,0.876,7:51:58 PM:851,1
200,217.71,0.367,72.71,50.05,0.910,7:51:59 PM:242,1
201,217.59,0.305,58.09,50.04,0.875,7:51:59 PM:632,1
202,217.60,0.285,53.17,50.05,0.857,7:52:00 PM:023,1
203,217.58,0.360,68.79,50.05,0.878,7:52:00 PM:429,1
204,217.65,0.323,62.51,50.04,0.889,7:52:00 PM:820,1
205,217.85,0.291,55.19,50.04,0.871,7:52:01 PM:210,1
206,217.87,0.274,51.15,50.04,0.857,7:52:01 PM:585,1
207,217.88,0.307,57.90,50.05,0.866,7:52:01 PM:976,1
208,217.98,0.270,49.25,50.04,0.837,7:52:02 PM:350,1
209,217.97,0.245,43.93,50.05,0.823,7:52:02 PM:726,1
210,218.05,0.212,32.43,50.03,0.701,7:52:03 PM:116,1
211,218.02,0.246,40.76,50.04,0.760,7:52:03 PM:491,1
212,218.11,0.274,44.72,50.03,0.748,7:52:03 PM:882,1
213,218.03,0.306,47.12,50.04,0.706,7:52:04 PM:272,1
214,217.91,0.368,60.66,50.04,0.756,7:52:04 PM:663,1
215,217.99,0.242,40.39,50.05,0.766,7:52:05 PM:037,1
216,218.03,0.216,36.87,50.04,0.783,7:52:05 PM:426,1
217,218.16,0.214,34.34,50.04,0.736,7:52:05 PM:801,1
218,218.10,0.390,38.97,50.04,0.458,7:52:06 PM:176,1
219,217.89,0.245,42.15,50.04,0.790,7:52:06 PM:566,1
220,217.98,0.212,34.94,50.04,0.756,7:52:06 PM:941,1
221,218.03,0.199,32.15,50.05,0.741,7:52:07 PM:316,1
222,217.91,0.316,52.93,50.04,0.769,7:52:07 PM:706,1
223,218.07,0.278,41.60,50.05,0.686,7:52:08 PM:081,1
224,217.97,0.234,31.73,50.05,0.622,7:52:08 PM:456,1
225,217.91,0.373,72.51,50.04,0.892,7:52:08 PM:845,1
226,217.96,0.411,82.83,50.04,0.925,7:52:09 PM:237,1
227,217.87,0.285,53.70,50.04,0.865,7:52:09 PM:612,1
228,217.95,0.250,44.28,50.03,0.813,7:52:09 PM:987,1
229,217.94,0.205,24.32,50.04,0.544,7:52:10 PM:377,1
230,217.85,0.239,40.79,50.04,0.783,7:52:10 PM:768,1
231,218.04,0.276,51.69,50.05,0.859,7:52:11 PM:143,1
232,217.86,0.340,64.86,50.04,0.876,7:52:11 PM:533,1
233,217.99,0.214,34.93,50.03,0.749,7:52:11 PM:908,1
234,217.88,0.293,54.60,50.03,0.855,7:52:12 PM:283,1
235,217.83,0.233,38.90,50.04,0.767,7:52:12 PM:674,1
236,217.92,0.213,34.82,50.02,0.750,7:52:13 PM:064,1
237,218.05,0.313,54.39,50.03,0.797,7:52:13 PM:455,1
238,217.96,0.273,50.93,50.03,0.856,7:52:13 PM:845,1
239,217.98,0.241,40.40,50.03,0.769,7:52:14 PM:236,1
240,217.99,0.251,40.01,50.04,0.731,7:52:14 PM:611,1
241,218.05,0.244,39.36,50.02,0.740,7:52:14 PM:986,1
242,218.17,0.287,47.87,50.02,0.764,7:52:15 PM:361,1
243,218.10,0.281,51.94,50.03,0.848,7:52:15 PM:751,1
244,218.10,0.232,37.43,50.03,0.740,7:52:16 PM:126,1
245,218.02,0.284,40.95,50.04,0.661,7:52:16 PM:501,1
246,217.89,0.283,52.80,50.03,0.856,7:52:16 PM:891,1
247,218.02,0.279,51.87,50.03,0.853,7:52:17 PM:282,1
248,217.88,0.242,39.13,50.04,0.742,7:52:17 PM:672,1
249,217.87,0.261,42.86,50.04,0.754,7:52:18 PM:063,1
250,218.02,0.317,61.03,50.02,0.883,7:52:18 PM:451,1
251,218.08,0.262,47.79,50.02,0.836,7:52:18 PM:842,1
252,218.01,0.294,53.38,50.03,0.833,7:52:19 PM:222,1
253,217.94,0.251,38.22,50.01,0.699,7:52:19 PM:603,1
254,217.95,0.252,38.38,50.02,0.699,7:52:19 PM:977,1
255,217.91,0.296,54.34,50.01,0.843,7:52:20 PM:368,1
256,217.92,0.338,65.70,50.02,0.892,7:52:20 PM:755,1
257,218.11,0.339,55.11,50.03,0.745,7:52:21 PM:141,1
258,217.97,0.334,64.33,50.04,0.884,7:52:21 PM:524,1
259,217.92,0.378,75.29,50.03,0.914,7:52:21 PM:905,1
260,218.11,0.430,87.07,50.01,0.928,7:52:22 PM:291,1
261,217.96,0.327,63.20,50.03,0.887,7:52:22 PM:676,1
262,218.11,0.305,57.20,50.03,0.860,7:52:23 PM:058,1
263,218.12,0.323,61.46,50.04,0.872,7:52:23 PM:444,1
264,218.14,0.265,48.10,50.02,0.832,7:52:23 PM:827,1
265,218.22,0.243,43.72,50.03,0.825,7:52:24 PM:211,1
266,218.04,0.219,37.35,50.04,0.782,7:52:24 PM:590,1
267,217.97,0.275,46.43,50.00,0.775,7:52:24 PM:965,1
268,217.98,0.209,34.87,50.03,0.765,7:52:25 PM:345,1
269,218.01,0.281,48.13,50.00,0.786,7:52:25 PM:736,1
270,218.27,0.184,28.32,50.03,0.705,7:52:26 PM:111,1
271,218.06,0.236,41.39,50.02,0.804,7:52:26 PM:496,1
272,217.84,0.266,34.99,50.02,0.604,7:52:26 PM:862,1
273,218.07,0.464,57.02,50.01,0.564,7:52:27 PM:248,1
274,218.10,0.196,32.59,50.01,0.762,7:52:27 PM:618,1
275,217.99,0.231,40.80,50.03,0.810,7:52:27 PM:995,1
276,218.20,0.236,40.70,50.03,0.790,7:52:28 PM:382,1
277,217.99,0.316,54.07,50.03,0.785,7:52:28 PM:766,1
278,218.00,0.295,56.10,50.02,0.872,7:52:29 PM:148,1
279,217.92,0.368,46.28,50.02,0.577,7:52:29 PM:533,1
280,217.90,0.387,76.12,50.01,0.903,7:52:29 PM:920,1
281,217.96,0.344,55.67,50.02,0.742,7:52:30 PM:311,1
282,217.90,0.323,40.34,49.99,0.573,7:52:30 PM:701,1
283,218.02,0.289,53.49,50.01,0.849,7:52:31 PM:105,1
284,217.97,0.392,75.74,50.01,0.886,7:52:31 PM:481,1
285,217.82,0.393,78.07,50.03,0.912,7:52:31 PM:866,1
286,217.99,0.347,66.98,50.01,0.885,7:52:32 PM:250,1
287,217.90,0.335,64.90,50.01,0.889,7:52:32 PM:644,1
288,217.85,0.324,62.06,50.01,0.879,7:52:33 PM:025,1
289,218.04,0.276,46.85,50.01,0.779,7:52:33 PM:398,1
290,217.93,0.285,52.58,50.03,0.847,7:52:33 PM:785,1
291,217.80,0.386,76.87,50.00,0.914,7:52:34 PM:168,1
292,217.77,0.385,76.62,50.00,0.914,7:52:34 PM:537,1
293,217.65,0.587,85.10,50.00,0.666,7:52:34 PM:919,1
294,217.70,0.369,73.12,50.01,0.910,7:52:35 PM:287,1
295,217.84,0.327,63.40,50.03,0.890,7:52:35 PM:671,1
296,217.95,0.343,65.27,50.00,0.873,7:52:36 PM:055,1
297,217.82,0.371,71.26,50.01,0.882,7:52:36 PM:437,1
298,217.70,0.300,55.98,50.00,0.857,7:52:36 PM:822,1
299,217.66,0.297,54.75,50.00,0.847,7:52:37 PM:206,1
300,217.75,0.347,67.80,49.99,0.897,7:52:37 PM:590,1
301,217.75,0.394,77.63,49.99,0.905,7:52:37 PM:973,1
302,217.87,0.364,71.82,49.99,0.906,7:52:38 PM:363,1
303,217.66,0.361,70.86,49.99,0.902,7:52:38 PM:741,1
304,217.73,0.386,75.61,49.99,0.900,7:52:39 PM:133,1
305,217.76,0.410,81.89,50.00,0.917,7:52:39 PM:523,1
306,217.85,0.362,71.48,49.99,0.906,7:52:39 PM:894,1
307,217.94,0.301,56.68,49.99,0.864,7:52:40 PM:266,1
308,217.82,0.314,59.81,50.01,0.874,7:52:40 PM:644,1
309,217.95,0.358,65.90,49.98,0.845,7:52:41 PM:029,1
310,217.94,0.362,66.32,49.99,0.841,7:52:41 PM:392,1
311,217.71,0.486,99.06,49.99,0.936,7:52:41 PM:771,1
312,217.75,0.307,55.08,49.98,0.824,7:52:42 PM:150,1
313,217.81,0.340,66.49,49.99,0.898,7:52:42 PM:524,1
314,217.78,0.421,84.55,49.99,0.922,7:52:42 PM:891,1
315,217.82,0.395,67.70,49.98,0.787,7:52:43 PM:270,1
316,217.80,0.392,78.16,49.98,0.915,7:52:43 PM:646,1
317,217.85,0.298,55.74,50.00,0.859,7:52:44 PM:014,1
318,217.84,0.422,84.24,49.98,0.916,7:52:44 PM:379,1
319,217.87,0.326,61.33,49.98,0.863,7:52:44 PM:763,1
320,217.85,0.398,78.57,49.99,0.906,7:52:45 PM:140,1
321,218.02,0.303,57.15,49.97,0.865,7:52:45 PM:529,1
322,217.91,0.315,59.55,49.97,0.868,7:52:45 PM:913,1
323,217.95,0.336,64.34,49.98,0.879,7:52:46 PM:298,1
324,217.81,0.283,51.21,49.97,0.831,7:52:46 PM:682,1
325,217.79,0.287,51.87,49.98,0.830,7:52:47 PM:047,1
326,217.69,0.365,70.58,49.97,0.888,7:52:47 PM:432,1
327,217.78,0.250,45.01,49.96,0.827,7:52:47 PM:800,1
328,217.77,0.210,34.22,49.95,0.748,7:52:48 PM:182,1
329,217.80,0.247,43.11,49.96,0.801,7:52:48 PM:549,1
330,217.59,0.252,44.81,49.96,0.817,7:52:48 PM:934,1
331,217.74,0.261,39.33,49.97,0.692,7:52:49 PM:301,1
332,217.72,0.218,36.00,49.96,0.758,7:52:49 PM:684,1
333,217.72,0.226,38.52,49.97,0.783,7:52:50 PM:048,1
334,217.64,0.233,39.17,49.97,0.772,7:52:50 PM:435,1
335,217.51,0.333,62.56,49.96,0.864,7:52:50 PM:802,1
336,217.60,0.363,69.92,49.96,0.885,7:52:51 PM:185,1
337,217.62,0.309,59.11,49.96,0.879,7:52:51 PM:552,1
338,217.67,0.366,72.36,49.97,0.908,7:52:51 PM:930,1
339,217.82,0.334,63.41,49.97,0.872,7:52:52 PM:304,1
340,217.76,0.237,39.23,49.96,0.760,7:52:52 PM:670,1
341,217.87,0.256,41.03,49.96,0.736,7:52:53 PM:037,1
342,218.01,0.289,54.19,49.97,0.860,7:52:53 PM:422,1
343,217.97,0.255,39.17,49.97,0.705,7:52:53 PM:805,1
344,217.95,0.302,52.54,49.97,0.798,7:52:54 PM:189,1
345,217.92,0.190,29.85,49.96,0.721,7:52:54 PM:572,1
346,217.89,0.233,41.10,49.97,0.809,7:52:54 PM:957,1
347,218.11,0.196,32.63,49.96,0.763,7:52:55 PM:339,1
348,218.11,0.226,37.29,49.98,0.756,7:52:55 PM:702,1
349,218.11,0.222,38.44,49.98,0.794,7:52:56 PM:091,1
350,218.06,0.293,52.60,49.97,0.823,7:52:56 PM:457,1
351,218.04,0.195,31.63,49.96,0.744,7:52:56 PM:855,1
352,218.16,0.291,52.13,49.96,0.821,7:52:57 PM:224,1
353,218.08,0.222,37.23,49.96,0.769,7:52:57 PM:592,1
354,218.04,0.223,38.40,49.97,0.790,7:52:57 PM:958,1
355,218.25,0.189,29.49,49.97,0.715,7:52:58 PM:328,1
356,217.98,0.230,40.45,49.97,0.807,7:52:58 PM:711,1
357,218.03,0.229,37.77,49.97,0.756,7:52:59 PM:075,1
358,217.92,0.295,52.68,49.97,0.819,7:52:59 PM:541,1
359,217.85,0.293,47.19,49.96,0.739,7:52:59 PM:910,1
360,217.86,0.277,48.65,49.95,0.806,7:53:00 PM:294,1
361,217.93,0.368,58.59,49.98,0.731,7:53:00 PM:663,1
362,217.83,0.419,83.34,49.98,0.913,7:53:01 PM:032,1
363,217.96,0.297,54.77,49.97,0.846,7:53:01 PM:412,1
364,217.94,0.358,70.47,49.98,0.903,7:53:01 PM:795,1
365,218.01,0.313,60.20,49.96,0.882,7:53:02 PM:180,1
366,217.72,0.324,62.39,49.96,0.885,7:53:02 PM:562,1
367,217.85,0.190,31.56,49.97,0.763,7:53:02 PM:938,1
368,217.89,0.343,58.74,49.95,0.786,7:53:03 PM:312,1
369,217.83,0.373,51.77,49.99,0.637,7:53:03 PM:698,1
370,217.89,0.235,41.95,49.96,0.819,7:53:04 PM:061,1
371,217.78,0.346,66.44,49.99,0.882,7:53:04 PM:449,1
372,217.83,0.313,54.75,49.96,0.803,7:53:04 PM:816,1
373,217.91,0.305,58.37,49.98,0.878,7:53:05 PM:201,1
374,217.89,0.176,26.71,49.97,0.697,7:53:05 PM:567,1
375,217.84,0.307,54.12,49.97,0.809,7:53:05 PM:951,1
376,217.97,0.191,29.96,49.97,0.720,7:53:06 PM:317,1
377,217.96,0.264,47.23,49.97,0.821,7:53:06 PM:701,1
378,217.96,0.198,31.15,49.97,0.722,7:53:07 PM:069,1
379,217.92,0.303,43.18,49.96,0.654,7:53:07 PM:452,1
380,217.94,0.215,35.69,49.97,0.762,7:53:07 PM:835,1
381,217.97,0.241,41.12,49.97,0.783,7:53:08 PM:228,1
382,217.88,0.216,34.82,49.98,0.740,7:53:08 PM:600,1
383,217.75,0.382,51.60,49.95,0.620,7:53:08 PM:970,1
384,217.81,0.314,59.23,49.97,0.866,7:53:09 PM:355,1
385,217.79,0.254,45.28,49.98,0.819,7:53:09 PM:738,1
386,217.93,0.243,41.44,49.98,0.783,7:53:10 PM:120,1
387,217.88,0.286,53.59,49.97,0.860,7:53:10 PM:488,1
388,217.94,0.235,41.80,49.98,0.816,7:53:10 PM:873,1
389,218.01,0.216,35.52,49.97,0.754,7:53:11 PM:255,1
390,217.75,0.228,36.43,49.97,0.734,7:53:11 PM:640,1
391,217.86,0.250,43.20,49.96,0.793,7:53:12 PM:023,1
392,217.86,0.224,39.20,49.98,0.803,7:53:12 PM:406,1
393,217.71,0.253,44.41,49.96,0.806,7:53:12 PM:793,1
394,217.94,0.391,56.13,49.98,0.659,7:53:13 PM:174,1
395,217.76,0.287,53.77,49.97,0.860,7:53:13 PM:558,1
396,217.83,0.253,45.36,49.96,0.823,7:53:13 PM:925,1
397,217.89,0.201,31.46,49.96,0.718,7:53:14 PM:308,1
398,217.73,0.314,52.46,49.97,0.767,7:53:14 PM:687,1
