??,??(V),??(A),??(W),??(Hz),????,??,??
68,220.27,0.295,55.89,50.03,0.860,9:44:19 PM:858,1
69,220.19,0.405,82.07,50.03,0.920,9:44:20 PM:233,1
70,220.26,0.351,69.15,50.02,0.894,9:44:20 PM:610,1
71,220.26,0.319,60.28,50.02,0.858,9:44:20 PM:987,1
72,220.33,0.301,57.84,50.03,0.872,9:44:21 PM:364,1
73,220.29,0.355,68.67,50.03,0.878,9:44:21 PM:741,1
74,220.32,0.340,66.29,50.02,0.885,9:44:22 PM:118,1
75,220.34,0.307,56.45,50.01,0.835,9:44:22 PM:495,1
76,220.13,0.393,79.44,50.02,0.918,9:44:22 PM:872,1
77,220.26,0.352,67.87,50.02,0.875,9:44:23 PM:254,1
78,220.37,0.313,50.13,50.02,0.727,9:44:23 PM:646,1
79,220.22,0.282,53.72,50.03,0.865,9:44:24 PM:023,1
80,220.43,0.335,65.98,50.02,0.893,9:44:24 PM:416,1
81,220.36,0.362,71.49,50.02,0.896,9:44:24 PM:792,1
82,220.39,0.324,63.24,50.02,0.886,9:44:25 PM:169,1
83,220.37,0.373,73.64,50.03,0.896,9:44:25 PM:546,1
84,220.39,0.322,62.87,50.04,0.886,9:44:25 PM:920,1
85,220.47,0.285,51.41,50.02,0.818,9:44:26 PM:297,1
86,220.46,0.300,57.09,50.03,0.863,9:44:26 PM:658,1
87,220.41,0.331,48.41,50.03,0.664,9:44:27 PM:018,1
88,220.47,0.254,45.48,277.09,0.812,9:44:27 PM:383,1
89,220.21,0.457,72.17,50.03,0.717,9:44:27 PM:770,1
90,220.51,0.321,30.78,50.02,0.435,9:44:28 PM:167,1
91,220.60,0.226,38.02,50.03,0.763,9:44:28 PM:550,1
92,220.48,0.249,42.92,50.03,0.782,9:44:28 PM:928,1
93,220.54,0.345,66.60,50.05,0.875,9:44:29 PM:317,1
94,220.59,0.201,32.43,50.02,0.731,9:44:29 PM:702,1
95,220.51,0.279,52.94,50.04,0.860,9:44:30 PM:066,1
96,220.51,0.227,40.39,50.04,0.807,9:44:30 PM:447,1
97,220.55,0.323,43.47,50.03,0.610,9:44:30 PM:824,1
98,220.61,0.302,55.08,50.03,0.827,9:44:31 PM:198,1
99,220.62,0.236,41.37,50.03,0.794,9:44:31 PM:585,1
100,220.52,0.265,44.74,50.03,0.766,9:44:31 PM:960,1
101,220.45,0.304,56.80,50.04,0.848,9:44:32 PM:354,1
102,220.34,0.219,35.90,50.03,0.744,9:44:32 PM:728,1
103,220.33,0.271,47.15,50.03,0.790,9:44:33 PM:103,1
104,220.53,0.237,38.53,50.05,0.737,9:44:33 PM:480,1
105,220.36,0.354,69.99,50.03,0.897,9:44:33 PM:867,1
106,220.44,0.277,49.55,50.03,0.811,9:44:34 PM:252,1
107,220.55,0.278,50.94,50.02,0.831,9:44:34 PM:617,1
108,220.55,0.251,46.06,50.04,0.832,9:44:34 PM:991,1
109,220.51,0.279,51.90,50.04,0.844,9:44:35 PM:374,1
110,220.49,0.246,42.97,50.03,0.792,9:44:35 PM:754,1
111,220.46,0.329,47.61,50.03,0.656,9:44:36 PM:136,1
112,220.52,0.213,35.84,50.04,0.763,9:44:36 PM:510,1
113,220.39,0.338,66.00,50.03,0.886,9:44:36 PM:881,1
114,220.41,0.244,39.76,50.04,0.739,9:44:37 PM:270,1
115,220.38,0.270,45.63,50.04,0.767,9:44:37 PM:663,1
116,220.26,0.361,65.43,50.04,0.823,9:44:38 PM:046,1
117,220.53,0.316,61.20,50.04,0.878,9:44:38 PM:423,1
118,220.53,0.305,53.58,50.03,0.797,9:44:38 PM:806,1
119,220.57,0.222,39.39,50.03,0.804,9:44:39 PM:177,1
120,220.56,0.306,54.17,50.05,0.803,9:44:39 PM:562,1
121,220.49,0.182,29.41,50.04,0.733,9:44:39 PM:932,1
122,220.31,0.341,50.84,50.04,0.677,9:44:40 PM:320,1
123,220.40,0.197,32.19,50.04,0.741,9:44:40 PM:694,1
124,220.44,0.235,42.46,50.04,0.820,9:44:41 PM:068,1
125,220.47,0.205,34.64,50.05,0.766,9:44:41 PM:446,1
126,220.39,0.458,51.65,50.04,0.512,9:44:41 PM:836,1
127,220.29,0.274,50.52,50.03,0.837,9:44:42 PM:221,1
128,220.41,0.210,33.58,50.05,0.725,9:44:42 PM:609,1
129,220.20,0.229,38.98,50.03,0.773,9:44:42 PM:992,1
130,220.31,0.241,41.60,50.05,0.783,9:44:43 PM:367,1
131,220.31,0.255,45.48,50.05,0.810,9:44:43 PM:742,1
132,220.21,0.307,59.21,50.05,0.876,9:44:44 PM:117,1
133,220.30,0.419,72.84,50.03,0.789,9:44:44 PM:489,1
134,220.18,0.361,72.05,50.04,0.906,9:44:44 PM:867,1
135,220.13,0.284,49.53,50.04,0.792,9:44:45 PM:251,1
136,220.10,0.321,50.14,50.04,0.710,9:44:45 PM:626,1
137,220.16,0.281,45.15,50.04,0.730,9:44:46 PM:001,1
138,220.18,0.270,47.26,50.04,0.795,9:44:46 PM:376,1
139,220.23,0.276,51.46,50.03,0.847,9:44:46 PM:751,1
140,220.16,0.361,70.60,50.04,0.888,9:44:47 PM:141,1
141,220.25,0.226,37.99,50.05,0.763,9:44:47 PM:522,1
142,220.15,0.309,59.47,50.05,0.874,9:44:47 PM:913,1
143,220.17,0.336,59.56,50.05,0.805,9:44:48 PM:303,1
144,220.29,0.342,67.22,50.06,0.892,9:44:48 PM:694,1
145,220.15,0.246,43.07,50.03,0.795,9:44:49 PM:068,1
146,220.30,0.203,33.68,50.04,0.753,9:44:49 PM:443,1
147,220.33,0.279,49.27,50.03,0.802,9:44:49 PM:819,1
148,220.18,0.290,54.36,50.04,0.851,9:44:50 PM:193,1
149,220.22,0.354,70.50,50.04,0.904,9:44:50 PM:584,1
150,220.41,0.283,53.80,50.04,0.863,9:44:50 PM:972,1
151,220.36,0.357,70.16,50.02,0.892,9:44:51 PM:363,1
152,220.29,0.250,43.13,50.04,0.783,9:44:51 PM:738,1
153,220.29,0.268,49.47,50.04,0.838,9:44:52 PM:113,1
154,220.31,0.209,35.49,50.03,0.771,9:44:52 PM:488,1
155,220.25,0.364,62.93,50.01,0.785,9:44:52 PM:878,1
156,220.15,0.313,53.21,50.03,0.772,9:44:53 PM:253,1
157,220.26,0.220,37.27,50.02,0.769,9:44:53 PM:643,1
158,220.11,0.302,54.86,50.02,0.825,9:44:54 PM:011,1
159,220.30,0.278,43.83,50.03,0.716,9:44:54 PM:398,1
160,220.27,0.190,31.53,50.03,0.753,9:44:54 PM:773,1
161,220.12,0.289,53.69,50.03,0.844,9:44:55 PM:161,1
162,220.24,0.278,42.22,50.03,0.690,9:44:55 PM:536,1
163,220.28,0.204,34.29,50.03,0.763,9:44:55 PM:924,1
164,220.31,0.384,71.53,50.04,0.846,9:44:56 PM:299,1
165,220.43,0.257,46.24,50.04,0.816,9:44:56 PM:673,1
166,220.40,0.306,52.83,50.05,0.783,9:44:57 PM:048,1
167,220.32,0.317,60.17,50.02,0.862,9:44:57 PM:439,1
168,220.23,0.336,65.84,50.02,0.890,9:44:57 PM:814,1
169,220.19,0.350,68.00,50.02,0.882,9:44:58 PM:204,1
170,220.26,0.264,47.77,50.01,0.822,9:44:58 PM:589,1
171,220.37,0.309,49.52,50.02,0.727,9:44:58 PM:980,1
172,220.29,0.365,60.63,50.03,0.754,9:44:59 PM:370,1
173,220.46,0.257,46.81,50.01,0.826,9:44:59 PM:745,1
174,220.35,0.297,47.96,50.03,0.733,9:45:00 PM:120,1
175,220.21,0.222,35.65,50.02,0.729,9:45:00 PM:495,1
176,220.40,0.236,42.52,50.02,0.817,9:45:00 PM:870,1
177,220.40,0.279,52.68,50.04,0.857,9:45:01 PM:246,1
178,220.22,0.360,71.28,50.04,0.899,9:45:01 PM:635,1
179,220.21,0.323,62.61,50.04,0.880,9:45:02 PM:018,1
180,220.14,0.231,41.38,50.04,0.814,9:45:02 PM:401,1
181,220.21,0.272,49.24,50.02,0.822,9:45:02 PM:770,1
182,220.01,0.312,59.70,50.02,0.870,9:45:03 PM:162,1
183,219.88,0.373,72.20,50.03,0.880,9:45:03 PM:535,1
184,219.94,0.238,41.36,50.03,0.790,9:45:03 PM:916,1
185,219.97,0.353,57.19,50.03,0.737,9:45:04 PM:307,1
186,220.04,0.305,58.41,50.02,0.870,9:45:04 PM:680,1
187,219.94,0.300,55.77,50.02,0.845,9:45:05 PM:055,1
188,219.96,0.301,57.99,50.02,0.876,9:45:05 PM:429,1
189,220.08,0.267,49.93,50.03,0.850,9:45:05 PM:804,1
190,219.92,0.231,39.65,50.03,0.781,9:45:06 PM:189,1
191,219.96,0.249,42.76,50.02,0.781,9:45:06 PM:565,1
192,219.98,0.221,39.16,50.02,0.806,9:45:06 PM:958,1
193,219.91,0.286,48.42,50.02,0.770,9:45:07 PM:335,1
194,219.99,0.316,57.51,50.02,0.827,9:45:07 PM:723,1
195,219.87,0.252,45.74,50.03,0.826,9:45:08 PM:109,1
196,219.90,0.264,49.24,50.01,0.848,9:45:08 PM:483,1
197,220.01,0.257,47.30,50.00,0.837,9:45:08 PM:857,1
198,219.93,0.336,64.44,50.02,0.872,9:45:09 PM:227,1
199,220.13,0.300,55.55,50.01,0.841,9:45:09 PM:608,1
200,220.01,0.325,63.50,50.01,0.888,9:45:09 PM:992,1
201,219.93,0.258,47.49,50.00,0.837,9:45:10 PM:367,1
202,219.88,0.325,63.28,50.00,0.885,9:45:10 PM:782,1
203,219.90,0.342,64.36,49.99,0.856,9:45:11 PM:155,1
204,219.92,0.225,28.05,50.01,0.567,9:45:11 PM:530,1
205,219.91,0.222,37.41,49.99,0.766,9:45:11 PM:893,1
206,219.87,0.252,43.26,49.99,0.781,9:45:12 PM:273,1
207,219.98,0.300,52.81,50.00,0.800,9:45:12 PM:653,1
208,219.89,0.328,47.75,49.99,0.662,9:45:13 PM:024,1
209,219.90,0.284,52.61,49.99,0.842,9:45:13 PM:403,1
210,220.03,0.254,44.11,49.99,0.789,9:45:13 PM:773,1
211,220.09,0.227,40.29,49.99,0.806,9:45:14 PM:163,1
212,220.16,0.260,46.92,49.99,0.820,9:45:14 PM:543,1
213,219.89,0.318,61.72,49.98,0.883,9:45:14 PM:918,1
214,219.88,0.291,54.27,49.99,0.848,9:45:15 PM:303,1
215,220.04,0.249,45.36,49.99,0.828,9:45:15 PM:678,1
216,219.95,0.243,44.46,50.00,0.832,9:45:16 PM:066,1
217,219.95,0.313,53.76,49.97,0.781,9:45:16 PM:448,1
218,219.96,0.224,38.90,49.99,0.790,9:45:16 PM:829,1
219,219.98,0.222,37.74,49.97,0.773,9:45:17 PM:208,1
220,219.98,0.270,49.98,49.98,0.842,9:45:17 PM:602,1
221,219.98,0.396,51.25,49.98,0.588,9:45:17 PM:987,1
222,220.02,0.275,51.91,49.99,0.858,9:45:18 PM:374,1
223,219.95,0.249,45.63,49.97,0.833,9:45:18 PM:756,1
224,219.91,0.370,64.02,49.98,0.787,9:45:19 PM:153,1
225,220.06,0.335,61.71,49.97,0.837,9:45:19 PM:528,1
226,219.96,0.362,57.79,49.97,0.726,9:45:19 PM:905,1
227,219.90,0.327,63.23,49.96,0.879,9:45:20 PM:280,1
228,220.11,0.256,46.40,50.00,0.823,9:45:20 PM:651,1
229,220.21,0.383,74.71,49.98,0.886,9:45:21 PM:033,1
230,220.23,0.305,56.06,49.97,0.835,9:45:21 PM:394,1
231,220.23,0.335,63.47,49.97,0.860,9:45:21 PM:786,1
232,220.33,0.264,48.40,49.97,0.832,9:45:22 PM:166,1
233,220.40,0.334,63.21,49.97,0.859,9:45:22 PM:537,1
234,220.44,0.253,45.86,49.98,0.822,9:45:22 PM:917,1
235,220.40,0.300,56.28,49.99,0.851,9:45:23 PM:299,1
236,220.37,0.259,47.67,49.97,0.835,9:45:23 PM:677,1
237,220.20,0.320,59.70,49.96,0.847,9:45:24 PM:065,1
238,220.40,0.344,67.76,49.98,0.894,9:45:24 PM:450,1
239,220.38,0.337,59.40,49.98,0.800,9:45:24 PM:827,1
240,220.32,0.361,68.62,49.97,0.863,9:45:25 PM:195,1
241,220.27,0.389,75.36,49.96,0.880,9:45:25 PM:581,1
242,220.36,0.303,57.71,49.97,0.864,9:45:25 PM:971,1
243,220.37,0.351,69.71,49.96,0.901,9:45:26 PM:363,1
244,220.43,0.365,71.78,49.96,0.892,9:45:26 PM:745,1
245,220.26,0.336,63.86,49.97,0.863,9:45:27 PM:117,1
246,220.41,0.319,61.59,49.97,0.876,9:45:27 PM:494,1
247,220.34,0.304,57.87,49.97,0.864,9:45:27 PM:872,1
248,220.24,0.395,79.96,49.97,0.919,9:45:28 PM:249,1
249,220.28,0.365,72.49,49.98,0.902,9:45:28 PM:625,1
250,220.02,0.323,62.68,49.99,0.882,9:45:29 PM:006,1
251,220.20,0.263,45.99,49.96,0.794,9:45:29 PM:393,1
252,220.29,0.254,45.08,49.97,0.806,9:45:29 PM:783,1
253,219.90,0.244,44.36,49.96,0.827,9:45:30 PM:143,1
254,219.85,0.247,44.76,49.96,0.824,9:45:30 PM:506,1
255,220.21,0.233,29.01,49.96,0.565,9:45:30 PM:895,1
256,220.14,0.343,63.33,49.97,0.839,9:45:31 PM:276,1
257,220.33,0.203,34.33,49.98,0.768,9:45:31 PM:654,1
258,220.19,0.242,43.11,49.97,0.809,9:45:32 PM:031,1
259,219.95,0.226,39.64,49.97,0.797,9:45:32 PM:408,1
260,220.06,0.282,52.90,49.98,0.852,9:45:32 PM:782,1
261,220.17,0.236,39.68,49.98,0.764,9:45:33 PM:164,1
262,220.17,0.266,48.12,49.95,0.822,9:45:33 PM:547,1
263,220.08,0.274,50.43,49.97,0.836,9:45:33 PM:914,1
264,220.06,0.312,59.89,49.97,0.872,9:45:34 PM:297,1
265,220.25,0.308,58.48,49.97,0.862,9:45:34 PM:668,1
266,220.35,0.222,38.31,49.97,0.783,9:45:35 PM:045,1
267,220.40,0.281,42.67,49.98,0.689,9:45:35 PM:425,1
268,220.53,0.210,34.87,49.98,0.753,9:45:35 PM:810,1
269,220.46,0.206,35.04,49.98,0.772,9:45:36 PM:182,1
270,220.44,0.307,57.40,49.99,0.848,9:45:36 PM:557,1
271,220.45,0.240,43.11,49.99,0.815,9:45:36 PM:931,1
272,220.43,0.247,41.35,49.97,0.759,9:45:37 PM:309,1
273,220.41,0.278,50.81,49.98,0.829,9:45:37 PM:685,1
274,220.33,0.231,37.92,49.98,0.745,9:45:38 PM:061,1
275,220.31,0.389,71.59,49.98,0.835,9:45:38 PM:437,1
276,220.29,0.281,38.71,49.97,0.625,9:45:38 PM:813,1
277,220.22,0.327,50.94,49.99,0.707,9:45:39 PM:188,1
278,220.47,0.344,50.98,49.97,0.672,9:45:39 PM:562,1
279,220.41,0.281,51.12,49.96,0.825,9:45:39 PM:937,1
280,220.37,0.236,40.13,49.96,0.772,9:45:40 PM:313,1
281,220.35,0.245,42.11,49.97,0.780,9:45:40 PM:687,1
282,220.40,0.258,47.73,49.97,0.839,9:45:41 PM:063,1
283,220.34,0.202,33.64,49.98,0.756,9:45:41 PM:439,1
284,220.33,0.240,40.12,49.98,0.759,9:45:41 PM:810,1
285,220.22,0.325,51.88,49.98,0.725,9:45:42 PM:186,1
286,220.29,0.277,32.90,49.97,0.539,9:45:42 PM:560,1
287,220.32,0.227,37.69,49.97,0.754,9:45:42 PM:934,1
288,220.21,0.265,43.36,49.98,0.743,9:45:43 PM:309,1
289,220.39,0.206,35.13,49.98,0.774,9:45:43 PM:683,1
290,220.39,0.257,47.89,49.97,0.846,9:45:44 PM:058,1
291,220.41,0.235,41.44,49.98,0.800,9:45:44 PM:435,1
292,220.48,0.296,54.69,49.99,0.838,9:45:44 PM:810,1
293,220.38,0.266,49.51,49.98,0.845,9:45:45 PM:186,1
294,220.41,0.301,56.47,49.98,0.851,9:45:45 PM:562,1
295,220.45,0.233,41.65,49.99,0.811,9:45:45 PM:935,1
296,220.37,0.267,48.76,50.00,0.829,9:45:46 PM:313,1
297,220.45,0.234,41.48,49.99,0.804,9:45:46 PM:689,1
298,220.50,0.253,42.91,49.99,0.769,9:45:47 PM:062,1
299,220.49,0.190,29.81,49.99,0.711,9:45:47 PM:439,1
300,220.52,0.207,35.98,49.99,0.788,9:45:47 PM:801,1
301,220.59,0.232,39.12,49.98,0.764,9:45:48 PM:179,1
302,220.62,0.277,48.35,49.99,0.791,9:45:48 PM:554,1
303,220.57,0.281,52.23,49.99,0.843,9:45:48 PM:930,1
304,220.46,0.288,53.44,49.98,0.842,9:45:49 PM:305,1
305,220.57,0.257,46.54,49.99,0.821,9:45:49 PM:684,1
306,220.54,0.281,52.71,49.98,0.850,9:45:50 PM:059,1
307,220.42,0.268,50.32,49.98,0.852,9:45:50 PM:437,1
308,220.47,0.295,55.67,49.98,0.856,9:45:50 PM:811,1
309,220.51,0.248,44.58,49.99,0.815,9:45:51 PM:187,1
310,220.40,0.296,55.97,49.99,0.858,9:45:51 PM:561,1
311,220.40,0.286,53.80,49.99,0.854,9:45:51 PM:936,1
312,220.42,0.283,52.39,49.99,0.840,9:45:52 PM:309,1
313,220.53,0.260,46.80,49.99,0.816,9:45:52 PM:684,1
314,220.48,0.346,66.28,49.99,0.869,9:45:53 PM:061,1
315,220.43,0.266,48.03,49.99,0.819,9:45:53 PM:436,1
316,220.48,0.264,48.92,50.02,0.840,9:45:53 PM:812,1
317,220.23,0.272,50.99,50.00,0.851,9:45:54 PM:185,1
318,220.26,0.326,62.91,49.99,0.876,9:45:54 PM:561,1
319,220.38,0.215,35.40,49.99,0.747,9:45:54 PM:924,1
320,220.34,0.219,36.15,49.99,0.749,9:45:55 PM:300,1
321,220.46,0.195,31.10,50.00,0.723,9:45:55 PM:678,1
322,220.38,0.217,37.49,50.00,0.784,9:45:56 PM:052,1
323,220.47,0.217,37.02,50.00,0.774,9:45:56 PM:428,1
324,220.47,0.223,38.10,49.99,0.775,9:45:56 PM:802,1
325,220.42,0.190,28.59,49.99,0.683,9:45:57 PM:175,1
326,220.43,0.234,37.73,49.98,0.732,9:45:57 PM:552,1
327,220.41,0.229,40.10,49.99,0.794,9:45:57 PM:928,1
328,220.39,0.282,47.25,50.00,0.760,9:45:58 PM:309,1
329,220.47,0.285,54.31,50.00,0.864,9:45:58 PM:688,1
330,220.46,0.218,37.21,49.99,0.774,9:45:59 PM:049,1
331,220.36,0.188,30.70,50.00,0.741,9:45:59 PM:423,1
332,220.36,0.211,35.75,49.98,0.769,9:45:59 PM:785,1
333,220.18,0.291,54.17,49.99,0.845,9:46:00 PM:162,1
334,220.25,0.271,49.48,49.99,0.829,9:46:00 PM:537,1
335,220.58,0.189,30.64,49.98,0.735,9:46:00 PM:914,1
336,220.51,0.231,38.77,50.00,0.761,9:46:01 PM:291,1
337,220.37,0.255,44.59,50.00,0.794,9:46:01 PM:667,1
338,220.30,0.288,54.87,50.00,0.865,9:46:02 PM:043,1
339,220.18,0.223,38.10,49.99,0.776,9:46:02 PM:419,1
340,220.29,0.220,35.52,50.00,0.733,9:46:02 PM:796,1
341,220.25,0.272,48.25,50.00,0.805,9:46:03 PM:173,1
342,220.31,0.262,47.79,50.00,0.828,9:46:03 PM:534,1
343,220.27,0.213,36.34,49.99,0.775,9:46:03 PM:910,1
344,220.15,0.256,45.73,49.99,0.811,9:46:04 PM:298,1
345,220.13,0.200,31.96,49.99,0.726,9:46:04 PM:674,1
346,220.21,0.286,53.89,50.01,0.856,9:46:05 PM:036,1
347,220.24,0.278,52.69,50.00,0.861,9:46:05 PM:458,1
348,220.31,0.267,49.83,49.99,0.847,9:46:05 PM:836,1
349,220.20,0.233,37.96,49.99,0.740,9:46:06 PM:211,1
350,220.17,0.308,44.34,50.02,0.654,9:46:06 PM:587,1
351,220.10,0.249,44.83,50.00,0.818,9:46:06 PM:965,1
352,220.11,0.269,49.96,50.01,0.844,9:46:07 PM:339,1
353,220.18,0.236,40.46,50.01,0.779,9:46:07 PM:712,1
354,220.22,0.248,43.29,50.01,0.793,9:46:08 PM:089,1
355,220.32,0.201,32.40,49.99,0.732,9:46:08 PM:466,1
356,220.23,0.294,56.07,50.00,0.866,9:46:08 PM:842,1
357,220.19,0.234,42.15,50.01,0.818,9:46:09 PM:218,1
358,220.29,0.211,35.17,49.99,0.757,9:46:09 PM:591,1
359,220.27,0.223,37.12,49.99,0.756,9:46:09 PM:969,1
360,220.22,0.281,51.13,50.00,0.826,9:46:10 PM:345,1
361,220.17,0.208,35.30,50.00,0.771,9:46:10 PM:720,1
362,220.17,0.245,44.91,50.00,0.833,9:46:11 PM:095,1
363,220.11,0.240,41.42,50.01,0.784,9:46:11 PM:472,1
364,220.16,0.331,49.58,50.01,0.680,9:46:11 PM:848,1
365,220.23,0.239,42.76,50.01,0.812,9:46:12 PM:224,1
366,220.21,0.252,45.65,49.99,0.823,9:46:12 PM:600,1
367,220.26,0.237,42.91,50.01,0.822,9:46:12 PM:977,1
368,220.21,0.249,43.97,50.00,0.802,9:46:13 PM:355,1
369,220.39,0.220,35.64,50.01,0.735,9:46:13 PM:733,1
370,220.33,0.251,45.13,50.01,0.816,9:46:14 PM:109,1
371,220.41,0.219,37.59,50.01,0.779,9:46:14 PM:487,1
372,220.33,0.260,48.42,50.01,0.845,9:46:14 PM:863,1
373,220.15,0.301,57.33,50.01,0.865,9:46:15 PM:242,1
374,220.19,0.310,59.79,50.01,0.876,9:46:15 PM:619,1
375,220.28,0.273,51.40,50.02,0.855,9:46:15 PM:996,1
376,220.20,0.315,60.93,50.01,0.878,9:46:16 PM:374,1
377,219.92,0.364,72.48,50.00,0.905,9:46:16 PM:754,1
378,219.97,0.377,75.34,50.02,0.908,9:46:17 PM:138,1
379,220.01,0.290,55.24,50.01,0.866,9:46:17 PM:517,1
380,220.07,0.307,59.26,50.03,0.877,9:46:17 PM:879,1
381,220.23,0.252,44.45,50.02,0.801,9:46:18 PM:268,1
382,220.32,0.180,27.98,50.01,0.706,9:46:18 PM:642,1
383,220.23,0.338,54.39,50.02,0.731,9:46:19 PM:013,1
384,220.38,0.172,27.85,50.02,0.735,9:46:19 PM:390,1
385,220.30,0.191,31.55,50.02,0.750,9:46:19 PM:766,1
386,220.21,0.235,42.47,50.02,0.821,9:46:20 PM:139,1
387,220.18,0.266,49.13,50.03,0.839,9:46:20 PM:519,1
388,220.32,0.246,43.30,50.01,0.799,9:46:20 PM:896,1
389,220.32,0.259,46.21,50.03,0.810,9:46:21 PM:275,1
390,220.29,0.220,38.73,50.03,0.799,9:46:21 PM:643,1
391,220.33,0.219,37.95,50.03,0.787,9:46:22 PM:031,1
392,220.22,0.235,41.38,50.01,0.800,9:46:22 PM:406,1
393,220.13,0.357,68.89,50.01,0.877,9:46:22 PM:788,1
394,220.23,0.255,46.32,50.02,0.825,9:46:23 PM:178,1
395,220.15,0.230,40.80,50.01,0.806,9:46:23 PM:555,1
396,220.09,0.214,33.74,50.03,0.716,9:46:23 PM:927,1
397,220.05,0.266,46.11,50.02,0.788,9:46:24 PM:313,1
398,220.16,0.283,53.88,50.03,0.865,9:46:24 PM:690,1
