??,??(V),??(A),??(W),??(Hz),????,??,??
124,220.50,0.312,58.40,49.97,0.849,9:17:31 PM:120,1
125,220.79,0.291,55.15,49.97,0.858,9:17:31 PM:494,1
126,220.70,0.282,53.85,49.97,0.865,9:17:31 PM:870,1
127,220.83,0.306,59.07,49.97,0.874,9:17:32 PM:244,1
128,220.82,0.239,41.06,49.98,0.778,9:17:32 PM:619,1
129,220.93,0.287,48.61,49.96,0.767,9:17:32 PM:994,1
130,221.03,0.278,52.20,49.97,0.850,9:17:33 PM:369,1
131,220.74,0.228,39.10,49.96,0.777,9:17:33 PM:744,1
132,220.69,0.252,41.80,49.98,0.752,9:17:34 PM:135,1
133,220.83,0.220,37.17,49.96,0.765,9:17:34 PM:509,1
134,220.58,0.315,61.49,49.97,0.885,9:17:34 PM:884,1
135,220.80,0.285,52.39,49.95,0.833,9:17:35 PM:259,1
136,220.89,0.298,37.43,49.98,0.569,9:17:35 PM:634,1
137,220.64,0.279,51.55,49.97,0.837,9:17:36 PM:009,1
138,220.95,0.278,51.30,49.96,0.835,9:17:36 PM:384,1
139,220.76,0.225,36.89,49.97,0.743,9:17:36 PM:759,1
140,220.73,0.259,43.29,49.98,0.757,9:17:37 PM:134,1
141,220.91,0.255,47.04,49.98,0.835,9:17:37 PM:509,1
142,220.83,0.262,48.16,49.97,0.832,9:17:37 PM:884,1
143,220.91,0.226,37.40,49.97,0.749,9:17:38 PM:259,1
144,220.96,0.239,40.50,49.97,0.767,9:17:38 PM:633,1
145,220.81,0.213,36.17,50.00,0.769,9:17:39 PM:009,1
146,220.87,0.265,49.80,49.97,0.851,9:17:39 PM:383,1
147,220.76,0.223,39.09,49.97,0.794,9:17:39 PM:758,1
148,220.75,0.253,45.30,49.98,0.811,9:17:40 PM:133,1
149,221.03,0.209,33.33,49.96,0.722,9:17:40 PM:508,1
150,220.96,0.220,38.66,49.98,0.795,9:17:40 PM:883,1
151,220.84,0.263,47.63,49.98,0.820,9:17:41 PM:274,1
152,221.01,0.231,40.48,49.98,0.793,9:17:41 PM:649,1
153,220.89,0.231,37.79,49.97,0.741,9:17:42 PM:039,1
154,220.85,0.257,45.02,49.97,0.793,9:17:42 PM:414,1
155,220.82,0.224,39.47,49.96,0.798,9:17:42 PM:789,1
156,220.86,0.254,46.76,49.97,0.834,9:17:43 PM:163,1
157,220.99,0.232,40.27,49.96,0.785,9:17:43 PM:538,1
158,220.85,0.233,40.80,49.98,0.793,9:17:43 PM:918,1
159,220.99,0.246,42.58,49.98,0.783,9:17:44 PM:293,1
160,221.02,0.273,48.70,49.98,0.807,9:17:44 PM:684,1
161,221.00,0.311,60.36,49.99,0.878,9:17:45 PM:057,1
162,221.14,0.312,59.99,49.98,0.869,9:17:45 PM:433,1
163,221.03,0.245,43.22,49.97,0.798,9:17:45 PM:807,1
164,221.04,0.247,44.71,49.98,0.819,9:17:46 PM:182,1
165,221.08,0.254,41.50,49.99,0.739,9:17:46 PM:568,1
166,221.07,0.261,47.15,49.98,0.817,9:17:46 PM:943,1
167,221.15,0.236,41.84,49.99,0.802,9:17:47 PM:318,1
168,221.17,0.221,26.49,49.99,0.542,9:17:47 PM:693,1
169,221.13,0.251,39.18,49.96,0.706,9:17:48 PM:067,1
170,221.15,0.292,55.61,49.98,0.861,9:17:48 PM:458,1
171,221.11,0.230,38.62,49.99,0.759,9:17:48 PM:833,1
172,221.16,0.330,51.03,49.97,0.699,9:17:49 PM:208,1
173,221.18,0.275,52.00,49.98,0.855,9:17:49 PM:583,1
174,221.21,0.184,30.44,49.99,0.748,9:17:49 PM:958,1
175,221.32,0.220,37.35,49.98,0.767,9:17:50 PM:333,1
176,221.11,0.231,41.31,49.99,0.809,9:17:50 PM:707,1
177,221.03,0.230,39.27,49.98,0.772,9:17:51 PM:082,1
178,220.96,0.213,37.20,49.98,0.790,9:17:51 PM:458,1
179,221.00,0.236,42.05,49.99,0.806,9:17:51 PM:832,1
180,220.96,0.180,27.44,49.99,0.690,9:17:52 PM:208,1
181,221.08,0.233,37.54,49.98,0.729,9:17:52 PM:598,1
182,221.22,0.209,34.98,49.99,0.757,9:17:52 PM:973,1
183,221.32,0.206,34.63,49.99,0.760,9:17:53 PM:348,1
184,221.16,0.217,33.77,49.99,0.704,9:17:53 PM:722,1
185,221.09,0.210,33.82,50.00,0.728,9:17:54 PM:097,1
186,221.09,0.177,27.91,49.99,0.713,9:17:54 PM:472,1
187,221.00,0.205,33.78,50.00,0.746,9:17:54 PM:847,1
188,221.02,0.268,45.50,49.99,0.768,9:17:55 PM:222,1
189,221.08,0.242,40.59,49.98,0.759,9:17:55 PM:613,1
190,221.02,0.249,45.58,49.99,0.828,9:17:55 PM:988,1
191,220.98,0.233,40.82,50.01,0.793,9:17:56 PM:362,1
192,220.95,0.211,34.25,49.98,0.735,9:17:56 PM:737,1
193,220.92,0.305,40.25,50.00,0.597,9:17:57 PM:112,1
194,221.01,0.291,55.43,50.01,0.862,9:17:57 PM:503,1
195,221.08,0.222,38.47,50.00,0.784,9:17:57 PM:878,1
196,221.10,0.224,37.03,49.99,0.748,9:17:58 PM:253,1
197,221.11,0.236,39.53,50.02,0.758,9:17:58 PM:627,1
198,221.10,0.240,40.01,50.00,0.754,9:17:59 PM:002,1
199,221.04,0.348,45.43,50.01,0.591,9:17:59 PM:377,1
200,220.98,0.275,46.92,50.02,0.772,9:17:59 PM:752,1
201,220.97,0.220,37.57,50.01,0.773,9:18:00 PM:127,1
202,221.06,0.273,51.19,50.02,0.848,9:18:00 PM:502,1
203,221.06,0.232,40.38,50.02,0.787,9:18:00 PM:877,1
204,221.01,0.234,39.81,50.01,0.770,9:18:01 PM:252,1
205,220.95,0.220,35.19,50.02,0.724,9:18:01 PM:627,1
206,220.91,0.255,47.00,50.02,0.834,9:18:02 PM:017,1
207,221.03,0.337,47.55,50.01,0.638,9:18:02 PM:392,1
208,221.12,0.236,39.07,50.02,0.749,9:18:02 PM:767,1
209,221.21,0.249,38.29,50.02,0.695,9:18:03 PM:142,1
210,221.05,0.295,56.18,50.02,0.862,9:18:03 PM:517,1
211,221.02,0.211,34.50,50.01,0.740,9:18:03 PM:892,1
212,221.08,0.226,38.69,50.04,0.774,9:18:04 PM:267,1
213,221.11,0.267,43.09,50.03,0.730,9:18:04 PM:642,1
214,221.00,0.293,54.79,50.03,0.846,9:18:05 PM:017,1
215,221.05,0.252,46.04,50.03,0.826,9:18:05 PM:407,1
216,220.98,0.251,44.51,50.05,0.803,9:18:05 PM:782,1
217,220.96,0.250,44.14,50.03,0.799,9:18:06 PM:157,1
218,220.98,0.241,41.44,50.03,0.778,9:18:06 PM:532,1
219,220.98,0.256,46.87,50.03,0.829,9:18:06 PM:907,1
220,221.15,0.214,35.18,50.02,0.743,9:18:07 PM:282,1
221,221.20,0.253,36.90,50.04,0.659,9:18:07 PM:657,1
222,221.13,0.222,36.26,50.02,0.739,9:18:08 PM:032,1
223,221.13,0.232,41.83,50.03,0.815,9:18:08 PM:406,1
224,221.09,0.236,39.20,50.03,0.751,9:18:08 PM:781,1
225,221.05,0.266,48.32,50.02,0.822,9:18:09 PM:156,1
226,221.17,0.289,55.02,50.05,0.861,9:18:09 PM:531,1
227,221.11,0.254,44.01,50.05,0.784,9:18:09 PM:906,1
228,221.11,0.316,60.83,50.03,0.871,9:18:10 PM:281,1
229,221.20,0.245,36.84,50.04,0.680,9:18:10 PM:656,1
230,221.06,0.266,49.73,50.04,0.846,9:18:11 PM:031,1
231,220.94,0.304,58.37,50.05,0.869,9:18:11 PM:422,1
232,220.87,0.261,48.47,50.05,0.841,9:18:11 PM:796,1
233,220.92,0.271,36.62,50.04,0.612,9:18:12 PM:171,1
234,220.99,0.249,42.84,50.05,0.779,9:18:12 PM:546,1
235,221.01,0.279,38.82,50.04,0.630,9:18:12 PM:937,1
236,221.02,0.223,36.91,50.04,0.749,9:18:13 PM:312,1
237,221.04,0.303,42.69,50.04,0.637,9:18:13 PM:693,1
238,221.05,0.193,32.39,50.04,0.759,9:18:14 PM:071,1
239,221.18,0.187,30.38,50.04,0.734,9:18:14 PM:445,1
240,221.11,0.275,51.14,50.04,0.841,9:18:14 PM:830,1
241,221.10,0.308,47.75,50.04,0.701,9:18:15 PM:207,1
242,221.05,0.291,55.35,50.05,0.860,9:18:15 PM:597,1
243,221.05,0.269,50.58,50.04,0.851,9:18:15 PM:972,1
244,221.03,0.250,44.96,50.03,0.814,9:18:16 PM:347,1
245,221.04,0.245,41.40,50.04,0.764,9:18:16 PM:726,1
246,221.08,0.223,39.65,50.05,0.804,9:18:17 PM:109,1
247,221.28,0.220,38.96,50.06,0.800,9:18:17 PM:492,1
248,221.33,0.295,42.22,50.05,0.647,9:18:17 PM:867,1
249,221.29,0.248,42.29,50.03,0.771,9:18:18 PM:288,1
250,221.26,0.250,45.02,50.04,0.814,9:18:18 PM:663,1
251,221.12,0.223,36.80,50.03,0.746,9:18:19 PM:038,1
252,221.12,0.259,46.42,50.03,0.811,9:18:19 PM:413,1
253,221.07,0.239,42.30,50.04,0.801,9:18:19 PM:788,1
254,221.00,0.245,43.46,50.05,0.803,9:18:20 PM:163,1
255,221.13,0.247,42.14,50.06,0.771,9:18:20 PM:538,1
256,221.02,0.261,48.12,50.03,0.834,9:18:20 PM:913,1
257,221.01,0.293,48.75,50.04,0.753,9:18:21 PM:303,1
258,221.02,0.275,49.75,50.04,0.818,9:18:21 PM:678,1
259,220.77,0.256,43.85,50.04,0.776,9:18:22 PM:053,1
260,220.99,0.272,50.77,50.04,0.845,9:18:22 PM:428,1
261,221.12,0.257,43.73,50.05,0.770,9:18:22 PM:815,1
262,221.00,0.329,64.24,50.03,0.884,9:18:23 PM:199,1
263,221.03,0.240,42.77,50.04,0.806,9:18:23 PM:589,1
264,220.86,0.325,62.92,50.04,0.877,9:18:23 PM:974,1
265,220.88,0.343,67.57,50.05,0.892,9:18:24 PM:365,1
266,220.82,0.311,57.10,50.04,0.831,9:18:24 PM:755,1
267,220.70,0.204,31.86,50.04,0.708,9:18:25 PM:130,1
268,220.85,0.255,46.08,50.05,0.818,9:18:25 PM:505,1
269,220.71,0.364,71.08,50.04,0.885,9:18:25 PM:895,1
270,220.68,0.290,50.92,50.03,0.796,9:18:26 PM:270,1
271,220.69,0.323,59.37,50.04,0.833,9:18:26 PM:645,1
272,220.39,0.464,76.51,50.03,0.748,9:18:27 PM:036,1
273,220.46,0.460,95.03,50.04,0.937,9:18:27 PM:449,1
274,220.53,0.451,93.01,50.04,0.935,9:18:27 PM:886,1
275,220.57,0.451,93.05,50.04,0.935,9:18:28 PM:277,1
276,220.59,0.381,76.83,50.05,0.914,9:18:28 PM:792,1
277,220.53,0.406,82.52,50.05,0.922,9:18:29 PM:183,1
278,220.70,0.324,63.47,50.03,0.888,9:18:29 PM:574,1
279,220.67,0.283,52.03,50.04,0.833,9:18:29 PM:964,1
280,220.68,0.311,54.46,50.04,0.794,9:18:30 PM:339,1
281,220.74,0.262,26.41,50.03,0.457,9:18:30 PM:714,1
282,220.58,0.304,55.57,50.03,0.829,9:18:31 PM:085,1
283,220.81,0.312,50.77,50.04,0.737,9:18:31 PM:472,1
284,220.83,0.309,59.52,50.01,0.872,9:18:31 PM:874,1
285,220.70,0.238,40.44,50.03,0.770,9:18:32 PM:266,1
286,220.87,0.292,55.66,50.05,0.863,9:18:32 PM:657,1
287,220.95,0.231,39.91,50.03,0.782,9:18:33 PM:028,1
288,220.92,0.213,37.31,50.03,0.793,9:18:33 PM:403,1
289,220.63,0.209,32.74,50.04,0.710,9:18:33 PM:777,1
290,220.51,0.255,46.10,50.02,0.820,9:18:34 PM:148,1
291,220.61,0.276,51.22,50.03,0.841,9:18:34 PM:523,1
292,220.58,0.260,46.98,50.04,0.819,9:18:34 PM:898,1
293,220.49,0.326,44.73,50.03,0.622,9:18:35 PM:288,1
294,220.56,0.264,47.99,50.03,0.824,9:18:35 PM:679,1
295,220.50,0.232,41.14,50.02,0.804,9:18:36 PM:054,1
296,220.41,0.235,41.90,50.03,0.809,9:18:36 PM:429,1
297,220.36,0.270,47.65,50.03,0.801,9:18:37 PM:337,1
298,220.66,0.322,54.71,50.03,0.770,9:18:37 PM:715,1
299,220.49,0.325,63.37,50.03,0.884,9:18:38 PM:077,1
300,220.58,0.377,73.65,50.02,0.886,9:18:38 PM:464,1
301,220.60,0.267,45.10,50.02,0.766,9:18:38 PM:839,1
302,220.51,0.317,60.30,50.03,0.863,9:18:39 PM:230,1
303,220.63,0.337,65.19,50.04,0.877,9:18:39 PM:620,1
304,220.57,0.229,38.07,50.02,0.754,9:18:39 PM:995,1
305,220.56,0.229,39.72,50.02,0.786,9:18:40 PM:370,1
306,220.63,0.220,35.20,50.02,0.725,9:18:40 PM:745,1
307,220.62,0.441,49.58,50.01,0.510,9:18:41 PM:120,1
308,220.69,0.199,31.33,50.03,0.713,9:18:41 PM:495,1
309,220.81,0.205,34.88,50.02,0.771,9:18:41 PM:870,1
310,220.34,0.418,69.93,50.02,0.759,9:18:42 PM:260,1
311,220.53,0.259,43.90,50.02,0.768,9:18:42 PM:635,1
312,220.61,0.280,49.24,50.02,0.797,9:18:43 PM:010,1
313,220.53,0.302,58.13,50.04,0.873,9:18:43 PM:401,1
314,220.57,0.416,84.64,50.02,0.922,9:18:44 PM:150,1
315,220.65,0.394,79.05,50.01,0.909,9:18:44 PM:541,1
316,220.53,0.394,78.90,50.01,0.908,9:18:44 PM:932,1
317,220.59,0.406,82.45,50.01,0.921,9:18:45 PM:322,1
318,220.65,0.408,82.81,50.03,0.920,9:18:45 PM:713,1
319,220.58,0.412,83.13,50.01,0.915,9:18:46 PM:119,1
320,220.48,0.408,82.46,50.01,0.917,9:18:46 PM:509,1
321,220.57,0.390,78.56,50.01,0.913,9:18:46 PM:900,1
322,220.41,0.415,84.51,50.03,0.924,9:18:47 PM:290,1
323,220.48,0.385,77.19,50.00,0.909,9:18:47 PM:681,1
324,220.60,0.432,85.13,50.02,0.893,9:18:48 PM:071,1
325,220.64,0.339,66.55,50.01,0.890,9:18:48 PM:524,1
326,220.63,0.369,74.02,50.01,0.909,9:18:48 PM:915,1
327,220.55,0.309,59.65,50.01,0.875,9:18:49 PM:306,1
328,220.69,0.304,52.71,50.02,0.786,9:18:49 PM:681,1
329,220.75,0.249,44.91,50.02,0.817,9:18:50 PM:055,1
330,220.75,0.265,42.37,50.01,0.724,9:18:50 PM:430,1
331,220.75,0.315,61.04,50.00,0.878,9:18:50 PM:805,1
332,220.65,0.330,64.71,50.02,0.889,9:18:51 PM:180,1
333,220.57,0.396,77.96,50.01,0.893,9:18:51 PM:555,1
334,220.71,0.322,62.11,50.00,0.874,9:18:51 PM:930,1
335,220.60,0.355,69.74,50.01,0.891,9:18:52 PM:305,1
336,220.87,0.349,66.77,50.01,0.866,9:18:52 PM:695,1
337,220.94,0.208,34.70,50.02,0.755,9:18:53 PM:070,1
338,220.84,0.330,65.02,50.01,0.892,9:18:53 PM:461,1
339,220.88,0.371,71.58,50.00,0.874,9:18:53 PM:836,1
340,220.67,0.459,94.89,50.01,0.937,9:18:54 PM:226,1
341,220.76,0.460,95.11,50.01,0.937,9:18:54 PM:804,1
342,220.66,0.425,86.66,50.03,0.924,9:18:55 PM:179,1
343,220.66,0.385,77.72,49.99,0.915,9:18:55 PM:570,1
344,220.62,0.365,70.37,50.02,0.874,9:18:56 PM:038,1
345,220.50,0.314,60.40,50.01,0.872,9:18:56 PM:413,1
346,220.49,0.453,93.07,50.01,0.932,9:18:56 PM:804,1
347,220.47,0.380,75.98,50.00,0.907,9:18:57 PM:179,1
348,220.38,0.373,74.11,49.99,0.902,9:18:57 PM:554,1
349,220.06,0.445,91.48,50.00,0.934,9:18:57 PM:944,1
350,219.90,0.427,86.87,50.01,0.925,9:18:58 PM:335,1
351,220.06,0.438,89.52,50.02,0.929,9:18:58 PM:725,1
352,219.99,0.401,81.17,50.01,0.920,9:18:59 PM:116,1
353,219.90,0.403,81.38,50.01,0.918,9:18:59 PM:506,1
354,219.88,0.423,85.33,50.00,0.917,9:18:59 PM:897,1
355,219.73,0.414,83.56,50.01,0.919,9:19:00 PM:287,1
356,219.86,0.409,82.94,50.01,0.922,9:19:00 PM:678,1
357,219.83,0.402,80.82,50.01,0.915,9:19:01 PM:068,1
358,220.11,0.442,90.38,50.01,0.929,9:19:01 PM:459,1
359,220.20,0.439,88.87,50.00,0.919,9:19:01 PM:849,1
360,220.07,0.407,80.02,50.00,0.893,9:19:02 PM:240,1
361,220.31,0.241,23.89,50.01,0.450,9:19:02 PM:631,1
362,220.42,0.316,58.02,50.01,0.833,9:19:03 PM:021,1
363,220.32,0.208,35.94,50.01,0.784,9:19:03 PM:396,1
364,220.24,0.256,45.50,50.01,0.807,9:19:03 PM:771,1
365,220.15,0.361,48.64,50.00,0.612,9:19:04 PM:146,1
366,220.04,0.464,96.00,50.01,0.940,9:19:04 PM:536,1
367,220.11,0.476,98.65,50.00,0.942,9:19:04 PM:927,1
368,219.98,0.479,99.36,50.01,0.943,9:19:05 PM:317,1
369,220.13,0.482,100.12,50.01,0.944,9:19:05 PM:708,1
370,220.04,0.476,98.57,50.00,0.941,9:19:06 PM:098,1
371,220.09,0.482,100.05,50.01,0.943,9:19:06 PM:489,1
372,220.19,0.472,97.78,50.01,0.941,9:19:06 PM:880,1
373,220.20,0.477,98.98,50.00,0.942,9:19:07 PM:270,1
374,220.29,0.466,96.50,50.02,0.940,9:19:07 PM:661,1
375,220.22,0.476,98.82,50.00,0.943,9:19:08 PM:051,1
376,220.26,0.475,98.60,50.02,0.942,9:19:08 PM:442,1
377,220.34,0.463,95.79,50.01,0.939,9:19:08 PM:832,1
378,220.13,0.463,95.86,50.00,0.941,9:19:09 PM:223,1
379,220.20,0.462,95.50,50.00,0.939,9:19:09 PM:613,1
380,220.19,0.476,98.79,50.01,0.943,9:19:10 PM:004,1
381,220.12,0.471,97.65,50.00,0.942,9:19:10 PM:394,1
382,220.29,0.248,44.04,50.01,0.806,9:19:10 PM:769,1
383,220.26,0.344,44.41,49.99,0.586,9:19:11 PM:144,1
384,220.22,0.218,35.22,50.00,0.734,9:19:11 PM:519,1
385,220.28,0.322,43.55,50.01,0.614,9:19:11 PM:894,1
386,220.11,0.226,38.82,50.00,0.780,9:19:12 PM:269,1
387,220.11,0.246,44.81,50.00,0.828,9:19:12 PM:644,1
388,220.14,0.257,46.06,50.00,0.814,9:19:13 PM:034,1
389,220.14,0.368,45.78,50.00,0.565,9:19:13 PM:409,1
390,220.10,0.464,95.52,50.01,0.935,9:19:13 PM:800,1
391,220.01,0.464,95.73,50.02,0.938,9:19:14 PM:190,1
392,220.14,0.457,94.01,49.99,0.934,9:19:14 PM:581,1
393,220.18,0.356,55.31,50.01,0.706,9:19:14 PM:956,1
394,219.98,0.449,92.04,50.01,0.932,9:19:15 PM:346,1
395,220.21,0.343,58.75,49.99,0.778,9:19:15 PM:737,1
396,220.15,0.237,41.53,50.03,0.796,9:19:16 PM:127,1
397,220.00,0.320,47.85,49.99,0.680,9:19:16 PM:502,1
398,220.08,0.392,34.06,50.01,0.395,9:19:16 PM:877,1
