??,??(V),??(A),??(W),??(Hz),????,??,??
109,218.63,0.335,63.84,49.99,0.872,8:18:42 PM:431,1
110,218.47,0.349,67.59,50.01,0.887,8:18:42 PM:803,1
111,218.46,0.362,71.51,50.00,0.904,8:18:43 PM:177,1
112,218.40,0.342,67.03,49.99,0.897,8:18:43 PM:566,1
113,218.49,0.329,63.10,50.00,0.878,8:18:43 PM:938,1
114,218.69,0.275,51.36,50.00,0.854,8:18:44 PM:309,1
115,218.59,0.288,53.56,50.01,0.851,8:18:44 PM:680,1
116,218.67,0.306,59.00,50.00,0.882,8:18:45 PM:054,1
117,218.64,0.321,61.62,50.00,0.878,8:18:45 PM:441,1
118,218.63,0.296,56.36,49.99,0.871,8:18:45 PM:812,1
119,218.73,0.324,62.90,50.00,0.888,8:18:46 PM:184,1
120,218.77,0.304,57.52,50.01,0.865,8:18:46 PM:557,1
121,218.73,0.311,59.22,49.99,0.871,8:18:46 PM:930,1
122,218.76,0.269,49.74,50.01,0.845,8:18:47 PM:303,1
123,218.79,0.336,64.01,49.99,0.871,8:18:47 PM:690,1
124,218.62,0.317,61.11,50.01,0.882,8:18:48 PM:063,1
125,218.64,0.269,49.18,50.01,0.836,8:18:48 PM:438,1
126,218.69,0.269,48.30,50.01,0.821,8:18:48 PM:809,1
127,218.82,0.283,52.28,50.01,0.844,8:18:49 PM:182,1
128,218.85,0.262,48.59,50.00,0.847,8:18:49 PM:552,1
129,218.89,0.326,63.62,50.02,0.892,8:18:49 PM:927,1
130,219.10,0.266,49.25,49.99,0.845,8:18:50 PM:318,1
131,218.96,0.286,52.19,50.01,0.833,8:18:50 PM:707,1
132,219.14,0.251,45.58,50.01,0.829,8:18:51 PM:081,1
133,219.09,0.335,65.74,50.01,0.896,8:18:51 PM:453,1
134,219.04,0.320,61.89,50.02,0.883,8:18:51 PM:824,1
135,219.09,0.333,64.46,50.01,0.884,8:18:52 PM:198,1
136,218.98,0.345,67.88,50.01,0.898,8:18:52 PM:587,1
137,218.81,0.321,62.20,50.02,0.886,8:18:52 PM:961,1
138,218.68,0.363,72.05,50.04,0.908,8:18:53 PM:336,1
139,218.95,0.368,72.95,50.03,0.905,8:18:53 PM:713,1
140,218.94,0.355,69.58,50.02,0.895,8:18:54 PM:093,1
141,218.85,0.382,76.45,50.02,0.914,8:18:54 PM:465,1
142,218.84,0.366,72.69,50.02,0.908,8:18:54 PM:839,1
143,218.92,0.375,74.94,50.02,0.913,8:18:55 PM:217,1
144,218.88,0.384,76.80,50.02,0.914,8:18:55 PM:586,1
145,218.95,0.363,72.07,50.02,0.907,8:18:55 PM:963,1
146,218.88,0.370,73.51,50.02,0.908,8:18:56 PM:338,1
147,218.66,0.375,74.10,50.02,0.904,8:18:56 PM:713,1
148,218.81,0.358,70.82,50.03,0.904,8:18:57 PM:098,1
149,218.83,0.421,84.03,50.03,0.912,8:18:57 PM:473,1
150,218.76,0.350,69.06,50.02,0.902,8:18:57 PM:850,1
151,218.80,0.374,74.13,50.03,0.906,8:18:58 PM:226,1
152,218.66,0.364,71.96,50.02,0.904,8:18:58 PM:604,1
153,218.62,0.353,68.77,50.02,0.891,8:18:58 PM:977,1
154,218.75,0.386,75.26,50.04,0.891,8:18:59 PM:352,1
155,218.80,0.369,73.28,50.03,0.908,8:18:59 PM:727,1
156,218.94,0.360,70.40,50.03,0.893,8:19:00 PM:101,1
157,218.87,0.382,76.60,50.03,0.916,8:19:00 PM:477,1
158,218.59,0.369,72.99,50.03,0.905,8:19:00 PM:853,1
159,218.74,0.382,75.86,50.03,0.908,8:19:01 PM:241,1
160,218.70,0.302,55.67,50.03,0.843,8:19:01 PM:630,1
161,218.63,0.380,75.51,50.02,0.909,8:19:02 PM:004,1
162,218.68,0.368,72.91,50.03,0.906,8:19:02 PM:379,1
163,218.59,0.367,72.34,50.03,0.902,8:19:02 PM:753,1
164,218.41,0.373,74.12,50.03,0.910,8:19:03 PM:126,1
165,218.34,0.383,76.14,50.03,0.911,8:19:03 PM:502,1
166,218.55,0.343,67.19,50.03,0.896,8:19:03 PM:877,1
167,218.55,0.354,69.80,50.01,0.902,8:19:04 PM:251,1
168,218.60,0.359,70.84,50.03,0.903,8:19:04 PM:624,1
169,218.49,0.372,73.92,50.03,0.909,8:19:04 PM:999,1
170,218.54,0.374,74.35,50.02,0.910,8:19:05 PM:375,1
171,218.52,0.382,76.25,50.03,0.913,8:19:05 PM:750,1
172,218.46,0.408,81.82,50.03,0.918,8:19:06 PM:126,1
173,218.42,0.389,77.79,50.03,0.915,8:19:06 PM:499,1
174,218.49,0.410,82.38,50.04,0.920,8:19:06 PM:872,1
175,218.65,0.373,73.85,50.03,0.906,8:19:07 PM:246,1
176,218.76,0.394,78.88,50.03,0.915,8:19:07 PM:622,1
177,218.69,0.400,79.90,50.03,0.913,8:19:07 PM:999,1
178,218.71,0.370,73.73,50.03,0.911,8:19:08 PM:372,1
179,218.62,0.328,62.32,50.02,0.869,8:19:08 PM:745,1
180,218.73,0.332,64.02,50.02,0.882,8:19:09 PM:118,1
181,218.78,0.363,71.87,50.02,0.905,8:19:09 PM:507,1
182,218.68,0.305,57.16,50.02,0.857,8:19:09 PM:896,1
183,218.73,0.289,54.51,50.02,0.862,8:19:10 PM:267,1
184,218.72,0.313,59.73,50.03,0.873,8:19:10 PM:641,1
185,218.71,0.299,55.41,50.03,0.847,8:19:11 PM:014,1
186,218.93,0.298,54.26,50.02,0.832,8:19:11 PM:392,1
187,218.86,0.289,53.68,50.03,0.849,8:19:11 PM:762,1
188,218.78,0.270,49.96,50.04,0.846,8:19:12 PM:135,1
189,218.90,0.368,72.98,50.01,0.906,8:19:12 PM:525,1
190,218.71,0.423,84.43,50.03,0.913,8:19:12 PM:917,1
191,218.90,0.346,68.12,50.02,0.899,8:19:13 PM:306,1
192,218.69,0.365,72.10,50.04,0.903,8:19:13 PM:692,1
193,218.78,0.357,69.31,50.02,0.887,8:19:14 PM:065,1
194,218.89,0.367,47.03,50.02,0.585,8:19:14 PM:438,1
195,218.69,0.299,55.64,50.01,0.851,8:19:14 PM:809,1
196,218.75,0.324,62.23,50.03,0.878,8:19:15 PM:182,1
197,218.88,0.271,50.05,50.02,0.844,8:19:15 PM:567,1
198,218.86,0.328,63.39,50.03,0.883,8:19:15 PM:936,1
199,218.91,0.362,71.77,50.02,0.906,8:19:16 PM:309,1
200,218.85,0.397,79.57,50.04,0.916,8:19:16 PM:694,1
201,218.98,0.309,58.26,50.01,0.861,8:19:17 PM:068,1
202,219.11,0.275,50.88,50.03,0.844,8:19:17 PM:440,1
203,219.04,0.318,60.36,50.01,0.867,8:19:17 PM:813,1
204,218.99,0.365,71.82,50.01,0.899,8:19:18 PM:199,1
205,219.08,0.265,46.89,50.02,0.808,8:19:18 PM:572,1
206,218.76,0.314,59.59,50.03,0.867,8:19:18 PM:947,1
207,219.04,0.296,56.07,50.03,0.865,8:19:19 PM:333,1
208,219.07,0.314,59.72,50.01,0.868,8:19:19 PM:708,1
209,219.18,0.288,54.24,50.02,0.859,8:19:20 PM:082,1
210,219.12,0.303,57.33,50.01,0.864,8:19:20 PM:453,1
211,218.96,0.292,54.93,50.01,0.859,8:19:20 PM:827,1
212,219.12,0.278,51.01,50.04,0.837,8:19:21 PM:202,1
213,219.26,0.283,53.15,50.01,0.856,8:19:21 PM:575,1
214,219.25,0.303,55.70,50.01,0.838,8:19:21 PM:961,1
215,219.24,0.249,44.33,50.01,0.812,8:19:22 PM:333,1
216,219.11,0.322,62.10,50.02,0.880,8:19:22 PM:709,1
217,218.82,0.343,67.16,50.01,0.895,8:19:23 PM:084,1
218,219.07,0.352,69.34,50.02,0.899,8:19:23 PM:456,1
219,218.83,0.346,67.04,50.01,0.885,8:19:23 PM:832,1
220,218.91,0.355,70.03,50.03,0.901,8:19:24 PM:207,1
221,219.02,0.445,88.22,49.99,0.905,8:19:24 PM:582,1
222,218.96,0.368,72.68,49.99,0.902,8:19:24 PM:957,1
223,219.08,0.361,71.60,50.00,0.905,8:19:25 PM:332,1
224,218.99,0.395,79.10,49.99,0.914,8:19:25 PM:708,1
225,219.00,0.365,72.57,50.01,0.908,8:19:26 PM:080,1
226,219.05,0.365,72.43,50.00,0.906,8:19:26 PM:454,1
227,218.96,0.356,70.45,50.02,0.904,8:19:26 PM:824,1
228,219.03,0.428,85.42,50.02,0.911,8:19:27 PM:212,1
229,219.12,0.375,73.21,50.02,0.891,8:19:27 PM:598,1
230,219.03,0.341,66.75,50.00,0.894,8:19:27 PM:968,1
231,218.97,0.373,73.51,50.01,0.900,8:19:28 PM:343,1
232,218.87,0.333,55.32,50.00,0.759,8:19:28 PM:716,1
233,218.87,0.321,61.85,50.02,0.880,8:19:29 PM:089,1
234,219.08,0.278,51.00,50.01,0.837,8:19:29 PM:463,1
235,219.19,0.262,47.60,50.00,0.829,8:19:29 PM:852,1
236,219.20,0.301,57.74,49.99,0.875,8:19:30 PM:212,1
237,219.13,0.278,50.28,50.02,0.825,8:19:30 PM:599,1
238,219.02,0.299,55.39,50.01,0.846,8:19:30 PM:972,1
239,219.07,0.255,45.95,50.00,0.823,8:19:31 PM:347,1
240,218.96,0.305,58.47,50.01,0.876,8:19:31 PM:719,1
241,218.95,0.301,57.72,50.01,0.876,8:19:32 PM:092,1
242,218.99,0.300,57.12,50.00,0.869,8:19:32 PM:464,1
243,218.77,0.263,45.17,49.99,0.785,8:19:32 PM:840,1
244,218.73,0.288,54.19,49.99,0.860,8:19:33 PM:228,1
245,218.89,0.240,43.44,50.01,0.827,8:19:33 PM:598,1
246,218.85,0.257,47.15,49.99,0.838,8:19:33 PM:968,1
247,218.84,0.269,47.69,49.99,0.810,8:19:34 PM:342,1
248,218.93,0.280,51.73,50.00,0.844,8:19:34 PM:716,1
249,218.86,0.240,41.58,49.99,0.792,8:19:35 PM:103,1
250,218.93,0.253,46.41,50.00,0.838,8:19:35 PM:476,1
251,218.83,0.268,48.99,50.00,0.835,8:19:35 PM:851,1
252,218.75,0.288,53.98,50.00,0.857,8:19:36 PM:224,1
253,218.84,0.305,57.93,50.00,0.868,8:19:36 PM:598,1
254,218.79,0.310,58.03,49.99,0.856,8:19:36 PM:971,1
255,218.80,0.291,54.61,50.00,0.858,8:19:37 PM:340,1
256,218.83,0.301,56.58,50.00,0.859,8:19:37 PM:715,1
257,218.84,0.315,60.47,49.99,0.877,8:19:38 PM:088,1
258,218.78,0.323,61.18,50.00,0.866,8:19:38 PM:478,1
259,218.70,0.343,54.36,49.99,0.725,8:19:38 PM:853,1
260,218.63,0.317,61.25,49.99,0.884,8:19:39 PM:225,1
261,218.73,0.277,51.01,50.01,0.842,8:19:39 PM:598,1
262,218.78,0.333,64.32,50.00,0.883,8:19:39 PM:972,1
263,218.85,0.291,53.80,49.98,0.845,8:19:40 PM:344,1
264,218.68,0.293,54.11,50.00,0.844,8:19:40 PM:718,1
265,218.68,0.250,45.57,49.99,0.834,8:19:41 PM:089,1
266,218.78,0.291,54.72,49.99,0.860,8:19:41 PM:478,1
267,218.71,0.336,64.88,49.99,0.883,8:19:41 PM:851,1
268,218.62,0.329,63.56,49.98,0.884,8:19:42 PM:226,1
269,218.70,0.272,49.12,49.99,0.826,8:19:42 PM:601,1
270,218.67,0.313,60.46,49.99,0.883,8:19:42 PM:973,1
271,218.64,0.286,53.62,49.99,0.858,8:19:43 PM:345,1
272,218.70,0.281,51.82,49.98,0.843,8:19:43 PM:720,1
273,218.50,0.283,51.19,49.98,0.828,8:19:44 PM:109,1
274,218.38,0.413,70.51,49.99,0.782,8:19:44 PM:492,1
275,218.53,0.309,59.32,49.99,0.879,8:19:44 PM:868,1
276,218.58,0.317,61.00,49.98,0.880,8:19:45 PM:241,1
277,218.58,0.309,59.02,49.99,0.874,8:19:45 PM:616,1
278,218.59,0.302,57.34,49.99,0.869,8:19:45 PM:989,1
279,218.60,0.266,48.42,49.98,0.833,8:19:46 PM:361,1
280,218.60,0.287,54.05,49.98,0.862,8:19:46 PM:734,1
281,218.58,0.299,55.16,49.99,0.844,8:19:47 PM:106,1
282,218.62,0.302,56.06,49.98,0.849,8:19:47 PM:479,1
283,218.77,0.284,52.79,49.98,0.850,8:19:47 PM:851,1
284,218.69,0.310,57.23,49.99,0.844,8:19:48 PM:222,1
285,218.61,0.286,53.42,49.98,0.854,8:19:48 PM:595,1
286,218.56,0.278,51.72,49.98,0.851,8:19:48 PM:970,1
287,218.52,0.290,54.26,49.99,0.856,8:19:49 PM:346,1
288,218.70,0.263,48.28,49.97,0.839,8:19:49 PM:722,1
289,218.66,0.259,46.86,49.99,0.827,8:19:50 PM:093,1
290,218.60,0.278,51.89,49.98,0.854,8:19:50 PM:465,1
291,218.75,0.260,47.94,49.98,0.843,8:19:50 PM:852,1
292,218.75,0.275,50.07,49.99,0.832,8:19:51 PM:225,1
293,218.73,0.251,44.85,49.99,0.817,8:19:51 PM:599,1
294,218.79,0.292,54.80,49.97,0.858,8:19:51 PM:973,1
295,218.69,0.291,54.74,49.99,0.860,8:19:52 PM:345,1
296,218.58,0.291,54.73,49.99,0.860,8:19:52 PM:716,1
297,218.58,0.303,56.46,49.95,0.852,8:19:53 PM:103,1
298,218.63,0.335,63.07,49.99,0.861,8:19:53 PM:478,1
299,218.69,0.257,45.70,49.99,0.813,8:19:53 PM:850,1
300,218.59,0.301,57.05,49.97,0.867,8:19:54 PM:224,1
301,218.63,0.320,61.01,49.99,0.872,8:19:54 PM:595,1
302,218.68,0.321,61.01,49.98,0.869,8:19:54 PM:968,1
303,218.76,0.333,53.87,49.97,0.740,8:19:55 PM:340,1
304,218.79,0.282,53.45,49.99,0.866,8:19:55 PM:700,1
305,218.62,0.301,56.25,49.98,0.855,8:19:56 PM:075,1
306,218.72,0.291,53.62,49.99,0.842,8:19:56 PM:446,1
307,218.78,0.277,51.73,49.99,0.854,8:19:56 PM:820,1
308,218.68,0.295,54.01,49.98,0.837,8:19:57 PM:193,1
309,218.81,0.253,45.80,49.99,0.827,8:19:57 PM:565,1
310,218.95,0.285,53.32,49.99,0.854,8:19:57 PM:936,1
311,218.88,0.277,51.20,49.99,0.844,8:19:58 PM:309,1
312,218.81,0.312,59.27,49.98,0.868,8:19:58 PM:682,1
313,218.74,0.276,51.81,49.98,0.858,8:19:59 PM:055,1
314,218.70,0.321,60.41,50.01,0.860,8:19:59 PM:431,1
315,218.83,0.303,57.36,49.98,0.865,8:19:59 PM:803,1
316,218.78,0.304,57.82,49.98,0.869,8:20:00 PM:175,1
317,218.83,0.291,53.34,49.99,0.838,8:20:00 PM:546,1
318,218.87,0.290,52.95,49.98,0.834,8:20:00 PM:919,1
319,218.82,0.315,54.85,49.98,0.796,8:20:01 PM:294,1
320,218.74,0.317,57.59,50.01,0.830,8:20:01 PM:683,1
321,218.57,0.282,52.18,49.97,0.847,8:20:02 PM:054,1
322,218.50,0.340,63.40,49.97,0.853,8:20:02 PM:427,1
323,218.68,0.242,43.95,49.96,0.831,8:20:02 PM:801,1
324,218.44,0.283,51.45,49.98,0.832,8:20:03 PM:176,1
325,218.55,0.297,56.41,49.98,0.869,8:20:03 PM:550,1
326,218.81,0.320,60.98,49.97,0.871,8:20:03 PM:924,1
327,218.78,0.313,59.86,49.97,0.874,8:20:04 PM:312,1
328,218.59,0.327,62.93,49.97,0.880,8:20:04 PM:687,1
329,218.67,0.484,70.10,49.98,0.662,8:20:05 PM:061,1
330,218.80,0.338,64.69,49.97,0.875,8:20:05 PM:450,1
331,218.78,0.248,45.19,49.99,0.833,8:20:05 PM:824,1
332,218.68,0.300,56.65,49.98,0.864,8:20:06 PM:198,1
333,218.85,0.349,54.68,49.98,0.716,8:20:06 PM:569,1
334,218.84,0.262,45.92,49.97,0.801,8:20:06 PM:941,1
335,218.78,0.281,50.90,49.98,0.828,8:20:07 PM:314,1
336,218.76,0.267,48.40,49.98,0.829,8:20:07 PM:687,1
337,218.71,0.250,45.14,49.97,0.826,8:20:08 PM:062,1
338,218.78,0.329,61.91,49.98,0.860,8:20:08 PM:450,1
339,218.87,0.304,52.31,49.99,0.786,8:20:08 PM:823,1
340,218.69,0.332,49.91,49.98,0.687,8:20:09 PM:196,1
341,218.83,0.293,55.78,49.99,0.870,8:20:09 PM:569,1
342,218.80,0.321,61.68,49.97,0.878,8:20:09 PM:943,1
343,218.91,0.233,40.47,49.98,0.793,8:20:10 PM:317,1
344,218.89,0.281,50.81,49.98,0.826,8:20:10 PM:689,1
345,218.96,0.367,72.65,49.97,0.904,8:20:11 PM:069,1
346,218.99,0.353,69.58,49.99,0.900,8:20:11 PM:442,1
347,218.86,0.359,71.09,50.00,0.905,8:20:11 PM:817,1
348,218.69,0.362,70.83,49.98,0.895,8:20:12 PM:191,1
349,218.90,0.347,68.50,49.98,0.902,8:20:12 PM:565,1
350,218.90,0.352,69.27,49.98,0.899,8:20:12 PM:941,1
351,218.83,0.347,68.38,49.99,0.901,8:20:13 PM:327,1
352,218.78,0.369,72.85,49.98,0.902,8:20:13 PM:715,1
353,218.63,0.332,64.95,49.97,0.895,8:20:14 PM:089,1
354,218.69,0.358,70.71,49.99,0.903,8:20:14 PM:462,1
355,218.61,0.403,65.09,49.99,0.739,8:20:14 PM:838,1
356,218.57,0.367,70.82,49.98,0.883,8:20:15 PM:207,1
357,218.82,0.275,47.83,49.99,0.795,8:20:15 PM:580,1
358,218.80,0.326,63.47,49.99,0.890,8:20:15 PM:955,1
359,218.75,0.256,45.26,49.99,0.808,8:20:16 PM:341,1
360,218.78,0.262,47.83,49.97,0.834,8:20:16 PM:713,1
361,218.73,0.265,47.35,49.98,0.817,8:20:17 PM:087,1
362,218.79,0.266,49.37,49.99,0.848,8:20:17 PM:456,1
363,218.86,0.251,44.16,49.97,0.804,8:20:17 PM:831,1
364,218.71,0.291,55.11,49.97,0.866,8:20:18 PM:204,1
365,218.50,0.277,51.99,49.97,0.859,8:20:18 PM:576,1
366,218.45,0.298,56.91,49.97,0.874,8:20:18 PM:950,1
367,218.49,0.250,44.49,49.98,0.815,8:20:19 PM:322,1
368,218.56,0.282,51.47,49.97,0.835,8:20:19 PM:697,1
369,218.46,0.256,47.16,49.98,0.843,8:20:20 PM:068,1
370,218.60,0.265,48.73,49.98,0.841,8:20:20 PM:438,1
371,218.64,0.258,45.99,49.98,0.815,8:20:20 PM:826,1
372,218.57,0.270,49.53,49.98,0.839,8:20:21 PM:199,1
373,218.64,0.240,43.28,49.98,0.825,8:20:21 PM:574,1
374,218.53,0.277,51.92,49.96,0.858,8:20:21 PM:943,1
375,218.59,0.399,47.58,49.96,0.546,8:20:22 PM:317,1
376,218.61,0.300,56.80,49.98,0.866,8:20:22 PM:688,1
377,218.60,0.267,49.39,49.97,0.846,8:20:23 PM:077,1
378,218.57,0.280,51.64,49.97,0.844,8:20:23 PM:449,1
379,218.58,0.276,50.49,49.97,0.837,8:20:23 PM:820,1
380,218.52,0.298,56.76,49.97,0.872,8:20:24 PM:193,1
381,218.64,0.270,48.21,49.97,0.817,8:20:24 PM:566,1
382,218.55,0.302,56.78,49.97,0.860,8:20:24 PM:954,1
383,218.89,0.326,61.44,49.98,0.861,8:20:25 PM:329,1
384,218.91,0.314,60.34,49.98,0.878,8:20:25 PM:715,1
385,218.82,0.297,54.99,49.97,0.846,8:20:26 PM:087,1
386,218.84,0.296,54.60,49.96,0.843,8:20:26 PM:460,1
387,218.92,0.264,46.55,49.98,0.805,8:20:26 PM:832,1
388,218.86,0.294,55.17,49.98,0.857,8:20:27 PM:218,1
389,218.84,0.308,56.79,49.97,0.843,8:20:27 PM:591,1
390,218.89,0.321,60.25,49.98,0.857,8:20:27 PM:963,1
391,218.83,0.271,48.25,49.98,0.814,8:20:28 PM:335,1
392,218.81,0.300,56.62,49.97,0.863,8:20:28 PM:708,1
393,218.91,0.293,54.64,49.97,0.852,8:20:29 PM:082,1
394,218.92,0.302,56.01,49.96,0.847,8:20:29 PM:454,1
395,218.82,0.291,54.00,49.99,0.848,8:20:29 PM:828,1
396,218.64,0.288,52.89,49.98,0.840,8:20:30 PM:203,1
397,218.84,0.287,54.24,49.98,0.864,8:20:30 PM:574,1
398,218.95,0.310,59.58,49.98,0.878,8:20:30 PM:946,1
