??,??(V),??(A),??(W),??(Hz),????,??,??
68,217.99,0.313,55.43,49.99,0.812,7:59:19 PM:173,1
69,217.88,0.214,35.79,49.99,0.768,7:59:19 PM:548,1
70,217.93,0.262,40.53,49.99,0.710,7:59:19 PM:929,1
71,218.19,0.297,55.80,49.99,0.861,7:59:20 PM:304,1
72,218.14,0.319,61.27,50.01,0.881,7:59:20 PM:694,1
73,218.17,0.320,61.82,49.99,0.885,7:59:21 PM:069,1
74,218.16,0.332,64.10,50.00,0.885,7:59:21 PM:460,1
75,217.99,0.325,62.91,50.01,0.888,7:59:21 PM:851,1
76,217.98,0.311,59.68,49.98,0.880,7:59:22 PM:241,1
77,217.99,0.309,59.19,50.01,0.879,7:59:22 PM:632,1
78,218.05,0.322,61.99,50.00,0.883,7:59:23 PM:007,1
79,218.00,0.345,67.14,50.00,0.893,7:59:23 PM:385,1
80,217.93,0.317,60.81,50.02,0.880,7:59:23 PM:749,1
81,217.88,0.374,74.04,50.01,0.909,7:59:24 PM:131,1
82,217.95,0.363,71.56,50.00,0.904,7:59:24 PM:512,1
83,217.77,0.324,62.50,49.99,0.886,7:59:24 PM:896,1
84,217.88,0.311,59.98,50.00,0.885,7:59:25 PM:284,1
85,217.86,0.309,58.15,49.99,0.864,7:59:25 PM:662,1
86,217.78,0.360,71.14,49.98,0.907,7:59:26 PM:066,1
87,217.80,0.331,64.43,49.99,0.894,7:59:26 PM:449,1
88,217.74,0.365,71.46,50.01,0.899,7:59:26 PM:817,1
89,217.70,0.341,65.91,50.01,0.888,7:59:27 PM:201,1
90,217.76,0.325,62.29,49.99,0.880,7:59:27 PM:585,1
91,217.79,0.290,54.02,49.99,0.855,7:59:27 PM:970,1
92,217.76,0.283,51.13,50.00,0.830,7:59:28 PM:353,1
93,217.69,0.319,60.38,50.01,0.869,7:59:28 PM:725,1
94,217.82,0.293,55.07,49.99,0.863,7:59:29 PM:103,1
95,217.79,0.334,63.20,50.00,0.869,7:59:29 PM:470,1
96,217.80,0.365,72.02,49.99,0.906,7:59:29 PM:853,1
97,217.64,0.424,84.13,49.99,0.912,7:59:30 PM:237,1
98,217.68,0.358,70.48,50.00,0.904,7:59:30 PM:625,1
99,217.76,0.381,75.85,50.01,0.914,7:59:31 PM:003,1
100,217.72,0.365,71.81,50.00,0.904,7:59:31 PM:377,1
101,217.69,0.371,73.20,50.00,0.906,7:59:31 PM:752,1
102,217.69,0.327,62.46,49.99,0.877,7:59:32 PM:143,1
103,217.84,0.299,56.94,49.99,0.874,7:59:32 PM:524,1
104,217.89,0.329,63.50,50.01,0.886,7:59:32 PM:892,1
105,217.93,0.275,51.35,50.01,0.857,7:59:33 PM:275,1
106,217.88,0.288,54.29,49.98,0.865,7:59:33 PM:661,1
107,217.94,0.294,55.61,49.99,0.868,7:59:34 PM:046,1
108,218.06,0.333,64.51,50.00,0.888,7:59:34 PM:426,1
109,218.08,0.254,42.80,50.01,0.773,7:59:34 PM:810,1
110,217.97,0.250,45.37,50.00,0.833,7:59:35 PM:177,1
111,217.90,0.239,42.58,50.00,0.818,7:59:35 PM:560,1
112,217.95,0.233,38.92,49.98,0.766,7:59:35 PM:927,1
113,217.91,0.310,58.72,49.99,0.869,7:59:36 PM:320,1
114,217.86,0.395,72.81,50.00,0.846,7:59:36 PM:726,1
115,218.02,0.221,35.37,50.00,0.734,7:59:37 PM:117,1
116,218.09,0.337,47.49,49.99,0.646,7:59:37 PM:508,1
117,218.08,0.229,39.28,49.99,0.786,7:59:37 PM:898,1
118,217.97,0.244,44.23,50.01,0.832,7:59:38 PM:289,1
119,217.88,0.246,43.70,50.00,0.815,7:59:38 PM:664,1
120,217.75,0.260,46.44,49.99,0.820,7:59:39 PM:055,1
121,217.86,0.283,52.68,49.98,0.854,7:59:39 PM:445,1
122,217.89,0.275,51.46,49.99,0.859,7:59:39 PM:820,1
123,217.78,0.291,54.61,49.98,0.862,7:59:40 PM:211,1
124,217.76,0.295,55.47,49.99,0.863,7:59:40 PM:601,1
125,217.97,0.313,60.06,49.99,0.880,7:59:40 PM:992,1
126,217.97,0.320,61.59,50.01,0.883,7:59:41 PM:382,1
127,217.89,0.332,64.19,49.99,0.887,7:59:41 PM:762,1
128,217.77,0.303,58.15,50.00,0.881,7:59:42 PM:153,1
129,217.93,0.296,56.39,49.98,0.874,7:59:42 PM:528,1
130,218.00,0.326,61.99,50.00,0.872,7:59:42 PM:918,1
131,217.93,0.280,52.34,49.98,0.858,7:59:43 PM:293,1
132,217.77,0.292,55.34,49.98,0.870,7:59:43 PM:668,1
133,217.81,0.302,57.56,50.00,0.875,7:59:44 PM:059,1
134,217.95,0.299,56.52,49.98,0.867,7:59:44 PM:434,1
135,217.94,0.253,31.23,49.98,0.566,7:59:44 PM:818,1
136,217.86,0.268,45.92,49.99,0.787,7:59:45 PM:193,1
137,217.80,0.219,37.31,49.98,0.782,7:59:45 PM:584,1
138,217.90,0.282,49.31,50.00,0.803,7:59:45 PM:959,1
139,217.92,0.282,53.17,49.99,0.865,7:59:46 PM:349,1
140,217.85,0.231,40.58,49.99,0.806,7:59:46 PM:724,1
141,217.91,0.221,38.58,49.98,0.801,7:59:47 PM:099,1
142,217.96,0.303,56.47,50.00,0.855,7:59:47 PM:490,1
143,217.90,0.258,46.76,49.99,0.832,7:59:47 PM:880,1
144,217.77,0.260,47.97,50.01,0.847,7:59:48 PM:259,1
145,217.74,0.241,37.92,49.98,0.723,7:59:48 PM:642,1
146,217.82,0.179,27.89,49.99,0.715,7:59:49 PM:024,1
147,217.82,0.366,67.97,49.98,0.853,7:59:49 PM:425,1
148,217.84,0.317,61.15,49.99,0.886,7:59:49 PM:809,1
149,217.70,0.383,75.48,49.98,0.905,7:59:50 PM:191,1
150,217.69,0.301,57.55,50.00,0.878,7:59:50 PM:579,1
151,217.71,0.345,67.46,49.99,0.898,7:59:50 PM:945,1
152,217.80,0.331,61.57,49.99,0.854,7:59:51 PM:337,1
153,217.83,0.271,40.91,49.99,0.693,7:59:51 PM:711,1
154,217.62,0.377,74.25,49.99,0.905,7:59:52 PM:112,1
155,217.72,0.347,66.90,49.98,0.886,7:59:52 PM:493,1
156,217.86,0.328,44.54,49.99,0.623,7:59:52 PM:872,1
157,217.92,0.205,33.93,49.97,0.760,7:59:53 PM:246,1
158,217.72,0.248,42.32,49.97,0.784,7:59:53 PM:631,1
159,217.82,0.265,48.40,49.98,0.838,7:59:54 PM:015,1
160,217.97,0.218,37.17,49.98,0.782,7:59:54 PM:389,1
161,218.04,0.261,46.70,49.99,0.821,7:59:54 PM:772,1
162,218.04,0.315,58.79,49.98,0.856,7:59:55 PM:163,1
163,217.80,0.308,59.10,49.99,0.881,7:59:55 PM:553,1
164,217.81,0.347,45.38,49.98,0.600,7:59:55 PM:934,1
165,217.79,0.438,60.34,49.99,0.633,7:59:56 PM:314,1
166,217.82,0.421,44.52,49.98,0.485,7:59:56 PM:689,1
167,217.82,0.216,37.06,49.99,0.788,7:59:57 PM:064,1
168,217.87,0.283,50.24,50.00,0.815,7:59:57 PM:439,1
169,217.78,0.250,41.34,49.99,0.759,7:59:57 PM:829,1
170,217.72,0.348,68.41,49.99,0.903,7:59:58 PM:220,1
171,217.62,0.326,63.23,49.98,0.891,7:59:58 PM:595,1
172,217.79,0.290,52.49,49.99,0.831,7:59:58 PM:970,1
173,217.95,0.200,32.41,49.99,0.744,7:59:59 PM:345,1
174,217.87,0.235,37.81,49.99,0.739,7:59:59 PM:720,1
175,217.82,0.226,38.50,49.99,0.782,8:00:00 PM:095,1
176,217.93,0.247,44.05,50.01,0.818,8:00:00 PM:470,1
177,217.74,0.242,35.86,49.99,0.680,8:00:00 PM:861,1
178,217.64,0.237,41.81,49.98,0.811,8:00:01 PM:236,1
179,217.75,0.224,38.88,49.99,0.797,8:00:01 PM:611,1
180,217.71,0.222,37.12,49.99,0.768,8:00:01 PM:985,1
181,217.79,0.248,38.89,49.99,0.720,8:00:02 PM:360,1
182,217.84,0.278,50.90,49.99,0.841,8:00:02 PM:735,1
183,217.83,0.254,46.47,49.99,0.840,8:00:03 PM:126,1
184,217.86,0.253,45.04,49.99,0.817,8:00:03 PM:517,1
185,217.73,0.216,34.98,49.98,0.744,8:00:03 PM:892,1
186,217.88,0.256,45.52,49.97,0.816,8:00:04 PM:266,1
187,217.90,0.307,56.91,49.98,0.851,8:00:04 PM:641,1
188,217.84,0.324,61.79,49.97,0.875,8:00:05 PM:016,1
189,217.86,0.292,55.09,49.97,0.866,8:00:05 PM:391,1
190,217.78,0.294,55.57,49.98,0.868,8:00:05 PM:766,1
191,217.56,0.279,52.47,49.98,0.865,8:00:06 PM:141,1
192,217.59,0.329,63.77,49.97,0.891,8:00:06 PM:516,1
193,217.64,0.261,47.91,49.97,0.843,8:00:06 PM:891,1
194,217.64,0.306,58.34,49.99,0.876,8:00:07 PM:266,1
195,217.71,0.190,30.66,49.98,0.741,8:00:07 PM:641,1
196,217.74,0.226,39.81,49.96,0.809,8:00:08 PM:016,1
197,217.78,0.306,58.37,49.98,0.876,8:00:08 PM:407,1
198,217.70,0.310,59.61,49.97,0.883,8:00:08 PM:782,1
199,217.68,0.317,60.95,49.97,0.883,8:00:09 PM:157,1
200,217.69,0.258,47.72,49.97,0.850,8:00:09 PM:547,1
201,217.54,0.307,58.50,49.98,0.876,8:00:09 PM:938,1
202,217.71,0.238,41.89,49.97,0.808,8:00:10 PM:313,1
203,217.94,0.195,31.15,49.98,0.733,8:00:10 PM:688,1
204,217.72,0.176,28.04,49.98,0.732,8:00:11 PM:068,1
205,217.76,0.306,49.77,49.98,0.747,8:00:11 PM:450,1
206,217.81,0.232,39.93,49.97,0.790,8:00:11 PM:830,1
207,217.87,0.279,49.11,49.96,0.808,8:00:12 PM:223,1
208,218.02,0.315,60.47,49.97,0.880,8:00:12 PM:603,1
209,218.07,0.336,65.47,49.96,0.894,8:00:12 PM:978,1
210,218.03,0.332,64.69,49.97,0.894,8:00:13 PM:370,1
211,218.01,0.309,59.37,49.98,0.881,8:00:13 PM:751,1
212,218.04,0.389,77.71,49.98,0.916,8:00:14 PM:137,1
213,218.01,0.288,53.98,49.97,0.860,8:00:14 PM:530,1
214,217.94,0.313,59.53,49.98,0.873,8:00:14 PM:905,1
215,218.02,0.324,62.33,49.97,0.882,8:00:15 PM:295,1
216,218.07,0.321,62.05,49.98,0.886,8:00:15 PM:670,1
217,217.89,0.376,74.17,49.97,0.905,8:00:16 PM:061,1
218,217.86,0.414,83.22,49.97,0.923,8:00:16 PM:452,1
219,218.03,0.369,72.88,49.99,0.906,8:00:16 PM:842,1
220,218.04,0.353,69.70,49.98,0.906,8:00:17 PM:217,1
221,218.04,0.308,58.90,49.97,0.877,8:00:17 PM:597,1
222,218.04,0.290,53.74,49.99,0.850,8:00:17 PM:972,1
223,217.86,0.330,63.88,49.98,0.889,8:00:18 PM:347,1
224,217.84,0.317,61.10,49.98,0.885,8:00:18 PM:722,1
225,217.80,0.322,61.45,49.96,0.876,8:00:19 PM:113,1
226,217.92,0.320,52.66,49.97,0.755,8:00:19 PM:503,1
227,217.72,0.260,43.59,49.99,0.770,8:00:19 PM:878,1
228,217.73,0.285,52.95,49.98,0.853,8:00:20 PM:253,1
229,217.92,0.357,70.16,49.99,0.902,8:00:20 PM:628,1
230,217.77,0.326,62.86,49.98,0.885,8:00:21 PM:003,1
231,217.51,0.340,56.82,49.96,0.768,8:00:21 PM:394,1
232,217.72,0.310,59.67,49.98,0.884,8:00:21 PM:780,1
233,217.66,0.424,85.27,49.97,0.924,8:00:22 PM:165,1
234,217.67,0.356,70.26,49.97,0.907,8:00:22 PM:556,1
235,217.68,0.339,65.87,49.97,0.893,8:00:22 PM:946,1
236,217.75,0.313,60.29,49.98,0.885,8:00:23 PM:321,1
237,217.75,0.325,62.52,49.99,0.883,8:00:23 PM:712,1
238,217.73,0.236,40.40,49.97,0.786,8:00:24 PM:087,1
239,217.71,0.256,45.07,49.97,0.809,8:00:24 PM:462,1
240,217.73,0.328,63.00,49.98,0.882,8:00:24 PM:837,1
241,217.69,0.392,78.29,49.98,0.917,8:00:25 PM:212,1
242,217.92,0.283,52.87,49.98,0.857,8:00:25 PM:587,1
243,217.93,0.296,56.48,49.99,0.875,8:00:25 PM:976,1
244,217.65,0.255,42.87,49.98,0.772,8:00:26 PM:351,1
245,217.75,0.269,44.63,49.98,0.762,8:00:26 PM:757,1
246,217.74,0.322,62.52,49.97,0.892,8:00:27 PM:132,1
247,217.90,0.363,71.20,49.99,0.900,8:00:27 PM:523,1
248,217.95,0.366,72.46,49.99,0.908,8:00:27 PM:913,1
249,218.07,0.269,49.99,49.99,0.852,8:00:28 PM:288,1
250,218.06,0.282,52.98,49.99,0.861,8:00:28 PM:663,1
251,218.07,0.314,60.25,49.98,0.880,8:00:29 PM:038,1
252,218.22,0.305,57.54,49.99,0.865,8:00:29 PM:413,1
253,218.08,0.327,34.89,49.99,0.489,8:00:29 PM:789,1
254,218.08,0.253,45.98,49.99,0.833,8:00:30 PM:163,1
255,218.29,0.304,58.43,49.99,0.880,8:00:30 PM:538,1
256,218.27,0.327,63.45,49.98,0.889,8:00:30 PM:913,1
257,218.12,0.175,26.32,49.99,0.690,8:00:31 PM:288,1
258,217.99,0.397,75.56,49.98,0.873,8:00:31 PM:663,1
259,218.32,0.304,58.05,50.01,0.875,8:00:32 PM:054,1
260,218.30,0.319,61.59,50.00,0.884,8:00:32 PM:444,1
261,218.36,0.335,65.69,49.99,0.898,8:00:32 PM:819,1
262,218.24,0.314,60.46,50.01,0.882,8:00:33 PM:210,1
263,218.40,0.345,67.51,49.99,0.896,8:00:33 PM:585,1
264,218.38,0.382,76.22,50.02,0.914,8:00:33 PM:976,1
265,218.35,0.403,81.06,50.01,0.921,8:00:34 PM:366,1
266,218.34,0.384,76.90,50.01,0.917,8:00:34 PM:757,1
267,218.15,0.418,84.48,50.00,0.926,8:00:35 PM:132,1
268,218.30,0.386,77.13,50.01,0.915,8:00:35 PM:522,1
269,218.22,0.376,74.94,50.01,0.913,8:00:35 PM:913,1
270,218.06,0.353,68.82,50.02,0.894,8:00:36 PM:288,1
271,218.04,0.344,66.49,50.02,0.886,8:00:36 PM:663,1
272,218.17,0.372,73.92,50.01,0.911,8:00:37 PM:053,1
273,218.26,0.353,69.49,50.02,0.902,8:00:37 PM:444,1
274,218.37,0.349,68.73,50.01,0.902,8:00:37 PM:819,1
275,218.24,0.327,62.70,50.02,0.879,8:00:38 PM:210,1
276,218.28,0.289,54.69,50.03,0.867,8:00:38 PM:585,1
277,218.32,0.278,52.18,50.02,0.860,8:00:38 PM:960,1
278,218.49,0.262,47.47,50.04,0.829,8:00:39 PM:335,1
279,218.44,0.312,43.81,50.03,0.643,8:00:39 PM:709,1
280,218.20,0.266,49.10,50.04,0.846,8:00:40 PM:084,1
281,218.50,0.214,35.07,50.03,0.750,8:00:40 PM:459,1
282,218.34,0.303,51.82,50.02,0.783,8:00:40 PM:834,1
283,218.19,0.305,57.80,50.01,0.868,8:00:41 PM:210,1
284,218.22,0.228,38.41,50.06,0.772,8:00:41 PM:584,1
285,218.26,0.281,52.77,50.03,0.860,8:00:41 PM:959,1
286,218.25,0.305,58.01,50.04,0.871,8:00:42 PM:334,1
287,218.29,0.312,60.17,50.04,0.883,8:00:42 PM:709,1
288,218.28,0.381,75.69,50.04,0.910,8:00:43 PM:084,1
289,218.33,0.375,74.82,50.03,0.914,8:00:43 PM:459,1
290,218.28,0.375,74.37,50.04,0.909,8:00:43 PM:850,1
291,218.29,0.365,71.61,50.04,0.899,8:00:44 PM:240,1
292,218.20,0.381,75.91,50.03,0.913,8:00:44 PM:615,1
293,218.14,0.378,74.70,50.05,0.906,8:00:45 PM:006,1
294,218.10,0.378,75.19,50.04,0.912,8:00:45 PM:397,1
295,218.18,0.360,71.18,50.02,0.906,8:00:45 PM:787,1
296,218.10,0.342,66.36,50.05,0.890,8:00:46 PM:162,1
297,218.07,0.358,70.80,50.04,0.907,8:00:46 PM:553,1
298,218.19,0.346,67.09,50.04,0.889,8:00:46 PM:928,1
299,218.25,0.362,71.78,50.05,0.908,8:00:47 PM:318,1
300,218.16,0.370,73.56,50.03,0.911,8:00:47 PM:709,1
301,218.12,0.365,72.41,50.04,0.909,8:00:48 PM:099,1
302,218.10,0.396,79.41,50.05,0.919,8:00:48 PM:490,1
303,218.10,0.367,72.69,50.01,0.908,8:00:48 PM:881,1
304,218.10,0.363,71.78,50.03,0.907,8:00:49 PM:256,1
305,218.19,0.385,76.57,50.05,0.911,8:00:49 PM:646,1
306,218.03,0.272,50.96,50.06,0.859,8:00:50 PM:037,1
307,218.25,0.296,55.78,50.04,0.863,8:00:50 PM:412,1
308,218.14,0.355,70.25,50.04,0.907,8:00:50 PM:802,1
309,218.06,0.341,66.59,50.05,0.896,8:00:51 PM:178,1
310,218.14,0.301,53.18,50.03,0.810,8:00:51 PM:552,1
311,218.10,0.346,66.53,50.05,0.882,8:00:51 PM:927,1
312,218.28,0.291,54.83,50.05,0.863,8:00:52 PM:318,1
313,218.23,0.329,63.70,50.05,0.887,8:00:52 PM:693,1
314,218.27,0.371,73.12,50.04,0.903,8:00:53 PM:068,1
315,218.29,0.357,69.84,50.05,0.896,8:00:53 PM:458,1
316,218.22,0.356,69.80,50.04,0.899,8:00:53 PM:849,1
317,218.25,0.362,71.52,50.02,0.905,8:00:54 PM:239,1
318,218.27,0.377,75.11,50.04,0.913,8:00:54 PM:614,1
319,218.28,0.393,78.83,50.04,0.919,8:00:54 PM:989,1
320,218.39,0.282,52.61,50.04,0.854,8:00:55 PM:380,1
321,218.33,0.304,58.05,50.05,0.875,8:00:55 PM:755,1
322,218.22,0.286,53.89,50.05,0.864,8:00:56 PM:130,1
323,218.08,0.325,62.04,50.05,0.875,8:00:56 PM:505,1
324,218.06,0.317,60.08,50.03,0.869,8:00:56 PM:880,1
325,218.13,0.314,59.70,50.04,0.872,8:00:57 PM:271,1
326,218.14,0.279,52.22,50.03,0.858,8:00:57 PM:645,1
327,218.18,0.268,49.69,50.05,0.850,8:00:58 PM:020,1
328,218.18,0.289,53.17,50.04,0.843,8:00:58 PM:395,1
329,218.19,0.183,28.25,50.04,0.708,8:00:58 PM:771,1
330,218.17,0.187,30.29,50.04,0.743,8:00:59 PM:146,1
331,218.10,0.283,52.91,50.04,0.857,8:00:59 PM:536,1
332,217.91,0.294,55.49,50.05,0.866,8:00:59 PM:911,1
333,218.16,0.271,50.60,50.04,0.856,8:01:00 PM:280,1
334,218.25,0.191,31.19,50.02,0.748,8:01:00 PM:655,1
335,217.96,0.178,27.65,50.02,0.713,8:01:01 PM:030,1
336,217.91,0.327,37.23,50.02,0.522,8:01:01 PM:405,1
337,217.89,0.167,24.96,50.03,0.686,8:01:01 PM:780,1
338,217.76,0.197,32.19,50.02,0.750,8:01:02 PM:155,1
339,217.82,0.283,52.52,50.02,0.852,8:01:02 PM:530,1
340,218.04,0.295,55.35,50.02,0.861,8:01:02 PM:905,1
341,218.07,0.288,54.28,50.02,0.864,8:01:03 PM:280,1
342,218.00,0.325,62.09,50.04,0.876,8:01:03 PM:655,1
343,217.99,0.315,59.91,50.01,0.872,8:01:04 PM:045,1
344,218.00,0.321,60.33,50.05,0.862,8:01:04 PM:436,1
345,218.00,0.221,35.95,50.01,0.746,8:01:04 PM:810,1
346,217.91,0.275,50.70,50.03,0.846,8:01:05 PM:185,1
347,218.01,0.306,58.69,50.03,0.880,8:01:05 PM:576,1
348,218.10,0.314,53.90,50.02,0.787,8:01:05 PM:948,1
349,218.03,0.301,57.02,50.02,0.869,8:01:06 PM:323,1
350,218.06,0.273,49.47,50.01,0.831,8:01:06 PM:697,1
351,217.95,0.317,61.43,50.01,0.889,8:01:07 PM:064,1
352,218.02,0.342,66.83,50.03,0.896,8:01:07 PM:443,1
353,218.30,0.323,62.09,50.02,0.881,8:01:07 PM:815,1
354,218.32,0.341,66.48,50.02,0.893,8:01:08 PM:194,1
355,218.38,0.307,58.75,50.04,0.876,8:01:08 PM:569,1
356,218.48,0.334,64.18,50.03,0.880,8:01:08 PM:949,1
357,218.50,0.326,63.22,50.02,0.888,8:01:09 PM:316,1
358,218.39,0.364,72.16,50.02,0.908,8:01:09 PM:701,1
359,218.21,0.321,60.98,50.02,0.871,8:01:10 PM:078,1
360,218.45,0.313,60.26,50.03,0.881,8:01:10 PM:454,1
361,218.46,0.240,42.66,50.04,0.814,8:01:10 PM:835,1
362,218.35,0.334,64.96,50.04,0.891,8:01:11 PM:218,1
363,218.37,0.332,64.53,50.04,0.890,8:01:11 PM:601,1
364,218.39,0.337,64.79,50.04,0.880,8:01:11 PM:991,1
365,218.30,0.332,64.60,50.03,0.891,8:01:12 PM:382,1
366,218.41,0.289,54.19,50.03,0.858,8:01:12 PM:757,1
367,218.47,0.337,65.74,50.01,0.893,8:01:13 PM:132,1
368,218.36,0.262,48.14,50.03,0.842,8:01:13 PM:522,1
369,218.36,0.247,41.33,50.03,0.766,8:01:13 PM:897,1
370,218.36,0.274,42.80,50.02,0.715,8:01:14 PM:272,1
371,218.31,0.348,61.43,50.03,0.809,8:01:14 PM:647,1
372,218.24,0.314,60.50,50.04,0.883,8:01:15 PM:038,1
373,218.31,0.319,60.63,50.04,0.871,8:01:15 PM:429,1
374,218.35,0.356,70.30,50.03,0.904,8:01:15 PM:819,1
375,218.24,0.336,65.18,50.04,0.889,8:01:16 PM:194,1
376,218.20,0.312,59.96,50.04,0.881,8:01:16 PM:569,1
377,218.31,0.205,34.70,50.02,0.775,8:01:16 PM:944,1
378,218.16,0.312,58.33,50.03,0.857,8:01:17 PM:319,1
379,218.24,0.333,64.75,50.03,0.891,8:01:17 PM:701,1
380,218.24,0.397,78.62,50.03,0.907,8:01:18 PM:090,1
381,218.31,0.271,48.41,50.03,0.818,8:01:18 PM:476,1
382,218.30,0.309,52.02,50.02,0.771,8:01:18 PM:866,1
383,218.30,0.300,48.56,50.03,0.742,8:01:19 PM:252,1
384,218.21,0.364,72.24,50.02,0.909,8:01:19 PM:642,1
385,217.93,0.327,59.22,50.02,0.831,8:01:20 PM:023,1
386,217.98,0.326,63.21,50.04,0.890,8:01:20 PM:414,1
387,218.10,0.374,73.94,50.03,0.906,8:01:20 PM:805,1
388,218.11,0.362,71.64,50.02,0.907,8:01:21 PM:188,1
389,218.13,0.309,59.16,50.04,0.878,8:01:21 PM:579,1
390,218.13,0.357,70.53,50.03,0.906,8:01:21 PM:970,1
391,217.79,0.325,62.96,50.02,0.890,8:01:22 PM:357,1
392,217.81,0.359,70.79,50.02,0.905,8:01:22 PM:751,1
393,218.08,0.378,74.39,50.03,0.902,8:01:23 PM:154,1
394,218.14,0.337,62.62,50.01,0.852,8:01:23 PM:543,1
395,218.13,0.351,68.95,50.02,0.900,8:01:23 PM:926,1
396,218.12,0.338,64.45,50.01,0.874,8:01:24 PM:310,1
397,218.19,0.338,65.75,50.01,0.892,8:01:24 PM:696,1
398,218.04,0.318,60.84,50.02,0.877,8:01:25 PM:075,1
