??,??(V),??(A),??(W),??(Hz),????,??,??
2393,222.41,0.292,52.52,49.99,0.809,3:33:20 PM:754,1
2394,222.42,0.256,45.21,49.99,0.794,3:33:21 PM:144,1
2395,222.49,0.298,56.97,49.98,0.859,3:33:21 PM:519,1
2396,222.62,0.282,52.59,49.99,0.838,3:33:21 PM:894,1
2397,222.58,0.320,59.46,49.99,0.835,3:33:22 PM:285,1
2398,222.58,0.251,45.11,50.01,0.808,3:33:22 PM:660,1
2399,222.42,0.374,75.39,50.01,0.906,3:33:23 PM:050,1
2400,222.30,0.293,54.98,49.99,0.844,3:33:23 PM:426,1
2401,222.30,0.288,52.96,50.00,0.827,3:33:23 PM:800,1
2402,222.47,0.286,53.55,49.99,0.842,3:33:24 PM:175,1
2403,222.44,0.290,55.43,50.01,0.859,3:33:24 PM:550,1
2404,222.41,0.334,63.59,50.02,0.856,3:33:24 PM:925,1
2405,222.40,0.309,54.57,50.00,0.794,3:33:25 PM:316,1
2406,222.24,0.269,47.80,50.00,0.800,3:33:25 PM:691,1
2407,222.25,0.297,55.72,50.02,0.844,3:33:26 PM:065,1
2408,222.35,0.392,58.30,50.01,0.669,3:33:26 PM:440,1
2409,222.43,0.293,53.52,50.01,0.821,3:33:26 PM:831,1
2410,222.28,0.332,65.45,50.01,0.887,3:33:27 PM:221,1
2411,222.36,0.315,41.98,50.02,0.599,3:33:27 PM:596,1
2412,222.25,0.298,55.56,50.01,0.839,3:33:27 PM:971,1
2413,222.35,0.270,47.55,50.01,0.792,3:33:28 PM:346,1
2414,222.20,0.248,44.71,50.02,0.811,3:33:28 PM:721,1
2415,222.37,0.275,51.72,50.01,0.846,3:33:29 PM:096,1
2416,222.32,0.314,60.39,50.02,0.865,3:33:29 PM:471,1
2417,222.39,0.255,46.62,50.03,0.822,3:33:29 PM:861,1
2418,222.45,0.279,51.41,50.01,0.828,3:33:30 PM:236,1
2419,222.22,0.253,46.41,50.02,0.826,3:33:30 PM:627,1
2420,222.06,0.468,66.46,50.03,0.640,3:33:31 PM:018,1
2421,222.12,0.261,47.40,50.03,0.818,3:33:31 PM:393,1
2422,222.25,0.394,76.21,50.03,0.870,3:33:31 PM:768,1
2423,222.49,0.343,68.15,50.02,0.893,3:33:32 PM:142,1
2424,222.50,0.304,57.23,50.03,0.846,3:33:32 PM:517,1
2425,222.37,0.372,69.22,50.03,0.837,3:33:32 PM:892,1
2426,222.34,0.353,70.01,50.04,0.892,3:33:33 PM:267,1
2427,222.37,0.300,57.14,50.03,0.856,3:33:33 PM:642,1
2428,222.40,0.346,67.10,50.03,0.872,3:33:34 PM:017,1
2429,222.57,0.250,44.89,50.05,0.807,3:33:34 PM:392,1
2430,222.52,0.370,73.26,50.05,0.890,3:33:34 PM:767,1
2431,222.43,0.389,76.59,50.04,0.885,3:33:35 PM:157,1
2432,222.29,0.352,69.77,50.04,0.892,3:33:35 PM:532,1
2433,222.33,0.370,72.62,50.05,0.883,3:33:35 PM:923,1
2434,222.30,0.377,76.39,50.05,0.912,3:33:36 PM:307,1
2435,222.45,0.414,84.14,50.04,0.914,3:33:36 PM:682,1
2436,222.42,0.452,93.57,50.04,0.931,3:33:37 PM:079,1
2437,222.30,0.348,68.66,50.04,0.888,3:33:37 PM:454,1
2438,222.28,0.370,73.37,50.05,0.892,3:33:37 PM:844,1
2439,222.24,0.400,81.29,50.05,0.914,3:33:38 PM:229,1
2440,222.10,0.367,71.77,50.05,0.880,3:33:38 PM:614,1
2441,222.11,0.413,81.05,50.04,0.884,3:33:38 PM:988,1
2442,222.19,0.289,54.24,50.05,0.845,3:33:39 PM:370,1
2443,222.13,0.279,53.01,50.04,0.855,3:33:39 PM:759,1
2444,222.24,0.319,43.12,50.03,0.608,3:33:40 PM:159,1
2445,222.14,0.376,72.27,50.04,0.865,3:33:40 PM:545,1
2446,222.12,0.379,67.40,50.04,0.801,3:33:40 PM:920,1
2447,222.05,0.409,82.56,50.04,0.909,3:33:41 PM:311,1
2448,222.20,0.327,61.07,50.04,0.840,3:33:41 PM:701,1
2449,222.26,0.274,51.35,50.06,0.843,3:33:42 PM:076,1
2450,222.26,0.349,68.16,50.03,0.879,3:33:42 PM:451,1
2451,222.21,0.333,64.03,50.04,0.865,3:33:42 PM:837,1
2452,222.15,0.358,71.44,50.05,0.898,3:33:43 PM:228,1
2453,222.15,0.299,55.11,50.05,0.830,3:33:43 PM:618,1
2454,222.23,0.293,55.25,50.04,0.849,3:33:43 PM:993,1
2455,222.46,0.239,43.54,50.03,0.819,3:33:44 PM:369,1
2456,222.49,0.278,52.49,50.05,0.849,3:33:44 PM:743,1
2457,222.39,0.405,57.67,50.03,0.640,3:33:45 PM:134,1
2458,222.38,0.363,71.67,50.04,0.888,3:33:45 PM:509,1
2459,222.43,0.270,50.00,50.04,0.832,3:33:45 PM:899,1
2460,222.43,0.293,55.08,50.03,0.845,3:33:46 PM:274,1
2461,222.48,0.298,56.90,50.03,0.858,3:33:46 PM:665,1
2462,222.60,0.335,63.50,50.03,0.852,3:33:47 PM:055,1
2463,222.70,0.273,49.90,50.05,0.821,3:33:47 PM:446,1
2464,222.64,0.332,64.83,50.03,0.877,3:33:47 PM:821,1
2465,222.72,0.277,52.13,50.04,0.845,3:33:48 PM:196,1
2466,222.76,0.224,38.31,50.04,0.768,3:33:48 PM:586,1
2467,222.73,0.321,55.47,50.04,0.776,3:33:48 PM:961,1
2468,222.70,0.266,49.56,50.04,0.837,3:33:49 PM:352,1
2469,222.79,0.307,59.02,50.03,0.863,3:33:49 PM:742,1
2470,222.60,0.324,61.10,50.04,0.847,3:33:50 PM:133,1
2471,222.65,0.288,54.62,50.04,0.852,3:33:50 PM:523,1
2472,222.54,0.259,48.05,50.04,0.834,3:33:50 PM:898,1
2473,222.47,0.385,76.65,50.03,0.895,3:33:51 PM:273,1
2474,222.53,0.383,77.66,50.03,0.911,3:33:51 PM:648,1
2475,222.65,0.347,69.07,50.04,0.894,3:33:52 PM:028,1
2476,222.63,0.338,50.19,50.03,0.667,3:33:52 PM:403,1
2477,222.50,0.366,71.17,50.02,0.874,3:33:52 PM:794,1
2478,222.51,0.491,67.77,50.04,0.620,3:33:53 PM:169,1
2479,222.51,0.272,50.66,50.02,0.837,3:33:53 PM:543,1
2480,222.43,0.349,54.39,50.04,0.701,3:33:53 PM:918,1
2481,222.43,0.290,54.52,50.04,0.845,3:33:54 PM:293,1
2482,222.43,0.270,47.82,50.04,0.796,3:33:54 PM:668,1
2483,222.50,0.285,53.59,50.01,0.845,3:33:55 PM:043,1
2484,222.44,0.263,49.19,50.03,0.841,3:33:55 PM:418,1
2485,222.41,0.271,49.06,50.04,0.814,3:33:55 PM:793,1
2486,222.38,0.244,42.68,50.03,0.787,3:33:56 PM:168,1
2487,222.28,0.271,50.36,50.03,0.836,3:33:56 PM:543,1
2488,222.36,0.334,65.39,50.03,0.880,3:33:56 PM:933,1
2489,222.46,0.307,58.75,50.04,0.860,3:33:57 PM:308,1
2490,222.41,0.256,45.49,50.02,0.799,3:33:57 PM:683,1
2491,222.40,0.303,58.24,50.03,0.864,3:33:58 PM:058,1
2492,222.35,0.273,50.94,50.03,0.839,3:33:58 PM:433,1
2493,222.39,0.268,48.61,50.04,0.816,3:33:58 PM:808,1
2494,222.39,0.454,74.52,50.02,0.738,3:33:59 PM:199,1
2495,222.37,0.328,63.72,50.04,0.874,3:33:59 PM:574,1
2496,222.46,0.311,58.96,50.04,0.852,3:33:59 PM:949,1
2497,222.40,0.282,52.77,50.02,0.841,3:34:00 PM:325,1
2498,222.26,0.393,78.38,50.03,0.897,3:34:00 PM:699,1
2499,222.05,0.382,76.82,50.02,0.906,3:34:01 PM:074,1
2500,222.03,0.373,74.26,50.03,0.897,3:34:01 PM:449,1
2501,222.10,0.359,71.79,50.02,0.900,3:34:01 PM:824,1
2502,222.38,0.259,46.72,50.04,0.811,3:34:02 PM:199,1
2503,222.32,0.283,53.76,50.03,0.855,3:34:02 PM:574,1
2504,222.22,0.296,56.12,50.04,0.853,3:34:02 PM:950,1
2505,222.11,0.378,71.50,50.03,0.852,3:34:03 PM:325,1
2506,222.26,0.412,84.36,50.03,0.921,3:34:03 PM:700,1
2507,222.38,0.326,62.93,50.03,0.868,3:34:04 PM:090,1
2508,222.37,0.354,64.15,50.04,0.815,3:34:04 PM:481,1
2509,222.29,0.381,77.20,50.04,0.912,3:34:04 PM:872,1
2510,222.20,0.340,66.96,50.02,0.886,3:34:05 PM:247,1
2511,222.11,0.353,56.94,50.02,0.726,3:34:05 PM:637,1
2512,222.17,0.265,48.52,50.01,0.824,3:34:06 PM:012,1
2513,222.00,0.240,42.27,50.02,0.793,3:34:06 PM:387,1
2514,222.13,0.288,54.03,50.00,0.844,3:34:06 PM:762,1
2515,222.17,0.321,61.70,50.02,0.865,3:34:07 PM:137,1
2516,222.15,0.273,49.24,50.02,0.812,3:34:07 PM:527,1
2517,222.21,0.328,64.06,50.02,0.879,3:34:07 PM:902,1
2518,222.20,0.362,71.72,50.03,0.892,3:34:08 PM:293,1
2519,222.23,0.353,70.45,50.02,0.898,3:34:08 PM:668,1
2520,222.28,0.298,51.02,50.01,0.770,3:34:09 PM:058,1
2521,222.29,0.307,50.27,50.01,0.737,3:34:09 PM:433,1
2522,222.34,0.442,63.10,50.01,0.642,3:34:09 PM:808,1
2523,222.43,0.263,49.16,50.01,0.840,3:34:10 PM:183,1
2524,222.29,0.384,76.25,50.04,0.893,3:34:10 PM:573,1
2525,222.25,0.385,78.04,50.01,0.912,3:34:10 PM:948,1
2526,222.14,0.425,87.43,50.00,0.926,3:34:11 PM:323,1
2527,221.89,0.392,79.32,50.00,0.912,3:34:11 PM:698,1
2528,222.07,0.208,34.85,50.00,0.754,3:34:12 PM:089,1
2529,222.14,0.279,51.47,50.00,0.830,3:34:12 PM:464,1
2530,222.03,0.381,68.97,50.00,0.815,3:34:12 PM:839,1
2531,221.94,0.432,88.62,50.01,0.924,3:34:13 PM:229,1
2532,222.05,0.288,46.84,50.01,0.732,3:34:13 PM:604,1
2533,221.99,0.286,51.07,50.02,0.804,3:34:13 PM:979,1
2534,222.10,0.393,52.62,50.00,0.603,3:34:14 PM:370,1
2535,222.09,0.292,55.05,50.01,0.849,3:34:14 PM:744,1
2536,222.07,0.420,61.63,49.99,0.661,3:34:15 PM:119,1
2537,222.01,0.337,66.22,49.99,0.885,3:34:15 PM:494,1
2538,221.98,0.246,44.67,50.01,0.818,3:34:15 PM:869,1
2539,221.89,0.289,52.50,49.99,0.819,3:34:16 PM:244,1
2540,222.05,0.225,39.02,49.99,0.781,3:34:16 PM:619,1
2541,222.09,0.268,49.27,49.98,0.828,3:34:16 PM:994,1
2542,222.11,0.254,46.13,49.99,0.818,3:34:17 PM:369,1
2543,222.13,0.277,51.75,49.98,0.841,3:34:17 PM:744,1
2544,222.06,0.248,44.96,49.97,0.816,3:34:18 PM:119,1
2545,222.13,0.282,53.09,49.99,0.848,3:34:18 PM:509,1
2546,221.99,0.255,47.09,49.98,0.832,3:34:18 PM:900,1
2547,222.08,0.397,76.31,49.97,0.866,3:34:19 PM:290,1
2548,222.21,0.314,59.70,49.97,0.856,3:34:19 PM:666,1
2549,222.22,0.280,52.25,49.96,0.840,3:34:20 PM:056,1
2550,222.09,0.272,50.14,49.97,0.830,3:34:20 PM:431,1
2551,222.12,0.287,52.45,49.96,0.823,3:34:20 PM:821,1
2552,221.97,0.365,64.86,49.97,0.801,3:34:21 PM:212,1
2553,221.90,0.251,44.79,49.97,0.804,3:34:21 PM:587,1
