??,??(V),??(A),??(W),??(Hz),????,??,??
86,221.54,0.250,42.14,50.01,0.761,3:06:53 PM:084,1
87,221.72,0.277,52.40,50.00,0.853,3:06:53 PM:459,1
88,221.55,0.199,32.94,50.00,0.747,3:06:53 PM:850,1
89,221.32,0.230,39.37,50.02,0.773,3:06:54 PM:224,1
90,221.98,0.337,64.87,50.00,0.867,3:06:54 PM:599,1
91,221.97,0.363,72.31,50.00,0.897,3:06:54 PM:990,1
92,222.10,0.229,39.56,50.01,0.778,3:06:55 PM:365,1
93,222.10,0.350,64.02,50.01,0.824,3:06:55 PM:755,1
94,221.97,0.250,45.96,50.00,0.828,3:06:56 PM:130,1
95,221.90,0.261,48.38,49.99,0.835,3:06:56 PM:505,1
96,221.94,0.219,25.99,49.99,0.535,3:06:56 PM:880,1
97,221.78,0.222,37.43,50.01,0.760,3:06:57 PM:255,1
98,222.04,0.227,37.83,50.00,0.751,3:06:59 PM:520,1
99,222.12,0.281,52.04,49.99,0.834,3:06:59 PM:895,1
100,222.12,0.237,40.87,49.99,0.776,3:07:00 PM:270,1
101,222.17,0.231,39.81,49.99,0.776,3:07:00 PM:645,1
102,222.15,0.311,58.13,49.99,0.841,3:07:01 PM:020,1
103,222.28,0.198,32.77,49.99,0.744,3:07:01 PM:395,1
104,222.25,0.227,37.74,50.00,0.748,3:07:01 PM:770,1
105,221.93,0.208,35.86,49.98,0.777,3:07:02 PM:144,1
106,221.98,0.196,32.27,49.99,0.742,3:07:02 PM:519,1
107,222.02,0.300,54.41,49.99,0.817,3:07:02 PM:894,1
108,222.00,0.227,36.74,49.99,0.729,3:07:03 PM:269,1
109,222.20,0.181,29.20,49.98,0.726,3:07:03 PM:644,1
110,222.16,0.200,33.31,49.98,0.750,3:07:04 PM:019,1
111,222.01,0.213,37.22,49.98,0.787,3:07:04 PM:394,1
112,222.09,0.222,37.36,49.98,0.758,3:07:04 PM:769,1
113,222.03,0.205,32.86,50.00,0.722,3:07:05 PM:144,1
114,222.21,0.232,39.90,275.79,0.774,3:07:05 PM:519,1
115,222.18,0.197,33.30,49.99,0.761,3:07:05 PM:894,1
116,222.06,0.194,32.15,49.98,0.746,3:07:06 PM:268,1
117,222.12,0.212,36.41,49.99,0.773,3:07:06 PM:643,1
118,221.96,0.315,58.95,49.97,0.843,3:07:07 PM:018,1
119,221.92,0.223,37.37,49.98,0.755,3:07:07 PM:393,1
120,222.09,0.209,34.69,49.98,0.747,3:07:07 PM:768,1
121,222.04,0.218,35.62,49.97,0.736,3:07:08 PM:143,1
122,222.07,0.226,39.05,49.98,0.778,3:07:08 PM:518,1
123,222.19,0.209,34.16,49.97,0.736,3:07:08 PM:893,1
124,222.08,0.216,37.82,49.98,0.788,3:07:09 PM:268,1
125,222.24,0.213,34.95,49.98,0.738,3:07:09 PM:643,1
126,222.11,0.248,36.85,49.99,0.669,3:07:10 PM:017,1
127,222.11,0.207,33.19,49.97,0.722,3:07:10 PM:408,1
128,222.13,0.233,41.60,49.98,0.804,3:07:10 PM:783,1
129,222.02,0.214,35.83,49.96,0.754,3:07:11 PM:158,1
130,222.14,0.205,35.01,49.97,0.769,3:07:11 PM:533,1
131,222.18,0.208,33.71,49.98,0.729,3:07:11 PM:908,1
132,222.08,0.233,41.87,49.97,0.809,3:07:12 PM:283,1
133,222.22,0.219,37.81,49.99,0.777,3:07:12 PM:658,1
134,222.35,0.203,34.59,49.98,0.766,3:07:13 PM:032,1
135,222.32,0.222,35.42,49.97,0.718,3:07:13 PM:407,1
136,222.33,0.254,46.90,49.98,0.831,3:07:13 PM:798,1
137,222.18,0.199,33.67,49.99,0.762,3:07:14 PM:173,1
138,222.17,0.234,40.16,49.98,0.773,3:07:14 PM:548,1
139,221.91,0.241,41.62,49.98,0.778,3:07:14 PM:923,1
140,221.92,0.240,43.57,49.98,0.818,3:07:15 PM:298,1
141,222.09,0.208,35.77,49.97,0.774,3:07:15 PM:672,1
142,221.93,0.230,39.06,49.98,0.765,3:07:16 PM:047,1
143,221.83,0.227,36.45,49.98,0.724,3:07:16 PM:422,1
144,221.92,0.233,41.96,49.98,0.812,3:07:16 PM:797,1
145,221.79,0.203,34.14,49.98,0.758,3:07:17 PM:172,1
146,221.94,0.167,25.94,49.97,0.700,3:07:17 PM:563,1
147,221.84,0.225,36.28,49.98,0.727,3:07:17 PM:938,1
148,221.76,0.187,30.19,49.96,0.728,3:07:18 PM:313,1
149,221.84,0.199,32.79,49.97,0.743,3:07:18 PM:687,1
150,221.86,0.176,27.15,49.98,0.695,3:07:19 PM:062,1
151,221.89,0.318,42.17,49.98,0.598,3:07:19 PM:437,1
152,221.67,0.223,37.31,49.96,0.755,3:07:19 PM:812,1
153,221.64,0.203,34.32,49.98,0.763,3:07:20 PM:187,1
154,222.01,0.185,30.35,49.99,0.739,3:07:20 PM:562,1
155,221.97,0.291,55.12,49.97,0.853,3:07:20 PM:952,1
156,222.12,0.219,38.62,49.98,0.794,3:07:21 PM:328,1
157,222.22,0.213,36.10,49.98,0.763,3:07:21 PM:702,1
158,221.96,0.186,29.66,49.97,0.718,3:07:22 PM:077,1
159,221.99,0.241,36.41,49.99,0.681,3:07:22 PM:452,1
160,222.23,0.225,37.03,49.98,0.741,3:07:22 PM:827,1
161,222.13,0.257,42.94,49.98,0.752,3:07:23 PM:217,1
162,222.28,0.224,38.50,49.99,0.773,3:07:23 PM:608,1
163,222.24,0.215,36.63,49.95,0.767,3:07:23 PM:983,1
164,222.04,0.187,29.61,49.96,0.713,3:07:24 PM:358,1
165,221.97,0.226,40.09,49.98,0.799,3:07:24 PM:748,1
166,222.02,0.196,31.28,49.98,0.719,3:07:25 PM:123,1
167,222.26,0.214,35.77,49.98,0.752,3:07:25 PM:498,1
168,222.27,0.208,34.88,49.98,0.755,3:07:25 PM:889,1
169,222.13,0.247,45.45,49.98,0.828,3:07:26 PM:279,1
170,222.17,0.233,39.19,49.97,0.757,3:07:26 PM:670,1
171,222.01,0.192,31.25,49.98,0.733,3:07:27 PM:060,1
172,222.06,0.222,36.55,49.97,0.741,3:07:27 PM:435,1
173,222.11,0.185,29.77,49.98,0.725,3:07:27 PM:810,1
174,221.99,0.260,47.64,49.97,0.825,3:07:28 PM:201,1
175,222.00,0.204,33.27,49.99,0.735,3:07:28 PM:576,1
176,222.11,0.222,39.31,49.97,0.797,3:07:28 PM:951,1
177,222.13,0.191,29.73,49.99,0.701,3:07:29 PM:325,1
178,222.14,0.225,38.92,49.98,0.779,3:07:29 PM:716,1
179,221.72,0.179,28.63,49.99,0.721,3:07:30 PM:106,1
180,221.91,0.201,34.19,49.97,0.767,3:07:30 PM:481,1
181,221.93,0.192,30.20,49.98,0.709,3:07:30 PM:856,1
182,221.90,0.333,40.06,49.97,0.542,3:07:31 PM:231,1
183,222.06,0.195,32.31,49.99,0.746,3:07:31 PM:606,1
184,221.94,0.208,34.95,49.99,0.757,3:07:31 PM:981,1
185,221.87,0.207,32.86,49.99,0.715,3:07:32 PM:356,1
186,221.98,0.211,36.48,49.97,0.779,3:07:32 PM:731,1
187,222.21,0.190,30.61,49.98,0.725,3:07:33 PM:106,1
188,222.21,0.209,35.04,49.99,0.754,3:07:33 PM:481,1
189,222.28,0.201,32.51,49.98,0.728,3:07:33 PM:856,1
190,222.14,0.202,32.13,49.99,0.716,3:07:34 PM:231,1
191,222.04,0.177,27.88,49.98,0.709,3:07:34 PM:606,1
192,221.94,0.199,31.61,49.99,0.716,3:07:34 PM:980,1
193,222.04,0.237,42.65,50.00,0.810,3:07:35 PM:371,1
194,222.22,0.241,42.10,50.00,0.786,3:07:35 PM:746,1
195,222.20,0.201,31.59,49.99,0.707,3:07:36 PM:121,1
196,222.15,0.209,35.55,50.00,0.766,3:07:36 PM:496,1
197,222.14,0.216,35.21,49.99,0.734,3:07:36 PM:871,1
198,222.02,0.237,40.99,50.01,0.779,3:07:37 PM:261,1
199,222.13,0.264,45.67,49.99,0.779,3:07:37 PM:652,1
200,222.10,0.320,61.33,50.00,0.863,3:07:38 PM:027,1
201,222.00,0.251,45.95,49.99,0.825,3:07:38 PM:401,1
202,222.09,0.370,48.33,50.02,0.588,3:07:38 PM:792,1
203,222.07,0.297,55.63,50.00,0.843,3:07:39 PM:182,1
204,222.38,0.176,27.28,50.01,0.697,3:07:39 PM:558,1
205,222.22,0.222,36.83,50.00,0.746,3:07:39 PM:933,1
206,222.14,0.191,30.68,50.02,0.723,3:07:40 PM:307,1
207,222.31,0.230,38.98,50.03,0.762,3:07:40 PM:682,1
208,222.20,0.190,31.24,50.01,0.740,3:07:41 PM:057,1
209,222.10,0.235,41.20,50.01,0.789,3:07:41 PM:432,1
210,222.19,0.264,26.81,50.02,0.457,3:07:41 PM:823,1
211,222.16,0.228,38.93,50.03,0.769,3:07:42 PM:198,1
212,222.22,0.181,29.90,50.02,0.743,3:07:42 PM:572,1
213,221.92,0.345,42.80,50.03,0.559,3:07:42 PM:947,1
214,221.85,0.173,26.78,50.02,0.698,3:07:43 PM:322,1
215,221.94,0.271,50.64,50.03,0.842,3:07:43 PM:713,1
216,221.81,0.271,51.18,50.04,0.851,3:07:44 PM:103,1
217,221.69,0.251,43.89,50.04,0.789,3:07:44 PM:478,1
218,221.78,0.290,55.35,50.04,0.861,3:07:44 PM:869,1
219,221.75,0.281,52.53,50.05,0.843,3:07:45 PM:259,1
220,221.89,0.216,37.84,50.05,0.789,3:07:45 PM:634,1
221,221.84,0.246,43.34,50.06,0.794,3:07:46 PM:025,1
222,221.76,0.234,41.92,50.05,0.808,3:07:46 PM:400,1
223,221.80,0.234,41.90,50.03,0.807,3:07:46 PM:774,1
224,221.63,0.274,51.88,50.04,0.854,3:07:47 PM:149,1
225,221.53,0.289,54.81,50.05,0.856,3:07:47 PM:524,1
226,221.46,0.357,50.45,50.05,0.638,3:07:47 PM:915,1
227,221.46,0.251,44.60,50.05,0.802,3:07:48 PM:305,1
228,221.59,0.251,45.87,50.06,0.825,3:07:48 PM:696,1
229,221.58,0.261,48.53,50.05,0.839,3:07:49 PM:071,1
230,221.57,0.272,50.48,50.05,0.838,3:07:49 PM:446,1
231,221.38,0.235,41.62,50.05,0.800,3:07:49 PM:836,1
232,221.29,0.226,39.36,50.06,0.787,3:07:50 PM:211,1
233,221.34,0.261,48.18,50.03,0.834,3:07:50 PM:586,1
234,221.39,0.316,49.77,50.04,0.711,3:07:50 PM:977,1
235,221.36,0.253,43.63,50.05,0.779,3:07:51 PM:367,1
236,221.38,0.255,45.53,50.03,0.806,3:07:51 PM:742,1
237,221.23,0.233,39.66,50.04,0.769,3:07:52 PM:117,1
238,221.23,0.329,62.52,50.04,0.859,3:07:52 PM:507,1
239,221.38,0.294,56.11,50.02,0.862,3:07:52 PM:883,1
240,221.34,0.239,42.57,50.04,0.805,3:07:53 PM:257,1
241,221.39,0.216,35.70,50.04,0.747,3:07:53 PM:632,1
242,221.16,0.266,41.96,50.03,0.713,3:07:54 PM:023,1
243,220.92,0.223,39.08,50.04,0.793,3:07:54 PM:413,1
244,221.12,0.228,40.55,50.04,0.804,3:07:54 PM:788,1
245,221.10,0.217,35.03,50.03,0.730,3:07:55 PM:179,1
246,221.10,0.170,26.19,50.04,0.697,3:07:55 PM:554,1
247,221.19,0.204,33.86,50.03,0.750,3:07:55 PM:929,1
248,221.10,0.275,45.93,50.02,0.755,3:07:56 PM:319,1
249,221.38,0.196,31.91,50.03,0.735,3:07:56 PM:710,1
250,221.30,0.194,30.68,50.04,0.715,3:07:57 PM:085,1
251,221.26,0.183,30.26,50.04,0.747,3:07:57 PM:475,1
252,221.33,0.221,36.92,50.03,0.755,3:07:57 PM:850,1
253,221.40,0.223,37.34,50.04,0.756,3:07:58 PM:241,1
254,221.39,0.200,33.48,50.04,0.756,3:07:58 PM:615,1
255,221.43,0.266,49.46,50.04,0.840,3:07:59 PM:006,1
256,221.45,0.374,51.67,50.04,0.624,3:07:59 PM:396,1
257,221.73,0.406,78.44,50.04,0.871,3:07:59 PM:771,1
258,221.72,0.269,48.59,50.03,0.815,3:08:00 PM:162,1
259,221.72,0.389,34.79,50.05,0.403,3:08:00 PM:552,1
260,221.80,0.257,43.62,50.03,0.765,3:08:00 PM:927,1
261,221.83,0.169,26.36,50.02,0.703,3:08:01 PM:303,1
262,221.78,0.258,39.78,50.04,0.695,3:08:01 PM:678,1
263,221.66,0.218,36.55,50.04,0.756,3:08:02 PM:053,1
264,221.59,0.253,41.27,50.03,0.736,3:08:02 PM:428,1
265,221.69,0.370,50.92,50.03,0.621,3:08:02 PM:818,1
266,221.77,0.268,47.26,50.04,0.795,3:08:03 PM:193,1
267,221.88,0.253,45.49,50.04,0.810,3:08:03 PM:574,1
268,221.67,0.205,31.77,50.04,0.699,3:08:03 PM:952,1
269,221.52,0.193,29.88,50.04,0.699,3:08:04 PM:342,1
270,221.65,0.214,36.72,50.04,0.774,3:08:04 PM:717,1
271,221.83,0.195,31.07,50.04,0.718,3:08:05 PM:108,1
272,221.89,0.210,34.02,50.02,0.730,3:08:05 PM:498,1
273,221.85,0.236,39.67,50.03,0.758,3:08:05 PM:873,1
274,221.96,0.218,36.79,50.04,0.760,3:08:06 PM:248,1
275,221.95,0.209,32.81,50.01,0.707,3:08:06 PM:638,1
276,221.87,0.238,41.75,50.04,0.791,3:08:07 PM:019,1
277,221.68,0.230,39.00,50.03,0.765,3:08:07 PM:396,1
278,221.67,0.223,37.96,50.03,0.768,3:08:07 PM:782,1
279,221.73,0.380,40.90,50.03,0.485,3:08:08 PM:157,1
280,221.63,0.248,41.83,50.03,0.761,3:08:08 PM:547,1
281,221.80,0.256,44.76,50.02,0.788,3:08:08 PM:922,1
282,221.87,0.208,33.59,50.03,0.728,3:08:09 PM:313,1
283,221.85,0.213,36.70,50.01,0.777,3:08:09 PM:688,1
284,221.82,0.207,32.87,50.02,0.716,3:08:10 PM:063,1
285,221.73,0.352,69.24,50.03,0.887,3:08:10 PM:450,1
286,221.78,0.203,33.20,50.03,0.737,3:08:10 PM:844,1
287,221.79,0.320,43.21,50.01,0.609,3:08:11 PM:219,1
288,221.88,0.234,42.30,50.03,0.815,3:08:11 PM:594,1
289,221.83,0.257,45.90,50.02,0.805,3:08:11 PM:984,1
290,221.77,0.312,60.28,50.03,0.871,3:08:12 PM:375,1
291,221.87,0.289,50.81,49.99,0.792,3:08:12 PM:750,1
292,222.09,0.235,41.70,50.01,0.799,3:08:13 PM:140,1
293,222.15,0.226,38.06,50.00,0.758,3:08:13 PM:515,1
294,221.96,0.317,53.97,50.01,0.767,3:08:13 PM:906,1
295,222.00,0.288,53.90,50.02,0.843,3:08:14 PM:280,1
296,221.91,0.221,36.24,50.02,0.739,3:08:14 PM:655,1
297,221.81,0.217,37.06,50.02,0.770,3:08:15 PM:030,1
298,221.83,0.234,38.18,50.01,0.736,3:08:15 PM:405,1
299,221.78,0.244,43.09,50.01,0.796,3:08:15 PM:780,1
300,221.89,0.223,36.56,50.02,0.739,3:08:16 PM:155,1
301,221.87,0.245,44.81,50.00,0.824,3:08:16 PM:530,1
302,221.83,0.259,45.31,50.01,0.789,3:08:16 PM:905,1
303,221.81,0.241,43.75,50.00,0.818,3:08:17 PM:280,1
304,221.73,0.211,35.10,50.00,0.750,3:08:17 PM:655,1
305,221.71,0.221,38.17,50.02,0.779,3:08:18 PM:030,1
306,221.69,0.236,41.35,50.01,0.790,3:08:18 PM:405,1
307,221.77,0.229,40.17,50.01,0.791,3:08:18 PM:780,1
308,221.84,0.213,35.95,49.99,0.761,3:08:19 PM:170,1
309,221.87,0.194,31.38,49.99,0.729,3:08:19 PM:561,1
310,221.69,0.247,44.49,49.99,0.812,3:08:19 PM:935,1
311,221.63,0.187,28.88,50.00,0.697,3:08:20 PM:311,1
312,221.70,0.259,46.87,49.99,0.816,3:08:20 PM:701,1
313,221.57,0.237,39.91,49.99,0.760,3:08:21 PM:076,1
314,221.63,0.278,47.34,49.99,0.768,3:08:21 PM:451,1
315,221.59,0.290,43.19,50.00,0.672,3:08:21 PM:841,1
316,221.51,0.404,62.23,49.99,0.695,3:08:22 PM:232,1
317,221.44,0.242,43.16,49.99,0.805,3:08:22 PM:607,1
318,221.57,0.251,44.33,50.00,0.797,3:08:22 PM:982,1
319,221.63,0.199,33.43,49.99,0.758,3:08:23 PM:356,1
320,221.58,0.229,40.19,49.99,0.792,3:08:23 PM:731,1
321,221.56,0.326,63.95,50.00,0.885,3:08:24 PM:122,1
322,221.34,0.284,51.78,49.99,0.824,3:08:24 PM:513,1
323,221.46,0.249,43.50,50.00,0.789,3:08:24 PM:887,1
324,221.38,0.201,32.44,49.99,0.729,3:08:25 PM:262,1
325,221.48,0.260,45.56,49.99,0.791,3:08:25 PM:653,1
326,221.39,0.274,51.02,49.98,0.841,3:08:26 PM:028,1
327,221.40,0.267,50.02,49.98,0.846,3:08:26 PM:403,1
328,221.48,0.329,64.35,49.99,0.883,3:08:26 PM:778,1
329,221.52,0.220,37.19,49.99,0.763,3:08:27 PM:153,1
330,221.45,0.240,41.75,49.99,0.786,3:08:27 PM:527,1
331,221.49,0.243,41.03,50.00,0.762,3:08:27 PM:902,1
332,221.56,0.246,44.32,49.98,0.813,3:08:28 PM:277,1
333,221.60,0.209,34.83,49.99,0.752,3:08:28 PM:652,1
334,221.69,0.246,39.93,49.98,0.732,3:08:29 PM:027,1
335,221.76,0.270,49.58,49.98,0.828,3:08:29 PM:402,1
336,221.79,0.201,33.01,49.97,0.741,3:08:29 PM:777,1
337,221.70,0.233,39.70,49.99,0.768,3:08:30 PM:152,1
338,221.63,0.272,49.71,49.99,0.825,3:08:30 PM:527,1
339,221.72,0.217,36.03,49.99,0.749,3:08:30 PM:902,1
340,221.67,0.243,43.98,49.99,0.816,3:08:31 PM:277,1
341,221.85,0.221,37.67,49.98,0.768,3:08:31 PM:652,1
342,221.84,0.235,40.30,49.97,0.773,3:08:32 PM:026,1
343,221.85,0.291,49.06,49.98,0.760,3:08:32 PM:417,1
344,221.80,0.280,52.75,49.99,0.849,3:08:32 PM:792,1
345,222.11,0.243,40.51,49.98,0.751,3:08:33 PM:167,1
346,222.15,0.235,41.03,49.97,0.786,3:08:33 PM:542,1
347,222.07,0.214,36.71,49.98,0.772,3:08:33 PM:917,1
348,222.08,0.240,41.92,49.98,0.786,3:08:34 PM:291,1
349,222.01,0.230,37.54,49.97,0.735,3:08:34 PM:666,1
350,221.88,0.242,43.78,49.98,0.815,3:08:35 PM:041,1
351,221.79,0.290,55.20,49.97,0.858,3:08:35 PM:416,1
352,221.91,0.273,49.68,49.97,0.820,3:08:35 PM:791,1
353,221.83,0.269,49.85,49.97,0.835,3:08:36 PM:166,1
354,221.76,0.226,38.66,50.00,0.771,3:08:36 PM:541,1
355,221.92,0.208,34.09,49.98,0.738,3:08:36 PM:916,1
356,221.87,0.221,37.52,49.98,0.765,3:08:37 PM:291,1
357,221.81,0.251,43.49,49.96,0.781,3:08:37 PM:666,1
358,221.77,0.258,48.13,49.98,0.841,3:08:38 PM:041,1
359,221.81,0.244,44.20,49.98,0.817,3:08:38 PM:415,1
360,221.86,0.285,52.65,49.97,0.833,3:08:38 PM:790,1
361,221.35,0.241,38.99,49.96,0.731,3:08:39 PM:181,1
362,221.41,0.178,28.11,49.97,0.713,3:08:39 PM:571,1
363,221.30,0.240,43.38,49.98,0.817,3:08:39 PM:962,1
364,221.34,0.202,33.29,49.96,0.745,3:08:40 PM:571,1
365,221.38,0.241,41.81,49.97,0.784,3:08:40 PM:993,1
366,221.25,0.211,33.19,49.97,0.711,3:08:41 PM:368,1
367,221.36,0.198,33.64,49.96,0.768,3:08:41 PM:774,1
368,221.38,0.225,37.50,49.97,0.753,3:08:42 PM:149,1
369,221.34,0.222,37.89,49.99,0.771,3:08:42 PM:539,1
370,221.44,0.247,41.13,49.98,0.752,3:08:42 PM:946,1
371,221.57,0.221,37.94,49.96,0.775,3:08:43 PM:570,1
372,221.65,0.371,43.49,49.96,0.529,3:08:43 PM:946,1
373,221.61,0.193,31.03,49.97,0.725,3:08:44 PM:352,1
374,221.59,0.253,44.24,49.98,0.789,3:08:44 PM:726,1
375,221.46,0.275,51.85,49.98,0.851,3:08:45 PM:117,1
376,221.51,0.323,62.80,49.98,0.878,3:08:45 PM:508,1
377,221.53,0.327,64.04,49.99,0.884,3:08:45 PM:898,1
378,221.68,0.282,50.94,49.98,0.815,3:08:46 PM:274,1
379,221.46,0.298,56.95,49.99,0.863,3:08:46 PM:651,1
380,221.55,0.338,64.16,49.98,0.857,3:08:47 PM:032,1
381,221.41,0.300,56.56,49.99,0.852,3:08:47 PM:421,1
382,221.29,0.198,32.51,49.97,0.742,3:08:47 PM:815,1
383,221.48,0.277,42.54,49.97,0.693,3:08:48 PM:190,1
384,221.56,0.251,44.61,49.98,0.802,3:08:48 PM:569,1
385,221.68,0.227,39.47,49.99,0.784,3:08:48 PM:946,1
386,221.63,0.263,48.79,49.99,0.837,3:08:49 PM:324,1
387,221.61,0.271,50.59,49.98,0.842,3:08:49 PM:700,1
388,221.38,0.197,32.11,49.99,0.736,3:08:50 PM:066,1
389,221.40,0.223,36.22,49.99,0.734,3:08:50 PM:441,1
390,221.52,0.240,42.69,50.00,0.803,3:08:50 PM:816,1
391,221.55,0.308,59.19,49.98,0.867,3:08:51 PM:191,1
392,221.38,0.335,63.60,49.99,0.858,3:08:51 PM:566,1
393,221.29,0.353,69.94,49.98,0.895,3:08:51 PM:941,1
394,221.37,0.324,63.39,49.99,0.884,3:08:52 PM:316,1
395,221.36,0.341,67.38,49.98,0.893,3:08:52 PM:706,1
396,221.45,0.320,62.49,49.99,0.882,3:08:53 PM:097,1
397,221.43,0.298,56.90,49.99,0.862,3:08:53 PM:472,1
398,221.46,0.292,55.90,49.99,0.864,3:08:53 PM:847,1
